Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
5de7ff2302bce1725e6e34af1445efd007fd56de84ea2e4b9bd3d8d3202cbed5,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.753703,52.478276,On or near POLICE STATION ROAD,E01030249,Waveney 004C,Investigation complete; no suspect identified
cde17a62c8a5eaef783cc962aa5f950c526ea98a6b523397520bbd6e5ad3c9c3,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.149806,52.055951,On or near Parking Area,E01033125,Ipswich 007G,Investigation complete; no suspect identified
dd791ab1552c96458562f0e9e7c8b7536efe514525b14e1f257f7b6e4c4a1a02,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.196835,52.029275,On or near LACKFORD PLACE,E01033127,Ipswich 014E,Investigation complete; no suspect identified
9e50720c2b0a965ddb695bc29745800e147259f32c54d406117ccc65770e7ab0,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.713074,52.034321,On or near BUSH GROVE,E01029919,Babergh 007G,Investigation complete; no suspect identified
aa3a7a486577b84610c11e0b29e2bbeac1b2247758183dd28a971c216f129c9a,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.160413,52.060703,On or near WITHIPOLL STREET,E01030010,Ipswich 005D,Investigation complete; no suspect identified
d4b459fa323ea12589d71245c04770a6307d7a6a4aa74b62b705e2f4a7a06d17,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.139663,52.064218,On or near PROVIDENCE LANE,E01030022,Ipswich 006A,Investigation complete; no suspect identified
844881e1aa9d43cde33a31cff47db695643148b994de95aeff2ee1a9f288858c,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.113700,52.073604,On or near MORGAN DRIVE,E01030028,Ipswich 003B,Investigation complete; no suspect identified
cded387d885ca700350f7166e48c60007d2997a26d67cb7073a37e45acfd544e,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.148546,52.320995,On or near CHURCH STREET,E01030052,Mid Suffolk 001A,Investigation complete; no suspect identified
90ce220b86d4a507cc348ad4243293ceba4aaf69655ae30c33a89b8b37d99a2c,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.440432,52.081238,On or near HIGH STREET,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
42e1d36103e6ba91543f84f5b8d95af52bb5ff5c98982aba07e2d4cba908aba2,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.316175,52.094124,On or near NEW STREET,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
52b3b1693638ef9dc945a0e5568348cda48847810fba7663a219b7ee454184f7,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.754126,52.477876,On or near LONDON ROAD NORTH,E01030247,Waveney 007A,Investigation complete; no suspect identified
d435f4486594695ccefab45aad19986c6716fd443e44e42299a7a9c51fb2967f,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.730075,52.468896,On or near NOTLEY ROAD,E01030255,Waveney 005A,Investigation complete; no suspect identified
908290935193cf47a4ee2a3fbece961c35b5ed4474fa67c8ba68ab3850d53fb0,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.746567,52.470938,On or near ST JOHN'S ROAD,E01030258,Waveney 007D,Investigation complete; no suspect identified
c4c20ed5c025c11d30a40928d620889d4e884d4032b826dc9a6f90fbfac17a9d,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.723404,52.487555,On or near DEDHAM DRIVE,E01030271,Waveney 003C,Investigation complete; no suspect identified
e70eba28a8588ce30023e2f1d71c6dd06eba3b47a8cc82465349d41fe014f258,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.133502,52.062925,On or near FARINA CLOSE,E01030022,Ipswich 006A,Investigation complete; no suspect identified
787d94db3d87fd151443b32de534ef3a769b61c05be1cf9eea9070c3f1e1847a,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.121291,52.076137,On or near Sports/Recreation Area,E01030029,Ipswich 003C,Investigation complete; no suspect identified
410331be829bf1cbac8da5ecfaa1bfafcd0206175284bae0680a387997e44f81,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.110973,52.106566,On or near GREYHOUND CORNER,E01030045,Mid Suffolk 012C,Investigation complete; no suspect identified
b09feb7f97c5668a88c26efca423147bc8df8ed64ff0fa0f9c9b35b2b92926ad,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.985818,52.191987,On or near LYDGATE ROAD,E01030077,Mid Suffolk 008B,Investigation complete; no suspect identified
baa250179de864788647e9fe5903bdaa53fec35574720c22a18961319156bda6,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.447108,52.073339,On or near BUMPSTEAD ROAD,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
4a1e97c270d34c6b739aa41d40f6879a2f375cbeb07ff95e5f69795c0794521c,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.440432,52.081238,On or near HIGH STREET,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
3d9ce407acd699c62f663a77a92986061aa29fe5963252c824f51dc7e23af0b4,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.426983,52.079241,On or near LEATHER LANE,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
d0b354eb05ceb39239f393c7ac39199a9d4af30fa2275b5b8b13763d8be80c5f,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.709621,52.250267,On or near Petrol Station,E01030137,St Edmundsbury 006D,Investigation complete; no suspect identified
7499cfec273c4c4a4caf6ff7614ceecb486e4fda1b7088645129e20abd6ea1cc,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.350888,51.960258,On or near BENT HILL,E01030162,Suffolk Coastal 015A,Investigation complete; no suspect identified
2f889cefa1791dd59c0915ba481c0bd0c454e78ec9bbef7b43f6958fd65c8066,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.578347,52.207627,On or near LONG ROW,E01030188,Suffolk Coastal 004D,Investigation complete; no suspect identified
0b5f913f507b4d25415a93ff38736868eb99611b5780457a7e0b6dbf107d1f06,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.751733,52.473832,On or near WAVENEY ROAD,E01030247,Waveney 007A,Investigation complete; no suspect identified
c8eef7940172ebdbb63923bafac28aa76a8ee8e5c5c0d0cab2f53a452ca523cd,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.745551,52.486360,On or near ST MARGARET'S ROAD,E01030262,Waveney 002B,Investigation complete; no suspect identified
9e4c049dd8230818caad0a8e5b5f38cdd2285d2445470b3db018357b2e8b6204,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.419091,52.242940,On or near HEATH ROAD,E01029925,Forest Heath 008A,Investigation complete; no suspect identified
a0b5a44fb852015969d201b49d583ab948f12d83a10a19592822f425c2825685,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.134446,52.061191,On or near YEOMAN CLOSE,E01030023,Ipswich 006B,Investigation complete; no suspect identified
8664ef53fb1d7f816cfd0d26aa13ac2fdb77ea32f2c4d4f5eb59591960cfb753,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.119463,52.063945,On or near Petrol Station,E01030027,Ipswich 003A,Investigation complete; no suspect identified
0be7a8dff6b3fc427baef70c5b01fa14332f46f9bb80cd2cdfc85133dcebdb1b,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.113700,52.073604,On or near MORGAN DRIVE,E01030028,Ipswich 003B,Investigation complete; no suspect identified
414e46a441af7038f4d6c5cc79daff39ac85e176e339cb90b29aee7efe93b18c,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.112518,52.104214,On or near NEWELL RISE,E01030045,Mid Suffolk 012C,Investigation complete; no suspect identified
f111e43caf1f11d2a9c44aecf06674db11b3139ffa34275d2a56ea9e64f80b20,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.147020,52.319147,On or near LOWGATE STREET,E01030052,Mid Suffolk 001A,Investigation complete; no suspect identified
052edb902f7d64141cf754974af86cd6267e80f431052eb775a9d21b4c2407cf,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.026850,52.200159,On or near Sports/Recreation Area,E01030081,Mid Suffolk 005D,Investigation complete; no suspect identified
0c85b3146d48a4e1a3f26105ba65527bb9cf998b8d4a38ec71f12b1e45fb3978,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.205426,52.062716,On or near HUMBER DOUCY LANE,E01030204,Suffolk Coastal 011C,Investigation complete; no suspect identified
4d573d2a0be89af2ed193a7fcd87c29c0ff16612acffb4e7ee1437686b6a71db,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.572682,52.286718,On or near BOWMAN'S LANE,E01030219,Suffolk Coastal 001B,Investigation complete; no suspect identified
fee9b7f7990130e8de930eb0e8063f76dfa54e4c6ca1f7bd944262f4d0c9a3f4,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.730075,52.468896,On or near NOTLEY ROAD,E01030255,Waveney 005A,Investigation complete; no suspect identified
1d49e2717e8b68e4ccac72ec2b4f6f96778079482180aa2b560605648780134a,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.739206,52.487811,On or near STEEPLE VIEW,E01030278,Waveney 003D,Investigation complete; no suspect identified
d41177f44f0311b07ec0d4b68c23aab9dfefd9bfb2818ec69377bcb17b700050,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.487551,52.408027,On or near HALESWORTH ROAD,E01030285,Waveney 013D,Investigation complete; no suspect identified
746dd8191b3d167771842bc99ad320aaa4085335445f3dfa2f1acfd7f5cffe0c,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.455280,52.385116,On or near MILDENHALL DROVE,E01032524,Forest Heath 003G,Investigation complete; no suspect identified
6f347ec07a394adb292d48fa12b6ff21fa0014dd5de3d7db0beeeccfdcdf30cd,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.362459,51.973428,On or near GLENEAGLES CLOSE,E01033450,Suffolk Coastal 013G,Investigation complete; no suspect identified
a13ec0b04aa8744e421be8dae3e952de49a1b66f50549310693035925282ee12,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.185575,52.053415,On or near CHARTWELL CLOSE,E01030006,Ipswich 008E,Investigation complete; no suspect identified
9267db76b678fd0a8c8ab9942116297bb8cdbb55dc0fd65f7cc316243334e294,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.118586,52.109540,On or near EXETER ROAD,E01030045,Mid Suffolk 012C,Investigation complete; no suspect identified
4c2749c5eaf946ee709cae3e8a3034acbd0e49281bdb634fe20df797e8d30346,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.916244,52.239045,On or near ORCHARD CLOSE,E01030050,Mid Suffolk 004C,Investigation complete; no suspect identified
499ef2721931e15a4c5690f7f653023667f1d82c2902681444d732465a7ca5f6,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.658392,52.197737,On or near CHEDBURGH ROAD,E01030100,St Edmundsbury 008B,Investigation complete; no suspect identified
1962d402419f0764da977c243f9f1a1d58d45f49c7146322b0393212e0e1d030,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.442511,52.080548,On or near DUDDERY ROAD,E01030105,St Edmundsbury 014A,Investigation complete; no suspect identified
d94a944282f086ced7d0107f45e63e3768bdb1863a255659b340ebe859d90314,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.457281,52.079746,On or near STOCKLEY CLOSE,E01030107,St Edmundsbury 014C,Investigation complete; no suspect identified
90d484d0065cde8b8ddbc93a949246dd73f851d2c9e5363402d1891deb65f654,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.688210,52.246566,On or near WESTLEY ROAD,E01030124,St Edmundsbury 007C,Investigation complete; no suspect identified
7602cf86fb68577c94acda109d34b8e6167b4840051e4959b07eb55cbaabb6dd,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.701510,52.258088,On or near BEETONS WAY,E01030130,St Edmundsbury 003A,Investigation complete; no suspect identified
205159ac94deaece8bdc51c6a088e911de02af24eecdbc378f538344d63106e9,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.340979,52.222040,On or near WELL CLOSE SQUARE,E01030172,Suffolk Coastal 002B,Investigation complete; no suspect identified
1e4554c476a0256241047a2f2e34fddb0e4ecd0a5f5a01c6e3b3675495393e28,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.578248,52.448821,On or near CONEY HILL,E01030226,Waveney 011A,Investigation complete; no suspect identified
c031755b08f2691884189be2cbae314f011358d52fe3ba61975a81d3437e575d,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.747177,52.475164,On or near FLENSBURGH STREET,E01030250,Waveney 004D,Investigation complete; no suspect identified
4e50ccd46872d4bf1bbf5fb504642f9b2452b7e3c03c0d353c5c882b10c208b4,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.737185,52.491950,On or near CASTLETON CLOSE,E01030279,Waveney 002D,Investigation complete; no suspect identified
1b389b6048a55c11d816e8efa15efffcf6a684bff1532313da9cb0f60b247c9c,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.718685,52.246111,On or near MUSTOW STREET,E01033048,St Edmundsbury 009F,Investigation complete; no suspect identified
bd011612999a6e89da1e8c00c148666de3cb048c1a02c55edd49fa34569bd0c5,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.164741,52.052574,On or near A1156,E01033123,Ipswich 011E,Investigation complete; no suspect identified
ce044f506813a947f5dbd7b8db30239f5bdbcb07dafafc76c00be1368832a6f3,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.195854,52.033916,On or near NACTON ROAD,E01033128,Ipswich 014F,Investigation complete; no suspect identified
bf79593557484cb8d25baed7362de0a66108daf85931f0fb1a67f4e287261458,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.177854,52.053363,On or near FARADAY ROAD,E01029961,Ipswich 007D,Investigation complete; no suspect identified
bfe728bae5868e3d03bad51422dd5b06e3631f20efb589a1fcb512a0ac209d45,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.190267,52.040651,On or near Supermarket,E01029996,Ipswich 014D,Investigation complete; no suspect identified
da1e3c9862a8de31562d1c95d00658762f9db4316992c2c49759409a638f0554,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.060519,52.147838,On or near MAITLAND ROAD,E01030041,Mid Suffolk 011A,Investigation complete; no suspect identified
cedcfa2e4fe41da9118000c1a2f68c5cad78b5dcf8fd135522ad18a712023d17,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.444181,52.082537,On or near Sports/Recreation Area,E01030105,St Edmundsbury 014A,Investigation complete; no suspect identified
4f28314c8502bbc4169f75a9b425f5e26234c02736532d5dda354080618aef97,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.758671,52.200362,On or near COCKS GREEN LANE,E01030119,St Edmundsbury 008C,Investigation complete; no suspect identified
09dc0db7b8bb6c0e6daa5dcbaa196f7027e2756542debbbb06ef98167ceba5ea,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.341263,51.956529,On or near RUSSELL ROAD,E01030163,Suffolk Coastal 015B,Investigation complete; no suspect identified
c0d41cd90adb4981103db32ac786bfeeb1a48f143821200fc79dd43d4f9c2df2,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.572682,52.286718,On or near BOWMAN'S LANE,E01030219,Suffolk Coastal 001B,Investigation complete; no suspect identified
ae902e9ca68da296658a2360c2a7737484de33cb29f8fac1625707b5a5451477,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.503137,52.342681,On or near ANGEL LINK,E01030244,Waveney 015C,Investigation complete; no suspect identified
6720086083578bf253c03a5f18ce79eb01cb3200422c90317ee3d76cb6017e40,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.707928,52.516195,On or near SHORT ROAD,E01030260,Waveney 001E,Investigation complete; no suspect identified
47f5d67be38a7905950f387ef99614426d50de9b104c8890e0ab696ce355a4ba,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.729973,52.454300,On or near STRADBROKE ROAD,E01030272,Waveney 012E,Investigation complete; no suspect identified
2631c8ff17af9a10df02d8cf9f131b2233edeaa8428649c1b3e9583dfbc9e535,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.616077,52.443578,On or near LONDON ROAD,E01029929,Forest Heath 001D,Investigation complete; no suspect identified
50e840147a89bb079caa49b36e6e7a90057da7f4d55b81e2f26d2b3656d3ce1a,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.184901,52.039645,On or near HULVER COURT,E01029983,Ipswich 016F,Investigation complete; no suspect identified
d1fd8064a9d579f834510d872701d568a9c21bc02d501e49f073e67f61ffe515,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.190833,52.038567,On or near BEATTY ROAD,E01029994,Ipswich 014B,Investigation complete; no suspect identified
1beb8db609576122c5269323d7e69e10b9384edc0cf22e89d697e657a6a73a29,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.139327,52.060044,On or near VICTORIA STREET,E01030023,Ipswich 006B,Investigation complete; no suspect identified
cf7b2894ea30071b3625eda8145bf1ede7d23702cddee44a61933dfe3d2a230e,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.146419,52.079983,On or near ALDERCROFT ROAD,E01030033,Ipswich 001B,Investigation complete; no suspect identified
d1d0c375460804abd34cca7512f7b501ef40000b96630b8acdde1572b167f2b2,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.593262,52.245094,On or near SHARPE'S HILL,E01030098,St Edmundsbury 008A,Investigation complete; no suspect identified
505932c06aeaf669777ce465bcb75e0c0fd83e076d4e3b483ecb4e42c2ef097a,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.435424,52.084696,On or near Parking Area,E01030110,St Edmundsbury 012B,Investigation complete; no suspect identified
ac6c89ec54830d14e9ac21581567db75d78b5499e417e8ee86f01a397c8a7753,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.693732,52.258626,On or near BOBY ROAD,E01030139,St Edmundsbury 003C,Investigation complete; no suspect identified
100622586b820f82f7d1c69058b3beaeb4d8e2ee616293dfbd65a3624f6e1c08,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.279513,52.062150,On or near HAWKER DRIVE,E01030190,Suffolk Coastal 010C,Investigation complete; no suspect identified
5ea85991ae8f36987418409f7b3b9baa96a6a855bb92389acbd01c1775f4ad36,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.364133,52.157549,On or near RIVERSIDE VIEW,E01030220,Suffolk Coastal 005D,Investigation complete; no suspect identified
7556a08602fa1665ac4b741bf38a22514534b8793e4e847bc56c2b15f6aa6d4c,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.754610,52.481314,On or near Parking Area,E01030247,Waveney 007A,Investigation complete; no suspect identified
6dea45f5abe11d29b4c5b5cd34819d19ab111b97179774236dafc871c1e6ed9a,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.747083,52.468691,On or near Nightclub,E01030258,Waveney 007D,Investigation complete; no suspect identified
80fd169a73adef9ab53e6e2251da496bb97b06966437bf63f2b7833a0bc7161f,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.157541,52.046048,On or near JAMESTOWN BOULEVARD,E01033122,Ipswich 012F,Investigation complete; no suspect identified
f8739a96ca4e270fcf681d11fbcc1aa7205ac1fbb3a9cfbbd35c72184d197f8b,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.163808,52.057123,On or near WELLS CLOSE,E01033129,Ipswich 007H,Investigation complete; no suspect identified
231b5f299c61985b163c7fde4be8c270b50d7cd2de1d6fd3de087744d87625cd,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.626813,52.443969,On or near HEATH ROAD,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
42736e0da276d79e76f161ab4a27b667cf50d16c7a9f38edd5023d5df618fabd,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.172386,52.063700,On or near BELVEDERE ROAD,E01030000,Ipswich 004D,Investigation complete; no suspect identified
7288d1a27d32496aa15f36b2f232b40f64fd7dcc14e1bcc86b1b815a9b8e9f49,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.116750,52.046371,On or near CHANTRY GREEN,E01030014,Ipswich 013C,Investigation complete; no suspect identified
38f95a68cddac8566ea85e40137467caef46dc4aa412fddca49ee5b31e999022,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.038402,52.365368,On or near REDGRAVE ROAD,E01030054,Mid Suffolk 002B,Investigation complete; no suspect identified
eb96d4d7272b6290f7ef2c492668ca9e11b385f1dc01346ac620f4ef72ff8a1c,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.990059,52.192608,On or near Police Station,E01030077,Mid Suffolk 008B,Investigation complete; no suspect identified
f300b7a6379bbe776ee693c38e02b12e0dc18dda7a06c9a37aedb95b3d34bac6,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.429309,52.073429,On or near HOMEFIELD ROAD,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
1913c2ad5d543f2bd272e44d91a8215d6f1eaecb7c18cf71e0ee7b978d982214,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.429314,52.076738,On or near Pedestrian Subway,E01030114,St Edmundsbury 014F,Investigation complete; no suspect identified
ef05b2ca36adcad61f2dfc462e9edab31da477fab0c4c23aecc4eab4c46e4f80,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.324211,52.097720,On or near NEW QUAY LANE,E01030194,Suffolk Coastal 005B,Investigation complete; no suspect identified
9e8df58738ef88b78c372b881b03d65cb2d73332bb53715b0fc86fb3db310224,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.319237,52.094064,On or near LITTLE ST JOHN'S STREET,E01030211,Suffolk Coastal 008D,Investigation complete; no suspect identified
12a00ea58baa4be9d6372b19a261d14c679143e8e6e1a451c4d1f3a5f33b1678,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.742661,52.495177,On or near GLEBE CLOSE,E01030242,Waveney 001C,Investigation complete; no suspect identified
bdb36ab559dcc8c7626752d8f28fef9ef074162dee2c061bc5b0386b33e2ee10,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.671356,52.389692,On or near HIGH STREET,E01030295,Waveney 014D,Investigation complete; no suspect identified
3c5ca85ce6cb7abf34afb9be8137a588c78d36f9f5d684abf30e150e5a88490a,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.382277,52.248652,On or near Race Track,E01029951,Forest Heath 008D,Investigation complete; no suspect identified
10c4296c04826a7877683a7811fb07daabd9f2d38684cb529d76c53a85dcab1c,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.117365,52.068389,On or near LONE BARN COURT,E01030030,Ipswich 003D,Investigation complete; no suspect identified
31e646a83231fe9ab11fb59a74cefa2b1cd6c85f646c2eccb1c32c86d63a6f9c,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.014882,52.124327,On or near BARKING ROAD,E01030041,Mid Suffolk 011A,Investigation complete; no suspect identified
7ea09683e5d41dc34b80ffc7527c42a5842c1b59304f803cd37debefbb001490,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.058474,52.149141,On or near LION LANE,E01030062,Mid Suffolk 011D,Investigation complete; no suspect identified
27e45e96e271e4d2cefab8ffd18f81bc8ae40093541db58be831388285bd677d,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.180182,52.222241,On or near VICARAGE GARDENS,E01030048,Mid Suffolk 007A,Investigation complete; no suspect identified
08582bc67845243d65ae7350666bcc61b9e500abfcbd51d9596dfc1e94d85965,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.987967,52.191528,On or near KENT ROAD,E01030073,Mid Suffolk 008A,Investigation complete; no suspect identified
e7f3e41149e943ffbb11443e4cfd06e53014a1a7c6c0bfab860c6954189adb8e,2012-10,Suffolk Constabulary,Suffolk Constabulary,0.992060,52.187323,On or near Parking Area,E01030073,Mid Suffolk 008A,Investigation complete; no suspect identified
211ad7f6b38796960f738bf9ab6a422d176533ae6bd785dd1239fecee3f56367,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.367742,51.982704,On or near RUE'S LANE,E01030158,Suffolk Coastal 013C,Investigation complete; no suspect identified
d53a02a35df30c69eda4c38ebb828af357bda3c75f7a0d9e88f3392e482abfaa,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.332420,51.967232,On or near HALL POND WAY,E01030168,Suffolk Coastal 014C,Investigation complete; no suspect identified
d110e6274f7a8ebce6c567f5347c74e7df744ff97c43aa6f18bfb4d1b049e355,2012-10,Suffolk Constabulary,Suffolk Constabulary,1.363852,52.152656,On or near CROWN LANE,E01030220,Suffolk Coastal 005D,Investigation complete; no suspect identified
