Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
62c33abb147ef17d361de70e7be7560aa600a1458f4b46fb33ab14870184530f,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.193652,51.693683,On or near DALESIDE DRIVE,E01023577,Hertsmere 001B,Investigation complete; no suspect identified
8857ab85bf19fbecffccee80299e8e1c90426aa760647c33cffee4afa3e54ead,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031034,51.688614,On or near ELEANOR ROAD,E01023336,Broxbourne 013A,Investigation complete; no suspect identified
926516e3a6b7208d9c659b6c0c6a6fd8dfffad4d80e6c721792b896dd34867df,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.028316,51.684558,On or near Sports/Recreation Area,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
6ad659e35140a54d4c6d48e5dfe85a148b7634f8f57ab2173a64000fc2f75dd7,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.014917,51.686293,On or near STATION ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
f4ef63e9727c75454db43526dd1de75a6d4095a2fd69a3df8dae86ef766674f7,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.055533,51.706729,On or near GOFF'S LANE,E01023295,Broxbourne 011C,Investigation complete; no suspect identified
d818e1f4f2dbeb7c529bf047fcb8618c87eb09a0ab6be6e37fcf2774a8c78cf7,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.035223,51.709142,On or near WYCLIFFE CLOSE,E01023298,Broxbourne 010B,Investigation complete; no suspect identified
f5d979164447bde76c6c16f9cdc1eadd4fa345a3b5a619c23c08cb05b7deb7f5,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.040375,51.710155,On or near Petrol Station,E01023303,Broxbourne 008B,Investigation complete; no suspect identified
a7905840f05b5df55712b1d5f7c187a840771d2c92787d6e3b60fb3cafdc173f,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032104,51.723640,On or near VANCOUVER ROAD,E01023310,Broxbourne 006D,Investigation complete; no suspect identified
01f0edda14661993cb8369c148648d1aef9215a4be51c11961f1dc55d97c150e,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.091604,51.709757,On or near CUFFLEY HILL,E01023311,Broxbourne 007A,Investigation complete; no suspect identified
29d3451a9448a28b7843d5b7b03f2021ef5ae7fa20986dcb206e125bbc6fd6c1,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033398,51.690480,On or near Supermarket,E01023332,Broxbourne 012A,Investigation complete; no suspect identified
ff5aa16eaeee3a52b9059dddabf73ca295afb79befcc249541194f5d95c93352,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.041685,51.700600,On or near WOODCOTE CLOSE,E01023334,Broxbourne 012C,Investigation complete; no suspect identified
fb91423499efbd16d4b87a04864511e15def6f550dd7c0c1a7984aee641161ca,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034356,51.688068,On or near STURLAS WAY,E01023336,Broxbourne 013A,Investigation complete; no suspect identified
007cfb8772cd70d85deedd7808f652a98b98ff27fe04b87dcd8f2f6cd202ccf0,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.030082,51.689201,On or near SWANFIELD ROAD,E01023336,Broxbourne 013A,Investigation complete; no suspect identified
ecc9d57937d357e0df58a90bd53fed3762a6fa0cd2eaabdceb85642d38c7f930,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.023875,51.685554,On or near ELEANOR CROSS ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
405547acdb6776d4eb0ee085ab6af3330cf775481daf40f2383408fb035798f2,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.019704,51.683343,On or near LONG CROFT DRIVE,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
fd33f707cecc7fd48027a214b6fc06474826559e46c4ed6d04747d34f913c9c2,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.036240,51.703026,On or near Parking Area,E01023297,Broxbourne 010A,Investigation complete; no suspect identified
172c1c69c2dac0b2735ba03b531e5536abaa58bb1de4e424ac589e2cb735d0f6,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.025353,51.702457,On or near SHALCROSS DRIVE,E01023299,Broxbourne 010C,Investigation complete; no suspect identified
3642e9e615b3e5e39e888429db0e3b15fa1daae00886863b6bbef18c9df666ef,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034245,51.700970,On or near LYNTON PARADE,E01023300,Broxbourne 010D,Investigation complete; no suspect identified
34521922226289637079f96ce246027233e742fd0b6c21355f01ec7681b4cf2c,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034185,51.711049,On or near HIGH STREET,E01023302,Broxbourne 008A,Investigation complete; no suspect identified
7dade26fc1b49278f35242ebc712459de7b817a9d0b846c20818ccf990ec9745,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.037445,51.718001,On or near Supermarket,E01023305,Broxbourne 008D,Investigation complete; no suspect identified
6faa47af4f8604c9a10630c260dc3654161e5ef216f9e8331db9e8adcb0c3f3f,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.037179,51.713779,On or near SOUTHBROOK DRIVE,E01023305,Broxbourne 008D,Investigation complete; no suspect identified
2bdbb312a4229297565fb893769eee8aad4e83b09ead6764b65d7d22c9d9dcbf,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.059089,51.709539,On or near ELDERBECK CLOSE,E01023325,Broxbourne 009C,Investigation complete; no suspect identified
1bd0b1f48b63c751a1453bcf444a34c64a8b8136a7df20b2b90e6785e647293c,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.051273,51.711208,On or near OAKVIEW CLOSE,E01023326,Broxbourne 009D,Investigation complete; no suspect identified
1ad39180a5a5ddc0130b562ef976c77fa2757acbd598f0b340337b1131477fac,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.035217,51.694584,On or near LONGLANDS CLOSE,E01023333,Broxbourne 012B,Investigation complete; no suspect identified
5a693af8efca5dd0c40308829677c62989b27dee9f957639edab394d07ba7be3,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031900,51.688989,On or near ST JOSEPH'S ROAD,E01023336,Broxbourne 013A,Investigation complete; no suspect identified
0512b0a9c380e7e28a5cb2a62918a4551c74b8981f08f4f7a6165e4066985452,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.019704,51.683343,On or near LONG CROFT DRIVE,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
b7ccb6d0a2f336e463ad111c127ff042d38a89df03d4ef9ae1f040c8ef7d0920,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034441,51.707807,On or near GIBBS CLOSE,E01023298,Broxbourne 010B,Investigation complete; no suspect identified
5d0827d9f27de4ec1879eb0a4693de7181dbe341bbe9daa0f006b1fcf03fc31f,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.024222,51.708157,On or near FIELDINGS ROAD,E01023299,Broxbourne 010C,Investigation complete; no suspect identified
e586bb6579cc00df916808c316653cdab37a475171d3d3cd9e9fc88fb1f66b00,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033990,51.701856,On or near Supermarket,E01023301,Broxbourne 010E,Investigation complete; no suspect identified
750a83ce3f9346ff2de19dad84bd0d0b32939dc93ae2d7e481f9313acef49591,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034185,51.711049,On or near HIGH STREET,E01023302,Broxbourne 008A,Investigation complete; no suspect identified
a2b1358b91c5fc6348d29c53107c7ff27e52809601184fffdcf1798ed28d70df,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032025,51.724448,On or near WINNIPEG WAY,E01023310,Broxbourne 006D,Investigation complete; no suspect identified
9093408d14674db03b2e644a1a81f0abbc9b706ca4563b04dd82b5470116b54b,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.077951,51.713239,On or near NURSERY GARDENS,E01023312,Broxbourne 007B,Investigation complete; no suspect identified
565967ccc35986b30aab42d365809f3d506605ca2247a9665e9fccd5516ce585,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033398,51.690480,On or near Supermarket,E01023332,Broxbourne 012A,Investigation complete; no suspect identified
99f07005702c4e2349155b2e3ce09af9b5c37df58f368c30f42b5b26b744cb34,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.029371,51.696590,On or near SHORTMEAD DRIVE,E01023333,Broxbourne 012B,Investigation complete; no suspect identified
f28568ed0e302d1e38abd22100a1499c99e32a92372294cb432366c0186bc216,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034356,51.688068,On or near STURLAS WAY,E01023336,Broxbourne 013A,Investigation complete; no suspect identified
79b0ba37ccc0c3842df43c1f614ca514cdec8cf02849a988cb69c8a9d1bea1d2,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032211,51.686494,On or near Supermarket,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
22fe82e4b251bc7f46f527321afe7e19e15989f55f01ee6e8038490277e31703,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.018609,51.684889,On or near QUEEN'S DRIVE,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
bd78ac8330895deda29fe91be41c7fb4fa5e33610647fec30cace078fb79de7a,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.040651,51.686024,On or near BROADLANDS CLOSE,E01023339,Broxbourne 013D,Investigation complete; no suspect identified
e9b6657c9304fd814b0eed8216746322cbb6304c87fc9a45ad0b386675509cec,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.049057,51.701136,On or near PENGELLY CLOSE,E01023296,Broxbourne 011D,Investigation complete; no suspect identified
8f7d3523481b88ab06d6a1b7b76d7f493c4445aead077bca560bcd5ed3bbd311,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031533,51.704108,On or near MOXOM AVENUE,E01023299,Broxbourne 010C,Investigation complete; no suspect identified
3113c1f3d9571c7256df58354d2f9e783193430651c38c3af3fda3e0a2d011ae,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034495,51.702233,On or near TURNER'S HILL,E01023301,Broxbourne 010E,Investigation complete; no suspect identified
16a87221b4be4c41f7326de90555644d56e4a33ea3a7ee3b6877e1c4be07eb33,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033156,51.710412,On or near LAWRANCE GARDENS,E01023302,Broxbourne 008A,Investigation complete; no suspect identified
5547bc7f5d1f8ad10ecf125a4a8bd0ab1d52c91bb99340717c5feb10d6d06729,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.039346,51.708860,On or near HOBBS CLOSE,E01023303,Broxbourne 008B,Investigation complete; no suspect identified
bf02bd9f9630b9c90f4002cb92c1dcc2006dde5358840be6eaa86baa4eb7927d,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.037179,51.713779,On or near SOUTHBROOK DRIVE,E01023305,Broxbourne 008D,Investigation complete; no suspect identified
d530f3da1f0dc954679728ee7f29d542d87fe2ae4b45e5950b56cad7646e9992,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.034601,51.695104,On or near CROSSBROOK STREET,E01023333,Broxbourne 012B,Investigation complete; no suspect identified
911f3ec66a51089059fbf9948879c40e0ebc5327bdedee49238d262680e11326,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031895,51.697109,On or near ACTON CLOSE,E01023333,Broxbourne 012B,Investigation complete; no suspect identified
ad31e9054169fc54ef871524c8f73015d5b684c81718aafc22138a70f889f503,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031895,51.697109,On or near ACTON CLOSE,E01023333,Broxbourne 012B,Investigation complete; no suspect identified
6e84dc9748a1bad546c74195d8bace72fffe22321272c97fe3b08f7e849dac94,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.038501,51.683209,On or near CAMERON DRIVE,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
29575a4876010f95be68d40f7594f1e4ced9b334a1db1674c1cf124b5c858996,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.031038,51.684838,On or near Parking Area,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
aa88a2f27bf903a91adffeba6b6a059f59f33104bf5eeff159598024fabdd009,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.013151,51.684321,On or near GORDON ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
17b1074d087235eb5e068b570a6dfceee9089a42625fc793ddafac6cda0db107,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.023276,51.684680,On or near BROOK ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
5e850e87f972ce14f43346f451a3a29274ae55d7bd47ee9817fce0f70758d226,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.049718,51.703278,On or near LORDSHIP ROAD,E01023296,Broxbourne 011D,Investigation complete; no suspect identified
745f17346097bd969bbd57cf353648c09fb10c6753e4ebb13da847d4dbf41549,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032298,51.712169,On or near KENNEDY CLOSE,E01023302,Broxbourne 008A,Investigation complete; no suspect identified
dcd5524d823b87a095e9f59c46085451942078b86293e16054593813f4a780f4,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.027356,51.713309,On or near MONTGOMERY DRIVE,E01023304,Broxbourne 008C,Investigation complete; no suspect identified
5c8d6a3e283dfee6e209553409e1cbd2b746758d6922fa3f9e6d410680414027,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.029555,51.717662,On or near PERRYSFIELD ROAD,E01023306,Broxbourne 008E,Investigation complete; no suspect identified
df81c725dbba41f2676391cd892deff5a052c6271d6154620083bc8194730d81,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.049307,51.709467,On or near CHURCH LANE,E01023326,Broxbourne 009D,Investigation complete; no suspect identified
a88d336758b7b8d4402625f8dbf3a4e81f1792693783f0653849108be4cd6876,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033398,51.690480,On or near Supermarket,E01023332,Broxbourne 012A,Investigation complete; no suspect identified
ed57044b1217ab7f31d85c2b27f27bd469589c3e1fdf1daaa35f86c0573fa271,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.030300,51.691857,On or near TRINITY LANE,E01023335,Broxbourne 012D,Investigation complete; no suspect identified
993314b1a0cd88926916f91157d267a3d27d233f0af2e9919f40c42b0e2e5686,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.029339,51.693990,On or near NORTHFIELD ROAD,E01023335,Broxbourne 012D,Investigation complete; no suspect identified
16f7c82ee7b84e80ebb13afd6cc7128549a48702232eaf5b0b03867182ce2d5b,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.036906,51.688992,On or near LEVEN CLOSE,E01023336,Broxbourne 013A,Investigation complete; no suspect identified
052bb78685c1fb80458195c5b703d088d39eac01054b65e5f4545b106ed62a39,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.033271,51.683059,On or near HIGH STREET,E01023337,Broxbourne 013B,Investigation complete; no suspect identified
2983bca142a6ada4c33f0138436dad64c05af1c9faabafc36d493590a31256af,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.018609,51.684889,On or near QUEEN'S DRIVE,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
50d8a8a9a4559a4558d3e2df47ac62782158d0f3bacfbe8f19ba0af12220311f,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.020957,51.685451,On or near QUEENS WAY,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
8848e6e3af9581352b34d19d9c51d6596b5bef8c821017afedbb97ed7fd4dc5d,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.019308,51.705988,On or near Park/Open Space,E01023299,Broxbourne 010C,Investigation complete; no suspect identified
29361ae852c18b5760ead95496c774ee11c881e6b48ea21c98d036b5d13b94f6,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.093492,51.708906,On or near PEMBROKE DRIVE,E01023313,Broxbourne 007C,Investigation complete; no suspect identified
b6c64264a0047084149440647d5c8d07907c8b28791b36baba8c862d80dad87e,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.005588,51.778001,On or near RANWORTH AVENUE,E01023316,Broxbourne 001A,Investigation complete; no suspect identified
fd6b3df1d88f8d3fd3e824578f3eeaf282b634733fa7d890bf8970bd492e13ca,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.009610,51.761712,On or near Nightclub,E01023320,Broxbourne 003A,Investigation complete; no suspect identified
35cbec59452a7232e2c339cfbc12f883a6b26c87a08e1ea8f035185cf78d9fd3,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.020822,51.764797,On or near HILLSIDE,E01023322,Broxbourne 003C,Investigation complete; no suspect identified
e210a3c4ac6ecb058edecc0ab0719230088ecd3aad5be1f63b8f46bfecd10440,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.021240,51.763851,On or near PADDICK CLOSE,E01023323,Broxbourne 003D,Investigation complete; no suspect identified
a4564ec55b9b86045b38e592165a060c27dab0a8aeb18cf3ee36cb74d32e66d8,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.007648,51.769088,On or near Supermarket,E01023329,Broxbourne 002C,Investigation complete; no suspect identified
63bc51a7609db6e61c8f245241aadfdde9aeb65106cd4b0619c9730d5ba5599d,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,0.001578,51.764346,On or near PINDAR ROAD,E01023330,Broxbourne 002D,Investigation complete; no suspect identified
0d89fa3796021325d1fd59d8c423369d858fd61a07ee6ac2c3eccad3f027a94e,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.024931,51.686561,On or near BRYANSTONE ROAD,E01023338,Broxbourne 013C,Investigation complete; no suspect identified
59dade0c5a5dedcb9bae81a21daff8286c57be5008f94c3c7d5a79ada7da2a78,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.019120,51.735139,On or near CLYFTON CLOSE,E01023340,Broxbourne 005A,Investigation complete; no suspect identified
dfade506bda77ffd1f742ed9cd3d3416988572e78e1c0f11de5a6a0a42ec1e34,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.021434,51.738864,On or near LICHFIELD WAY,E01023340,Broxbourne 005A,Investigation complete; no suspect identified
403da7005125bbe183183953bf866e0cb334bebe3c281b2f7c972a79ed0b6b81,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.007011,51.779931,On or near ST MARGARETS ROAD,E01023469,East Hertfordshire 018B,Investigation complete; no suspect identified
6f676c05f31d69ca165e37ddfbee9b2f203c38500426e2a6cb86d779982e1826,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.015073,51.776246,On or near BOREHAM MEWS,E01023317,Broxbourne 001B,Investigation complete; no suspect identified
dc251935b2a745f6d1f44cabcc34bea17bbbdd40ee9f8cccd1885027f2f14196,2012-10,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.012033,51.759991,On or near HIGH STREET,E01023320,Broxbourne 003A,Investigation complete; no suspect identified
