Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
02c307b3f874cfe70b1368203679595079090e4d65303ad17a10e650f9096d1e,2013-01,Dorset Police,Dorset Police,-1.985232,50.714022,On or near PROPSPEROUS STREET,E01032662,Poole 015I,Investigation complete; no suspect identified
7bee20ac81dd54e2a2122ba09c7cacee979ad356fd69197a8d077d5188500175,2013-01,Dorset Police,Dorset Police,-2.010289,50.783940,On or near WIMBORNE ROAD,E01020386,East Dorset 012E,Investigation complete; no suspect identified
f568e9b541d8ea15c8f81273ec8343490b03bc13195fdfc9a85e140e68bc07fa,2013-01,Dorset Police,Dorset Police,-1.906941,50.788930,On or near POMPEYS LANE,E01020399,East Dorset 011B,Investigation complete; no suspect identified
8fce1d4163cb55c6390d312af4efc5a256dfbb2ae97bef1d655548103c74882a,2013-01,Dorset Police,Dorset Police,-2.285641,50.778015,On or near LYNCH CLOSE,E01020430,North Dorset 008A,Investigation complete; no suspect identified
70add67adadece0f7f8ee0095f2e3b0eb27e2198d3f6b59018395b31c74b071d,2013-01,Dorset Police,Dorset Police,-2.163604,50.857870,On or near FIELDS OAK,E01020438,North Dorset 007D,Investigation complete; no suspect identified
2af92385088f8f45b4a496890bbb6e4133c18bc04d8f7c1e99c1f3e302c0031e,2013-01,Dorset Police,Dorset Police,-2.321608,51.078887,On or near FACTORY HILL,E01020440,North Dorset 002A,Investigation complete; no suspect identified
4c3b60c3ba08c699177a86b91b4bd47116f2c50cd3262b8d2ff619cb0533534d,2013-01,Dorset Police,Dorset Police,-2.312702,50.969044,On or near CHURCH HILL,E01020449,North Dorset 004C,Investigation complete; no suspect identified
271143722c78eae909f37f0c17b87744ed45dfae23922567ca60310d68d97f4c,2013-01,Dorset Police,Dorset Police,-2.189035,51.012023,On or near MEADOW CLOSE,E01020456,North Dorset 003C,Investigation complete; no suspect identified
c0db6f0badbb057e7fc06a765124954785157f34c226aa21e915e466fca220cd,2013-01,Dorset Police,Dorset Police,-2.128381,50.608844,On or near Parking Area,E01020467,Purbeck 005B,Investigation complete; no suspect identified
dbe4f0d9b4f40b1d20be9b21a135034b9eae0f921b8f9135d1c94feba7953277,2013-01,Dorset Police,Dorset Police,-2.741301,50.808975,On or near TANYARD,E01020495,West Dorset 003B,Investigation complete; no suspect identified
d81a9062ab0d2e40b2637d111ed26939508e3143e9432a1f9983a4a08216933d,2013-01,Dorset Police,Dorset Police,-2.468132,50.655321,On or near VICTORIA AVENUE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
e57f5434b543f3f11e2950d419dab25572d7e87de016537252197af79a32e4ef,2013-01,Dorset Police,Dorset Police,-1.964721,50.811228,On or near MARSHFIELD,E01020379,East Dorset 007B,Investigation complete; no suspect identified
2b2f3fb9993c39667a7eefa79ce56f117269fa8826278a80089f5fc3b72a075e,2013-01,Dorset Police,Dorset Police,-1.854159,50.869234,On or near BRUNEL CLOSE,E01020419,East Dorset 002D,Investigation complete; no suspect identified
32890b9d90f987f762a5b66dd11d8ca0b13f7b0e55edc14363d269de894dc688,2013-01,Dorset Police,Dorset Police,-2.192407,50.855506,On or near NEW ROAD,E01020452,North Dorset 006B,Investigation complete; no suspect identified
9353fe11ed15fd96d35dd05efb21c33c324e44664ffbba21f8d6bddf77387151,2013-01,Dorset Police,Dorset Police,-2.288545,51.032619,On or near COMMON MEAD LANE,E01020464,North Dorset 001D,Investigation complete; no suspect identified
5d1f2535419fa98d2f502e28a3eedb0bb34b06de6db5ac76508e64d7f38b77b6,2013-01,Dorset Police,Dorset Police,-2.046806,50.746108,On or near RANDALLS HILL,E01020474,Purbeck 002D,Investigation complete; no suspect identified
f288b1d48883e0c0891edc2cc205b486156f11c066f8c8a878158c6dd80094e0,2013-01,Dorset Police,Dorset Police,-2.758057,50.735828,On or near GARDEN CLOSE,E01020500,West Dorset 006C,Investigation complete; no suspect identified
7b62b940627184fd17064dee3bebccc5c6f4b2789c0212df6436148b0492e8d3,2013-01,Dorset Police,Dorset Police,-2.480798,50.879861,On or near B3146,E01020508,West Dorset 002B,Investigation complete; no suspect identified
5942f031bdcc91cdace58202eb9211505678f1faf65221a15e7a138ecd705d27,2013-01,Dorset Police,Dorset Police,-2.583736,50.895668,On or near BUCKLERS MEAD,E01020550,West Dorset 002D,Investigation complete; no suspect identified
707e33c11c23f89b04dd044442569aecd9d6142262cab58249a633b6b6ca22cd,2013-01,Dorset Police,Dorset Police,-2.453434,50.609804,On or near NEW STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
95709f06ac1960bb2003f79835acfcb259def29802f4c6b38f05c0e9bd95cfe3,2013-01,Dorset Police,Dorset Police,-2.453241,50.632332,On or near Sports/Recreation Area,E01020560,Weymouth and Portland 002D,Investigation complete; no suspect identified
c66f601719abddebab6e6ada572b7d5176bb4e49dd471b91f9276915f00c7f2b,2013-01,Dorset Police,Dorset Police,-2.461302,50.606535,On or near WESTON ROAD,E01020582,Weymouth and Portland 004F,Investigation complete; no suspect identified
347929dd602b2c1934836939b92367604cf761a06412c117523a72f5a9683ae7,2013-01,Dorset Police,Dorset Police,-2.885504,50.793392,On or near B3165,E01020535,West Dorset 005D,Investigation complete; no suspect identified
cec63c97b903007cd603b8898bb6a1f9d7705ab48c1b05f0656c1345688ca2a5,2013-01,Dorset Police,Dorset Police,-1.774774,50.730946,On or near Ferry Terminal,E01020367,Christchurch 006D,Investigation complete; no suspect identified
41987185c3275cf3d9051c450e03ba688214624e51cc99b615bf361035cc15a2,2013-01,Dorset Police,Dorset Police,-2.024936,50.904716,On or near MANOR ROAD,E01020396,East Dorset 005A,Investigation complete; no suspect identified
b938d98be0870ba67457e2f14d4de29a390d3e8a9fb184ecf56e6f6d69127bae,2013-01,Dorset Police,Dorset Police,-2.016665,50.607853,On or near B3069,E01020468,Purbeck 005C,Investigation complete; no suspect identified
c5ae83ca92d26960ce025de8fbd15a8517ec788b6b68fae3a3967858a13ae38d,2013-01,Dorset Police,Dorset Police,-2.113547,50.698302,On or near STOUR DRIVE,E01020487,Purbeck 003E,Investigation complete; no suspect identified
84b8ce9893733b23e8773c36a0baf50744ba744cfadd7eafdd8fa957be5a014a,2013-01,Dorset Police,Dorset Police,-2.748173,50.751387,On or near PYMORE LANE,E01020498,West Dorset 006A,Investigation complete; no suspect identified
f6b5c2d6d52cbf674c740f197c9575f7b51bb1c10be0611fc484a6616f0aac3b,2013-01,Dorset Police,Dorset Police,-2.482259,50.807951,On or near SYDLING ROAD,E01020509,West Dorset 004A,Investigation complete; no suspect identified
ca8127229e7a7b3266c8acb017a634f254aa3040f3e76e588883bdcdd3b70837,2013-01,Dorset Police,Dorset Police,-2.454853,50.647011,On or near ROCKHAMPTON CLOSE,E01020552,Weymouth and Portland 001B,Investigation complete; no suspect identified
9366a80e88017b1c0ed1afc0edaa1c8b8329cf213a536d6b673df89cd6ecc24e,2013-01,Dorset Police,Dorset Police,-2.458080,50.616728,On or near RADIPOLE PARK DRIVE,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
9b6e9572749f6322f44833ff279dca30f32b69b9aede9d2727cec8895d4c87d0,2013-01,Dorset Police,Dorset Police,-2.466045,50.641715,On or near Sports/Recreation Area,E01020579,Weymouth and Portland 003D,Investigation complete; no suspect identified
ae668751016bb58c9ab139ee689cde30114aa779fb18c631ad09aab01b1e67c9,2013-01,Dorset Police,Dorset Police,-1.791608,50.740258,On or near BURNETT ROAD,E01020360,Christchurch 006A,Investigation complete; no suspect identified
c811fa8527ecb3bd4dcbd3784c0a976020b5904b63e96203b9de3b8c961a813e,2013-01,Dorset Police,Dorset Police,-1.760838,50.740963,On or near SARAH SANDS CLOSE,E01020363,Christchurch 005D,Investigation complete; no suspect identified
859ebb637c62740f960c34d379b335777fbc1d4deff9d897c8368a9cc4eaf411,2013-01,Dorset Police,Dorset Police,-1.803909,50.754065,On or near OLD BARN ROAD,E01020366,Christchurch 002E,Investigation complete; no suspect identified
7b0076a2b23d70cbae918b01507cbb70d7f539fe0e68bd63f15eef0c72de7d27,2013-01,Dorset Police,Dorset Police,-1.789815,50.735740,On or near FREDA ROAD,E01020368,Christchurch 006E,Investigation complete; no suspect identified
a2bcfdafc785ba4b188d9e25c718a672de68ec06401709b45c2ff358020a1dce,2013-01,Dorset Police,Dorset Police,-1.899586,50.812206,On or near PINE CLOSE,E01020391,East Dorset 008B,Investigation complete; no suspect identified
cf6a2295fc0c932beabe3cf3cb0680dccac32d7a6fee62c22e0cd7f89dea66e9,2013-01,Dorset Police,Dorset Police,-2.071500,50.794925,On or near OLD STREET,E01020409,East Dorset 005C,Investigation complete; no suspect identified
73ded4317c23007ff0c3f118c5b7289f1b5bf964a4778f2710463a8523ee5e34,2013-01,Dorset Police,Dorset Police,-1.874350,50.875570,On or near MENDIP CLOSE,E01020416,East Dorset 002A,Investigation complete; no suspect identified
ee55c259b3fb0a3bbd0b663d4447052526c2f38b44413d2ae9a6ab3825231b5c,2013-01,Dorset Police,Dorset Police,-2.156960,50.863652,On or near Petrol Station,E01020439,North Dorset 007E,Investigation complete; no suspect identified
abe69ab6454680dfbdd1a21e0c3059a5563bc51f27133bcc1ef72f5dfc59de07,2013-01,Dorset Police,Dorset Police,-2.022479,50.737015,On or near OLD KILN ROAD,E01020473,Purbeck 002C,Investigation complete; no suspect identified
4847d87c75fdbb02acefa3ecce48d1adc6e8f69f44b71db337ec27bacd306c14,2013-01,Dorset Police,Dorset Police,-2.731011,50.809822,On or near HARDY CLOSE,E01020496,West Dorset 003C,Investigation complete; no suspect identified
046f82a8563a3f54ee7c3a31109b82055a3ab2659f7a823b32c2647830ec23ea,2013-01,Dorset Police,Dorset Police,-2.452422,50.732487,On or near OLD VICARAGE CLOSE,E01020510,West Dorset 004B,Investigation complete; no suspect identified
8586f2dfc8233d884eae4fb2f75e0311e5a7441f7d6736a6656cc5dc668d2f2a,2013-01,Dorset Police,Dorset Police,-2.451142,50.643518,On or near WENTWORTH CLOSE,E01020552,Weymouth and Portland 001B,Investigation complete; no suspect identified
9ccb1b56bdae15ad1cbf64aced6731bbf5f6452e965838fcd88b9a631d2a9587,2013-01,Dorset Police,Dorset Police,-2.454616,50.607767,On or near ST EDMUND STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
8415e0719a721812e94af04c2d6732a6760cec3783e4a56e6011e4de59644592,2013-01,Dorset Police,Dorset Police,-1.710045,50.747826,On or near HOLMHURST AVENUE,E01020358,Christchurch 003D,Investigation complete; no suspect identified
0dcf8953fdc0a1fdaf270e882f1b6487a9b2ffd48d3b30f9605fbefcbb6898a5,2013-01,Dorset Police,Dorset Police,-1.892288,50.800716,On or near SPINNEYS LANE,E01020392,East Dorset 008C,Investigation complete; no suspect identified
a0c9a15cb19c105347cbed87709d4d80427082a5b96a2c34ac6d9db373f81791,2013-01,Dorset Police,Dorset Police,-2.008704,50.802276,On or near VINE HILL,E01020410,East Dorset 005D,Investigation complete; no suspect identified
105f907f39cb80473d54c11c09cbbbabdad0f32cc03cabdf0cf1bd8363c862cd,2013-01,Dorset Police,Dorset Police,-1.988497,50.798283,On or near GRAMMAR SCHOOL LANE,E01020428,East Dorset 010C,Investigation complete; no suspect identified
ac2e9b76d04e424364ae6c968e69be3e057ba8fb4a0a722fdc9d81108439f2ed,2013-01,Dorset Police,Dorset Police,-2.197828,50.780283,On or near WIND WHISTLE FARM,E01020432,North Dorset 008C,Investigation complete; no suspect identified
fccd3d4524441fff2be774fc91e32873f4d82ffb7bf5be52f241745f89abff41,2013-01,Dorset Police,Dorset Police,-2.277479,51.037564,On or near SOUTH STREET,E01020443,North Dorset 001A,Investigation complete; no suspect identified
afa70cd91ef17249eed0b3bf7765dcc19311ed5b0ce76b30d11a58dee2f23126,2013-01,Dorset Police,Dorset Police,-1.965139,50.609243,On or near Police Station,E01020482,Purbeck 006E,Investigation complete; no suspect identified
8940efbf05082861f917a583c77f8ff7e67805576ed7815dbdd333ab8bdb3bc8,2013-01,Dorset Police,Dorset Police,-2.227886,50.675859,On or near HILLSIDE ROAD,E01020492,Purbeck 004D,Investigation complete; no suspect identified
50131af47381bbbab2b11ea35477830b5f7f278f291e63cd4bada4ac42aae811,2013-01,Dorset Police,Dorset Police,-2.764901,50.734057,On or near RENDALLS WALK,E01020503,West Dorset 008B,Investigation complete; no suspect identified
084de3c8a35c02994ceada7a5ea367da05d343724c5fd02b47c20df9255550e0,2013-01,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
3b6569ee480949f707121e15b9ac02b2e970c914992af3ed9be35409b315db13,2013-01,Dorset Police,Dorset Police,-2.420365,50.646430,On or near Supermarket,E01020558,Weymouth and Portland 002B,Investigation complete; no suspect identified
517ceafdd5505754ca13eb1244c843517edda8a3981e1e480fd0177f7eefcebc,2013-01,Dorset Police,Dorset Police,-2.460438,50.597591,On or near OLD CASTLE ROAD,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
4a919af8c910e654741fd365496d8fbe5b369285fdc1d6e30e144d32ef4275d7,2013-01,Dorset Police,Dorset Police,-1.734716,50.728910,On or near Parking Area,E01020356,Christchurch 007C,Investigation complete; no suspect identified
9f3073b0f7fc6ab203372aa928c90da5d13319f36d798dece9fb2b88dd4ff1cc,2013-01,Dorset Police,Dorset Police,-1.818905,50.772865,On or near Sports/Recreation Area,E01020365,Christchurch 001D,Investigation complete; no suspect identified
a3a18094db16a484b311a6065217147823d43aae42eeaabb1de0cbebbefda6a6,2013-01,Dorset Police,Dorset Police,-1.951825,50.804910,On or near CUTLERS PLACE,E01020377,East Dorset 007A,Investigation complete; no suspect identified
951173db899ca321a546b5b8006ec0e5c07c474594967d9553a6f41493c3b037,2013-01,Dorset Police,Dorset Police,-2.012004,50.778113,On or near JUPITER WAY,E01020385,East Dorset 012D,Investigation complete; no suspect identified
c786d6c149b34a44cdf59edabb2ef8a8e26e3be96781076a7d217746dc8779c9,2013-01,Dorset Police,Dorset Police,-2.001623,50.805631,On or near THE BROADS,E01020410,East Dorset 005D,Investigation complete; no suspect identified
2c39a99fa51bbb912cf1b686098745b6a4d139f3fad4273b694ac709e8a9f92d,2013-01,Dorset Police,Dorset Police,-1.985688,50.798535,On or near Nightclub,E01020428,East Dorset 010C,Investigation complete; no suspect identified
ae37b9250bf25b2d9d9977681ef442fa72b6276c4d58aa1f8ca78b5fd2cd11af,2013-01,Dorset Police,Dorset Police,-2.370662,50.956159,On or near THRIFT CLOSE,E01020434,North Dorset 004B,Investigation complete; no suspect identified
bbf67a4e311a4ebdc266fb3fdf8cc4e12c469f085587933c0437bee87b863ae0,2013-01,Dorset Police,Dorset Police,-2.563369,50.670997,On or near FRONT STREET,E01020512,West Dorset 012A,Investigation complete; no suspect identified
be1da3ab9acbbbfce4a32fabd3cb1b3a24fa7badd73fee8358588eb9301cf2df,2013-01,Dorset Police,Dorset Police,-2.459434,50.649735,On or near FIELDFARE CLOSE,E01020551,Weymouth and Portland 001A,Investigation complete; no suspect identified
311506179029c5ff2944ebebe3330924268c5c6ddbac69aefade728b9e7fa953,2013-01,Dorset Police,Dorset Police,-2.456698,50.625753,On or near FERNDALE ROAD,E01020561,Weymouth and Portland 002E,Investigation complete; no suspect identified
48a4422088251cc280e5d4049012562e6b00f9330170ae6a6ecf94bfb896c349,2013-01,Dorset Police,Dorset Police,-2.467353,50.648166,On or near CAME DOWN CLOSE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
ca4aa0a0ee5d0721380f6b05dd51d0d4f864b71f6c617db8422a4c049cae11b5,2013-01,Dorset Police,Dorset Police,-2.481104,50.644207,On or near NOTTINGTON LANE,E01020579,Weymouth and Portland 003D,Investigation complete; no suspect identified
ffbadc3f8221829ff58a03b466e2a758620c63547e9c31a183f45606c8348c6f,2013-01,Dorset Police,Dorset Police,-1.797236,50.753163,On or near SANDY LANE,E01020365,Christchurch 001D,Investigation complete; no suspect identified
86a38a3abb22a178a8d3c47aa565e87b1e7e423d432fc594dea5e843fbb01537,2013-01,Dorset Police,Dorset Police,-1.886202,50.811960,On or near MARTINS DRIVE,E01020391,East Dorset 008B,Investigation complete; no suspect identified
8c27b4cb3680f93f57dcf004803f7269964a0759ff05417cd39f0e60e466f4e0,2013-01,Dorset Police,Dorset Police,-1.887492,50.853830,On or near ALBANY DRIVE,E01020411,East Dorset 003A,Investigation complete; no suspect identified
4f6fb79eef81c90a7c54e7964d9c013cb948405091f085f755659d2166294b25,2013-01,Dorset Police,Dorset Police,-2.166153,50.855609,On or near Nightclub,E01020438,North Dorset 007D,Investigation complete; no suspect identified
6549c1f15b704c8a8ed844d87feea6adb3ee25848bdc2eaca5b090ceaa052f7e,2013-01,Dorset Police,Dorset Police,-2.180147,51.002847,On or near COLES CRESCENT,E01020455,North Dorset 003B,Investigation complete; no suspect identified
e5661808d1c9eb75c887da9db25c582d44bb001667de574c6009380def9c9d41,2013-01,Dorset Police,Dorset Police,-2.023512,50.733678,On or near OAK ROAD,E01020473,Purbeck 002C,Investigation complete; no suspect identified
407b4f913e49729a968038a309ca98d2d50317ef4c172a76edc587ae70ef3f7d,2013-01,Dorset Police,Dorset Police,-2.701918,50.694471,On or near B3157,E01020507,West Dorset 007A,Investigation complete; no suspect identified
88c962a06339083e18cb5d599c82f3db498045d294656c4a39ff9bffe531d86d,2013-01,Dorset Police,Dorset Police,-2.496538,50.619106,On or near TRENCHARD WAY,E01020515,West Dorset 012D,Investigation complete; no suspect identified
a9e306efef6cdcf1abf6354706800623b7f0f7074efbb30699a12f0844aea05d,2013-01,Dorset Police,Dorset Police,-2.467353,50.648166,On or near CAME DOWN CLOSE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
6727116d2292d4fcb16104597c2dbf4e76d1e955159d216441484f33bdeca226,2013-01,Dorset Police,Dorset Police,-2.465159,50.610756,On or near WARDCLIFFE ROAD,E01020572,Weymouth and Portland 005A,Investigation complete; no suspect identified
a6a95978dbe0232e543c2c967599591698f58a6f72360c8446fc299e45d15af7,2013-01,Dorset Police,Dorset Police,-2.459476,50.601866,On or near NEW CLOSE GARDENS,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
1980a0bf933bf65861a9f3f7cf99642ad96dbc75b5e5f18025644e01d57f3dd2,2013-01,Dorset Police,Dorset Police,-2.839639,50.741411,On or near STAR LANE,E01020535,West Dorset 005D,Investigation complete; no suspect identified
7dfb359fec703bbc730f5ab6ea008a81bcf38f6aca964300aaddc661980aafe9,2013-01,Dorset Police,Dorset Police,-2.025162,50.770368,On or near HAVEN ROAD,E01020382,East Dorset 012A,Investigation complete; no suspect identified
644c4602fc973321757449af2a20f6f6d7a5d791fc772d8ed582d9e60ad92107,2013-01,Dorset Police,Dorset Police,-1.892334,50.792920,On or near Supermarket,E01020402,East Dorset 011E,Investigation complete; no suspect identified
ae493dee8549772f859d2037c6fdcef70fe7fde4746002760ca3f43b919172da,2013-01,Dorset Police,Dorset Police,-2.083843,50.818460,On or near RAM LANE,E01020410,East Dorset 005D,Investigation complete; no suspect identified
ac3d75f9a32e531e45ed6a5aae31ed14f9b6748a7aad449dece8f1dcf3250ecc,2013-01,Dorset Police,Dorset Police,-1.868063,50.872200,On or near CLAYLAKE DRIVE,E01020417,East Dorset 002B,Investigation complete; no suspect identified
563847d6ccbd1dcd265701fa32b9da09658c8ea06b51bae0f4d78f10d310dad0,2013-01,Dorset Police,Dorset Police,-2.163357,50.856342,On or near SHEEP MARKET HILL,E01020438,North Dorset 007D,Investigation complete; no suspect identified
d1b6ad87e350f5498c5daa19be8daafd192244fd742c954eb2edbbd0ea21f62c,2013-01,Dorset Police,Dorset Police,-2.107791,50.689306,On or near NUNDICO,E01020485,Purbeck 003C,Investigation complete; no suspect identified
a6f9f26c3fd20d294426de762deecb66a459768a9925b96e9797aafbc56c4dbb,2013-01,Dorset Police,Dorset Police,-2.736761,50.745012,On or near MIDDLE STREET,E01020498,West Dorset 006A,Investigation complete; no suspect identified
292f305f73d0e7cc21eb6b1711c745d486a0b190afbd8276d4ed4bc4670a60c6,2013-01,Dorset Police,Dorset Police,-2.384955,50.678252,On or near MAIN STREET,E01020505,West Dorset 011A,Investigation complete; no suspect identified
ceceed5ecb21d47b8f29d0c3eccf81faa35f81f60a4a76fa0d1541d3c52524ea,2013-01,Dorset Police,Dorset Police,-2.451111,50.646135,On or near CULLIFORD WAY,E01020551,Weymouth and Portland 001A,Investigation complete; no suspect identified
01c2205509db3d2e4ed772a6283d147883f446802c41c6d61bada03431f67c48,2013-01,Dorset Police,Dorset Police,-2.467353,50.648166,On or near CAME DOWN CLOSE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
713f48903ea5e8f2da77a9ff402d608b247ec957162f3c99c99941f0af2cf20b,2013-01,Dorset Police,Dorset Police,-1.951495,50.960119,On or near EARTHPITS LANE,E01020397,East Dorset 001D,Investigation complete; no suspect identified
e16360f55303f196dca8f564fcb02598e2c3d29345f4891d3d68a8ec5d9dc4ba,2013-01,Dorset Police,Dorset Police,-1.945253,50.830464,On or near SHEEPCROFT LANE,E01020398,East Dorset 005B,Investigation complete; no suspect identified
5060860c874d7625e018c77e9aa93ff9766b213a380854be8617eab29e2145ad,2013-01,Dorset Police,Dorset Police,-1.921887,50.801513,On or near KEEPERS LANE,E01020408,East Dorset 009E,Investigation complete; no suspect identified
a47f1884362e9313bff02b568f68daff3ac308a3fa2f36f55679837d7ae308d1,2013-01,Dorset Police,Dorset Police,-2.269054,51.033322,On or near ADDISON CLOSE,E01020443,North Dorset 001A,Investigation complete; no suspect identified
28a7b45668ce4e055c20fb8340f336d6f39fc2576122d876a2f7006ba14dca22,2013-01,Dorset Police,Dorset Police,-2.125413,50.820607,On or near ABBEY VIEW,E01020453,North Dorset 006C,Investigation complete; no suspect identified
e4f8e974e8aeb985f774e9e14296ef1f0f9a60ba2a06a6f6e407ffd9574708c4,2013-01,Dorset Police,Dorset Police,-2.192798,51.005255,On or near SALISBURY STREET,E01020454,North Dorset 003A,Investigation complete; no suspect identified
f389448407e43429b97f4710e6267abdb5fe114633afe97a1fcd8605f02ba9a0,2013-01,Dorset Police,Dorset Police,-2.076394,50.759770,On or near PADDOCK CLOSE,E01020470,Purbeck 001C,Investigation complete; no suspect identified
69e15ffd7042f5ba97a6329809b3fd45bb30ce1482431109517dec93e5f68169,2013-01,Dorset Police,Dorset Police,-2.124083,50.693552,On or near HUMBER CHASE,E01020488,Purbeck 003F,Investigation complete; no suspect identified
40f3c5cfc7d98224ff19028dd5eb36d57b47bea6add8d390656535ce137ac52a,2013-01,Dorset Police,Dorset Police,-2.759528,50.732141,On or near GUNDRY LANE,E01020503,West Dorset 008B,Investigation complete; no suspect identified
