Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f3cef3500002fe7b317b0949d9a9be1c1d138ab6e5a5baf81cb5240b453bc234,2012-06,Warwickshire Police,Warwickshire Police,-1.420521,52.478544,On or near AMBERLEY AVENUE,E01031068,Nuneaton and Bedworth 014B,Investigation complete; no suspect identified
f584508c350fbb70960e005169cfa9a37f3845af76c73a8cb1a7f1858105b585,2012-06,Warwickshire Police,Warwickshire Police,-1.414676,52.478516,On or near LONG STREET,E01031068,Nuneaton and Bedworth 014B,Investigation complete; no suspect identified
801ae2f52d4cca7e124291576187be243a26135efd6865e09f0ba4f819de50d9,2012-06,Warwickshire Police,Warwickshire Police,-1.429897,52.482168,On or near THE PADDOCKS,E01031069,Nuneaton and Bedworth 014C,Investigation complete; no suspect identified
a5acaf793de13461010a14ed768dce2b8dbd117bf692518d620dc13de3409e84,2012-06,Warwickshire Police,Warwickshire Police,-1.436583,52.479836,On or near THAMES CLOSE,E01031070,Nuneaton and Bedworth 014D,Investigation complete; no suspect identified
2219ddce144cecb5db64f098053e3412688fedb25894d8cced55bee89915d988,2012-06,Warwickshire Police,Warwickshire Police,-1.439569,52.477719,On or near WEAVERS CLOSE,E01031070,Nuneaton and Bedworth 014D,Investigation complete; no suspect identified
0fa354d2fa52b58ae529ec64875aa91cd40786b134583520ebbbbe56cc8e66a4,2012-06,Warwickshire Police,Warwickshire Police,-1.505416,52.537814,On or near BERRINGTON ROAD,E01031073,Nuneaton and Bedworth 002C,Investigation complete; no suspect identified
c634dd74ad90aac13a7cd1c389ceb4e0e9ecf5a644cc064717c39417547baa75,2012-06,Warwickshire Police,Warwickshire Police,-1.505928,52.536854,On or near CLEVELEY DRIVE,E01031073,Nuneaton and Bedworth 002C,Investigation complete; no suspect identified
7ac54d8d62f6292d7893d13a346b602f0e29f38bf2d53cccb55f9c10621dc565,2012-06,Warwickshire Police,Warwickshire Police,-1.502324,52.534808,On or near CAMP HILL DRIVE,E01031073,Nuneaton and Bedworth 002C,Investigation complete; no suspect identified
5c8be261d88a8d768c26996847826aa6e94ecc77be9fb1c750b6ceec17166dd6,2012-06,Warwickshire Police,Warwickshire Police,-1.501521,52.535433,On or near CAMP HILL ROAD,E01031073,Nuneaton and Bedworth 002C,Investigation complete; no suspect identified
a6ae1bdf0a509e899f44523ec8f101e75a3071d1f80094419f71f7a23e27c373,2012-06,Warwickshire Police,Warwickshire Police,-1.509461,52.537354,On or near HILLSIDE DRIVE,E01031073,Nuneaton and Bedworth 002C,Investigation complete; no suspect identified
5fc23d0091a1aeba9cc400d2cba31aa7ca193f8d3d98cf68adf5dc7b321fb406,2012-06,Warwickshire Police,Warwickshire Police,-1.512959,52.534366,On or near EDEN COURT,E01031074,Nuneaton and Bedworth 002D,Investigation complete; no suspect identified
e17c42932ae0dc9dcb9c223c6cf4d4b03e237533c87fe1d0cdaa8c2cbc9b7187,2012-06,Warwickshire Police,Warwickshire Police,-1.510665,52.532523,On or near ORCHARD WAY,E01031074,Nuneaton and Bedworth 002D,Investigation complete; no suspect identified
e5a1f2f3cafcd1619ba432649aea2a04b65de6b01c25f432161a5d47592e1d84,2012-06,Warwickshire Police,Warwickshire Police,-1.508449,52.532918,On or near TUDOR ROAD,E01031074,Nuneaton and Bedworth 002D,Local resolution
888b37d8597efad364920ae66f720a32648b6334ae51b4b6ee617e588041698b,2012-06,Warwickshire Police,Warwickshire Police,-1.510665,52.532523,On or near ORCHARD WAY,E01031074,Nuneaton and Bedworth 002D,Investigation complete; no suspect identified
e7099f247e59dcb9666f79c4be31a7359f69ecd6bbead2b5d6ed54707eaf3b3f,2012-06,Warwickshire Police,Warwickshire Police,-1.510665,52.532523,On or near ORCHARD WAY,E01031074,Nuneaton and Bedworth 002D,Investigation complete; no suspect identified
5cfcce48dc8d4f07cd3054225c3cf4675d01891d60232a305779a9ec2e17f475,2012-06,Warwickshire Police,Warwickshire Police,-1.509822,52.535351,On or near CRADDOCK DRIVE,E01031074,Nuneaton and Bedworth 002D,Investigation complete; no suspect identified
1730cb238f04f828f2bfee2db374369bd06ed58c0e5d01bb5492e56c4b279a25,2012-06,Warwickshire Police,Warwickshire Police,-1.495462,52.532837,On or near Sports/Recreation Area,E01031075,Nuneaton and Bedworth 002E,Investigation complete; no suspect identified
93ff86256be3dc7d5e8ffa878db8bf9d3bf4eb4465db22f43b57993633fc313d,2012-06,Warwickshire Police,Warwickshire Police,-1.526494,52.462888,On or near DE-COMPTON CLOSE,E01031077,Nuneaton and Bedworth 018A,Investigation complete; no suspect identified
d6885bfc95844d10dc33ae34095321288c414a9509efcc115edfd573655293e5,2012-06,Warwickshire Police,Warwickshire Police,-1.533356,52.461126,On or near CROSS ROAD,E01031077,Nuneaton and Bedworth 018A,Suspect charged
e9dae762c9c0ab234ad740a031383f76533f14eb84c4b97369b5d7c787b9159b,2012-06,Warwickshire Police,Warwickshire Police,-1.535307,52.464586,On or near GROVE LANE,E01031077,Nuneaton and Bedworth 018A,Investigation complete; no suspect identified
1b5fde2ddb16bdf5d931e9932214670e5651e7c1e563175de40c6a01d5ea59f5,2012-06,Warwickshire Police,Warwickshire Police,-1.509960,52.460618,On or near FLUDE ROAD,E01031078,Nuneaton and Bedworth 018B,Local resolution
c7d6945d6d6a4a18b6292429889a2c992b7f4a15f60e29ff0677de0061c4e201,2012-06,Warwickshire Police,Warwickshire Police,-1.510609,52.464549,On or near ROYAL OAK LANE,E01031078,Nuneaton and Bedworth 018B,Investigation complete; no suspect identified
c37b8df1cf52e7006202d113733b83bc913df6045ca826326a4560e6eda172fc,2012-06,Warwickshire Police,Warwickshire Police,-1.504538,52.461153,On or near CANON DRIVE,E01031078,Nuneaton and Bedworth 018B,Investigation complete; no suspect identified
535c50131329d9de23736ba9b4e655b75462aa14baff202343454b9cb734ccb4,2012-06,Warwickshire Police,Warwickshire Police,-1.486077,52.470468,On or near MARSHALL ROAD,E01031079,Nuneaton and Bedworth 018C,Investigation complete; no suspect identified
ee3544f3ed76d94f5b67d523dee4f35542a088f5921ffa97238ba282a95dd7ac,2012-06,Warwickshire Police,Warwickshire Police,-1.486077,52.470468,On or near MARSHALL ROAD,E01031079,Nuneaton and Bedworth 018C,Suspect charged
553954856e4215503afef28187cc5d24f38e82797965ebf8610e2cb0f3a61b33,2012-06,Warwickshire Police,Warwickshire Police,-1.483563,52.472669,On or near BENTLEY ROAD,E01031079,Nuneaton and Bedworth 018C,Investigation complete; no suspect identified
6686f3b809aa8042079bda7f495e0336346c5f8393b2a86f80b006b9b11e6a92,2012-06,Warwickshire Police,Warwickshire Police,-1.485012,52.468378,On or near HAYES LANE,E01031080,Nuneaton and Bedworth 018D,Investigation complete; no suspect identified
10aa54430a1e969f47a4a724472c3bd3b1ab7b0bc334d2a535706a709e2e9e1d,2012-06,Warwickshire Police,Warwickshire Police,-1.486390,52.465049,On or near EXHALL GREEN,E01031080,Nuneaton and Bedworth 018D,Investigation complete; no suspect identified
cbed62bf5503e6ba44abf1a5e9d41df10725a398428cf4cec7c7a06d6e7bd048,2012-06,Warwickshire Police,Warwickshire Police,-1.485012,52.468378,On or near HAYES LANE,E01031080,Nuneaton and Bedworth 018D,Investigation complete; no suspect identified
b9badf3902bac5d9e31fef600cefe79400e787e8e3a51942dee4c4b7e84f0c34,2012-06,Warwickshire Police,Warwickshire Police,-1.481535,52.469837,On or near FIELD VIEW CLOSE,E01031080,Nuneaton and Bedworth 018D,Investigation complete; no suspect identified
b670f91a78c22452769060a240556a2b0d1bd30f5526aa0db5d0df2db6d6a020,2012-06,Warwickshire Police,Warwickshire Police,-1.485012,52.468378,On or near HAYES LANE,E01031080,Nuneaton and Bedworth 018D,Investigation complete; no suspect identified
1ea9fc104926cc3f0677497bcddbf065a3110655eded201f06980a54f1d6ac9c,2012-06,Warwickshire Police,Warwickshire Police,-1.511216,52.525324,On or near ARKLET CLOSE,E01031081,Nuneaton and Bedworth 004A,Investigation complete; no suspect identified
e77cee2617da39e85036844bc3c89804bace9e59867bdfcf397d760bc482d10b,2012-06,Warwickshire Police,Warwickshire Police,-1.511798,52.523376,On or near SPINNEY LANE,E01031081,Nuneaton and Bedworth 004A,Investigation complete; no suspect identified
774d501ab5baeb91c1f3417f87a298fa26759dee63ec6f4f1d32b180bedcaf17,2012-06,Warwickshire Police,Warwickshire Police,-1.511798,52.523376,On or near SPINNEY LANE,E01031081,Nuneaton and Bedworth 004A,Investigation complete; no suspect identified
ed304c9db70f06487c60be213f7b7dc9619f5129f74fa1d81b89aac0e6e5d58a,2012-06,Warwickshire Police,Warwickshire Police,-1.511529,52.525029,On or near Petrol Station,E01031081,Nuneaton and Bedworth 004A,Investigation complete; no suspect identified
4fd760ab22cbdb23ce844050b8e712fe154796f58410a1383572edd69c7d82fb,2012-06,Warwickshire Police,Warwickshire Police,-1.529120,52.525702,On or near ADDISON CLOSE,E01031082,Nuneaton and Bedworth 004B,Investigation complete; no suspect identified
2958c46e0c0ec61388343e04185c3a5f295aabc0d7f3b6cc57df3581ef6ca4d7,2012-06,Warwickshire Police,Warwickshire Police,-1.530836,52.526554,On or near MARLOWE CLOSE,E01031083,Nuneaton and Bedworth 004C,Investigation complete; no suspect identified
fe8f314f0ba9c2ed8b051059cd8fbc4f58a0e90f4daa1b26e7497c484d30c6dd,2012-06,Warwickshire Police,Warwickshire Police,-1.531521,52.524471,On or near AUDEN CLOSE,E01031083,Nuneaton and Bedworth 004C,Investigation complete; no suspect identified
613efc57b961f4690b639e88d25f1c2475d0f776a702c684bb14d665b034a9c3,2012-06,Warwickshire Police,Warwickshire Police,-1.528423,52.531624,On or near PLOUGH HILL ROAD,E01031083,Nuneaton and Bedworth 004C,Investigation complete; no suspect identified
f2347cc1197607b9340817fa435e42d67b4e370f6d611fdae276697f20b71021,2012-06,Warwickshire Police,Warwickshire Police,-1.521752,52.533710,On or near CHAYTOR DRIVE,E01031084,Nuneaton and Bedworth 004D,Investigation complete; no suspect identified
944901a00557b63a144fa5e1ad8485a0512aa81768486c1f8f9285a3cd59c794,2012-06,Warwickshire Police,Warwickshire Police,-1.518751,52.535810,On or near SALISBURY DRIVE,E01031084,Nuneaton and Bedworth 004D,Investigation complete; no suspect identified
3c2f8bd058c78002f5cb3212362cd9b9963214b8467c662b1749d9565c470376,2012-06,Warwickshire Police,Warwickshire Police,-1.524800,52.535394,On or near WAGGESTAFF DRIVE,E01031084,Nuneaton and Bedworth 004D,Investigation complete; no suspect identified
d4130cfccbc8add3067b66774ba82f64e4fb0aac4dcbffa2aabd5bf71ed220aa,2012-06,Warwickshire Police,Warwickshire Police,-1.516012,52.530171,On or near HILTON AVENUE,E01031084,Nuneaton and Bedworth 004D,Suspect charged
fd57edd8f199dba3767b38fa9e3134952627181d2f308ad4c7381877e9608ec1,2012-06,Warwickshire Police,Warwickshire Police,-1.520635,52.533373,On or near REUBEN AVENUE,E01031084,Nuneaton and Bedworth 004D,Investigation complete; no suspect identified
d4130cfccbc8add3067b66774ba82f64e4fb0aac4dcbffa2aabd5bf71ed220aa,2012-06,Warwickshire Police,Warwickshire Police,-1.516012,52.530171,On or near HILTON AVENUE,E01031084,Nuneaton and Bedworth 004D,Suspect charged
e743b782a5d398d81a7a0af58d798a0ff2012ec54a06d1fc14828ba11763d6ec,2012-06,Warwickshire Police,Warwickshire Police,-1.518974,52.530228,On or near FREESLAND RISE,E01031084,Nuneaton and Bedworth 004D,Investigation complete; no suspect identified
17755919ca6450442852b604e925f323bc0d1f941aeca4a5e90c344dd25d40d0,2012-06,Warwickshire Police,Warwickshire Police,-1.518574,52.537221,On or near COLESHILL ROAD,E01031084,Nuneaton and Bedworth 004D,Investigation complete; no suspect identified
d4130cfccbc8add3067b66774ba82f64e4fb0aac4dcbffa2aabd5bf71ed220aa,2012-06,Warwickshire Police,Warwickshire Police,-1.516012,52.530171,On or near HILTON AVENUE,E01031084,Nuneaton and Bedworth 004D,Suspect charged
bf9eed6768a8935a67842ec2cf3390eeb8beabe6658667180e50f58114e11479,2012-06,Warwickshire Police,Warwickshire Police,-1.516012,52.530171,On or near HILTON AVENUE,E01031084,Nuneaton and Bedworth 004D,Investigation complete; no suspect identified
6e54219f1f6823e02fda8aed5080111a6ebd68f9925be09119eb3ce82b818eb5,2012-06,Warwickshire Police,Warwickshire Police,-1.517820,52.534656,On or near LINCOLN AVENUE,E01031084,Nuneaton and Bedworth 004D,Suspect charged
4c0b6c2c973c714f1164de33e5ef8465c17243a677ae4084b549cfb49875e65b,2012-06,Warwickshire Police,Warwickshire Police,-1.509534,52.468536,On or near ACORN CLOSE,E01031086,Nuneaton and Bedworth 016A,Investigation complete; no suspect identified
5bafff3aba81b75be317fa34cba7a686b9304a44c8a46d3adb5873fcfa82cafe,2012-06,Warwickshire Police,Warwickshire Police,-1.512007,52.467207,On or near M6,E01031086,Nuneaton and Bedworth 016A,Offender given a caution
bf395a305e091cd9e3eb95c72a717098c0d5bfa22533bca3ceba2d793b1e208a,2012-06,Warwickshire Police,Warwickshire Police,-1.506837,52.472732,On or near PATRIDGE CLOSE,E01031086,Nuneaton and Bedworth 016A,Investigation complete; no suspect identified
0103e3d25dcc036586833e0e87858f95338c29b59863c595b4315aca0e6aff09,2012-06,Warwickshire Police,Warwickshire Police,-1.503168,52.469184,On or near NEWCOMEN CLOSE,E01031086,Nuneaton and Bedworth 016A,Investigation complete; no suspect identified
10116cc7d2168a790af213fd7cb57c01b94d04b0093a630d7c51a808a3fa23b7,2012-06,Warwickshire Police,Warwickshire Police,-1.509589,52.468905,On or near MOAT FARM DRIVE,E01031086,Nuneaton and Bedworth 016A,Investigation complete; no suspect identified
f5469cadfe3002dc303125f01739b0ad67732df4e4087860fd2f52d47c28f212,2012-06,Warwickshire Police,Warwickshire Police,-1.498532,52.476788,On or near CELANDINE WAY,E01031087,Nuneaton and Bedworth 016B,Investigation complete; no suspect identified
da4d05bc5562dcbb101e8a7b708789f93606224905a34ecb5347d606c778b73a,2012-06,Warwickshire Police,Warwickshire Police,-1.499922,52.477567,On or near MALLOW CROFT,E01031087,Nuneaton and Bedworth 016B,Local resolution
7582cf0d5296e67699d4c86e8da8a0512df1c95e77155c1e0bee8a6f9db5003f,2012-06,Warwickshire Police,Warwickshire Police,-1.499793,52.475957,On or near VIOLET CLOSE,E01031087,Nuneaton and Bedworth 016B,Investigation complete; no suspect identified
db1ebbff3fa11cf7caa5aad0db12acdcc31db438839372ee35d914b771598e3b,2012-06,Warwickshire Police,Warwickshire Police,-1.508224,52.473772,On or near BLAIR DRIVE,E01031088,Nuneaton and Bedworth 016C,Suspect charged
f6e2d9689bb041aa17e6a9ae88a048be36e4aa4459748e6278c80c0145f64e1b,2012-06,Warwickshire Police,Warwickshire Police,-1.505122,52.474739,On or near Petrol Station,E01031088,Nuneaton and Bedworth 016C,Investigation complete; no suspect identified
213a7197281c27a7a986adf49849faf175e96b1d94b6d89af71fe30035967066,2012-06,Warwickshire Police,Warwickshire Police,-1.501932,52.478259,On or near BUTTERCUP WAY,E01031088,Nuneaton and Bedworth 016C,Investigation complete; no suspect identified
5c722b9456e32f89c23ac706625476dca0cb2fc82379ee420c02368aa4ae0105,2012-06,Warwickshire Police,Warwickshire Police,-1.496196,52.472490,On or near GLEBE AVENUE,E01031089,Nuneaton and Bedworth 016D,Investigation complete; no suspect identified
99ecad1b3de943bb104197646a5cbb2bf2f6b194c3da8dfe2767aa5373bca51e,2012-06,Warwickshire Police,Warwickshire Police,-1.524690,52.521037,On or near Sports/Recreation Area,E01031090,Nuneaton and Bedworth 007A,Investigation complete; no suspect identified
85abcaf32eaca6664306c8e6cf5c8d9f9206147dcc5bc351c9126ec51aa290ca,2012-06,Warwickshire Police,Warwickshire Police,-1.526550,52.517979,On or near BRENDON WAY,E01031090,Nuneaton and Bedworth 007A,Investigation complete; no suspect identified
7e483a5a3e4604ebe53d1231817e72adb0cc39946f5b140b2322cd482bed4d6c,2012-06,Warwickshire Police,Warwickshire Police,-1.511727,52.521811,On or near ST MICHAEL'S WAY,E01031091,Nuneaton and Bedworth 007B,Investigation complete; no suspect identified
1778c1273bc55e0a6b3c48174941871488e18ddb574341b11b23f5d61caf5a3f,2012-06,Warwickshire Police,Warwickshire Police,-1.509233,52.519454,On or near CHURCH ROAD,E01031091,Nuneaton and Bedworth 007B,Investigation complete; no suspect identified
169f53518fd23b83c6d6b6d0c39754b45d90090fe56eb1762e153390f3110215,2012-06,Warwickshire Police,Warwickshire Police,-1.510865,52.515784,On or near ANSLEY ROAD,E01031091,Nuneaton and Bedworth 007B,Investigation complete; no suspect identified
a36d03c62fe987d1f68b7ff2a642b83842394fe2b58cf41b53d73b33778fa300,2012-06,Warwickshire Police,Warwickshire Police,-1.507675,52.516418,On or near PRIORY STREET,E01031092,Nuneaton and Bedworth 007C,Investigation complete; no suspect identified
ada9cbb39e2db0c3a42dd624a4a2730556c8813cb5c2e7214a57393d1ec3b98f,2012-06,Warwickshire Police,Warwickshire Police,-1.506008,52.516564,On or near GROVE PLACE,E01031092,Nuneaton and Bedworth 007C,Investigation complete; no suspect identified
71cb927fac2f1f5f933513e354c76dd41e22d7786f97aa4f609e23f96f311a0a,2012-06,Warwickshire Police,Warwickshire Police,-1.506368,52.519964,On or near CROSS STREET,E01031092,Nuneaton and Bedworth 007C,Investigation complete; no suspect identified
c904444f76f3387aa54fc94ed23ebd2be9831643e23b8ee81b730efa90a493df,2012-06,Warwickshire Police,Warwickshire Police,-1.506368,52.519964,On or near CROSS STREET,E01031092,Nuneaton and Bedworth 007C,Offender given a drugs possession warning
884072f0ef336be5680b1efb1b6f35e12a54e0610eec28859b68d5c856210286,2012-06,Warwickshire Police,Warwickshire Police,-1.507675,52.516418,On or near PRIORY STREET,E01031092,Nuneaton and Bedworth 007C,Investigation complete; no suspect identified
dba6a48d1b622f82df04b3819fa79ba52b9e963cad79352957d6e9867e876fcd,2012-06,Warwickshire Police,Warwickshire Police,-1.507575,52.521443,On or near SHORT STREET,E01031092,Nuneaton and Bedworth 007C,Investigation complete; no suspect identified
dcea5cca1bfbcd9d8a13eec17f8a52650296d317b240bdc33cc0c16276828148,2012-06,Warwickshire Police,Warwickshire Police,-1.507565,52.518351,On or near PADDIFORD PLACE,E01031092,Nuneaton and Bedworth 007C,Investigation complete; no suspect identified
38a675230ad2bff04544a4bfb7e1e1a3d30b3ad6e8321e53831f322c43c7129d,2012-06,Warwickshire Police,Warwickshire Police,-1.507709,52.517345,On or near WEBB STREET,E01031092,Nuneaton and Bedworth 007C,Local resolution
7dfe2b02a5d76c0bc4f0edf247b0b0fa9c0176b6416996c9173a57018522dcfd,2012-06,Warwickshire Police,Warwickshire Police,-1.517110,52.517419,On or near MALVERN AVENUE,E01031093,Nuneaton and Bedworth 007D,Suspect charged
acc4f9ffb1c5782f9b8ca3fc7856ff7f855850ce50989397de0fe09e30327d8a,2012-06,Warwickshire Police,Warwickshire Police,-1.516170,52.519825,On or near WENLOCK WAY,E01031093,Nuneaton and Bedworth 007D,Investigation complete; no suspect identified
36deff2bee7d911032d59b7b6e0f0874cf3624f6157206c57203c00998d806c5,2012-06,Warwickshire Police,Warwickshire Police,-1.517110,52.517419,On or near MALVERN AVENUE,E01031093,Nuneaton and Bedworth 007D,Investigation complete; no suspect identified
4e9d30dc5fc37d66a1b1d31a444c37b16929a2a773da64e6a312f02423853d7d,2012-06,Warwickshire Police,Warwickshire Police,-1.523793,52.518156,On or near CROMDALE CLOSE,E01031093,Nuneaton and Bedworth 007D,Investigation complete; no suspect identified
26c1d0efe294aeb90e6bfd88fd5dd27d2e1ab844ab6b05c6f0eb5fef0a2107bf,2012-06,Warwickshire Police,Warwickshire Police,-1.520021,52.519418,On or near PRESCELLY CLOSE,E01031093,Nuneaton and Bedworth 007D,Investigation complete; no suspect identified
0d7bf60ab382c272d59c2b33422f480e4f6eeeb8e1bdfb3387c6dbf34bc92e2e,2012-06,Warwickshire Police,Warwickshire Police,-1.504164,52.521951,On or near HAUNCHWOOD ROAD,E01031094,Nuneaton and Bedworth 007E,Investigation complete; no suspect identified
8a11625446b5f4394cd71aec38b39af7cc324e2e82183b1ce9b28bb0a94dabf5,2012-06,Warwickshire Police,Warwickshire Police,-1.468500,52.478994,On or near KING STREET,E01031096,Nuneaton and Bedworth 015B,Investigation complete; no suspect identified
331b8a0b8624d927d012742687e20d4dd7c98891f4f92f8d45a3407dcff35e29,2012-06,Warwickshire Police,Warwickshire Police,-1.471631,52.476995,On or near Sports/Recreation Area,E01031096,Nuneaton and Bedworth 015B,Investigation complete; no suspect identified
b90afe8ac2267c656ec27dcbada0e0fc7f47d4c25a211fd484a1029895b7eb2a,2012-06,Warwickshire Police,Warwickshire Police,-1.468500,52.478994,On or near KING STREET,E01031096,Nuneaton and Bedworth 015B,Local resolution
705e670d52433a36bd44857a10dde4fef378b1eaac7249b776c5fad864c0dd29,2012-06,Warwickshire Police,Warwickshire Police,-1.474546,52.475713,On or near COVENTRY ROAD,E01031096,Nuneaton and Bedworth 015B,Investigation complete; no suspect identified
e4e3fe7bb5053b1344781eaf19ed401621a43c3cceaba2bcc6670702cd71b78d,2012-06,Warwickshire Police,Warwickshire Police,-1.463832,52.476591,On or near LADY WARWICK AVENUE,E01031097,Nuneaton and Bedworth 015C,Offender given penalty notice
a2fe0a3955515636e941f2eec1b75dd15b60eef449d5aaa716b0cc25b49f67fd,2012-06,Warwickshire Police,Warwickshire Police,-1.463872,52.478200,On or near HATTERS COURT,E01031097,Nuneaton and Bedworth 015C,Investigation complete; no suspect identified
91491119c8179a10913ae0c7563450676cf4da192c0bebfaac391e03178961b5,2012-06,Warwickshire Police,Warwickshire Police,-1.461161,52.475932,On or near GEORGE ELIOT AVENUE,E01031097,Nuneaton and Bedworth 015C,Investigation complete; no suspect identified
f32b356c83a2a3a5e52ffe013e7a12645719712ccad75dd1690f11bc92c84ef4,2012-06,Warwickshire Police,Warwickshire Police,-1.477304,52.471590,On or near MAPLE AVENUE,E01031098,Nuneaton and Bedworth 015D,Investigation complete; no suspect identified
4b046e5653a4d3b47b1743b84087b415f9759bf9a6e9d0df6841bc19f114a46c,2012-06,Warwickshire Police,Warwickshire Police,-1.476555,52.460304,On or near BLACK HORSE ROAD,E01031099,Nuneaton and Bedworth 015E,Investigation complete; no suspect identified
a081f783202575a0508e08049785d65d7b896743e74e6cebc89fa42ec2415ee5,2012-06,Warwickshire Police,Warwickshire Police,-1.476432,52.458263,On or near CANALSIDE,E01031099,Nuneaton and Bedworth 015E,Investigation complete; no suspect identified
4477f91e905927745776086f7de8fc9a3f279a815df368c32e9e754733097986,2012-06,Warwickshire Police,Warwickshire Police,-1.469806,52.458494,On or near WATERSIDE,E01031099,Nuneaton and Bedworth 015E,Investigation complete; no suspect identified
934d8052f556f811d32bcaa1f3968f4798977e167fc4d4431df2bfdeafd0fda2,2012-06,Warwickshire Police,Warwickshire Police,-1.443020,52.526255,On or near TRURO CLOSE,E01031101,Nuneaton and Bedworth 003B,Investigation complete; no suspect identified
a235d06ccf703eefdffc10d144186c92c5fbd9d11cfaed30f2e0f1f3ad3e19dd,2012-06,Warwickshire Police,Warwickshire Police,-1.437579,52.529843,On or near SKELWITH RISE,E01031101,Nuneaton and Bedworth 003B,Investigation complete; no suspect identified
c9056709d81f99c8c91e73e6b74000efd47778f2e51ecb11a95739c0699d7086,2012-06,Warwickshire Police,Warwickshire Police,-1.452860,52.526759,On or near CLOVELLY WAY,E01031102,Nuneaton and Bedworth 003C,Investigation complete; no suspect identified
cb9344c0158529fbd2508c3e181857fb3a6cbced28d7621e66e11d74a88b8b05,2012-06,Warwickshire Police,Warwickshire Police,-1.456851,52.524629,On or near OASTON ROAD,E01031102,Nuneaton and Bedworth 003C,Investigation complete; no suspect identified
5d324fb69d828f6f75c121e863c6ea9f70eea4007330ada12dbdcbcd87d9c801,2012-06,Warwickshire Police,Warwickshire Police,-1.460048,52.524769,On or near TRENT ROAD,E01031102,Nuneaton and Bedworth 003C,Investigation complete; no suspect identified
1613e43cbcbe5e53d752fb0e1cbdea33538c7822ada3b52c66a52bb0b65ea02a,2012-06,Warwickshire Police,Warwickshire Police,-1.451889,52.528993,On or near Sports/Recreation Area,E01031102,Nuneaton and Bedworth 003C,Investigation complete; no suspect identified
0b4d85bb62ce42de5ee35a211cef8b177a62219928873e27e2ca1fcb0278a67a,2012-06,Warwickshire Police,Warwickshire Police,-1.462260,52.527081,On or near WEDDINGTON ROAD,E01031102,Nuneaton and Bedworth 003C,Investigation complete; no suspect identified
cbf119d24ee068b98f5f16ebb639d535c45509754f59c973fa59510d421c1fcc,2012-06,Warwickshire Police,Warwickshire Police,-1.421089,52.537297,On or near WATLING STREET,E01031103,Nuneaton and Bedworth 003D,Investigation complete; no suspect identified
bb7f3b66369e0a5aea685657876d92b37cca93a20a2a4aec966a5f86f442e35c,2012-06,Warwickshire Police,Warwickshire Police,-1.425820,52.531809,On or near THE LONG SHOOT,E01031103,Nuneaton and Bedworth 003D,Investigation complete; no suspect identified
6c93596cc442741394c5e84a7bf97cb799703d7d8ca3020e07d8da95e07c38a5,2012-06,Warwickshire Police,Warwickshire Police,-1.425820,52.531809,On or near THE LONG SHOOT,E01031103,Nuneaton and Bedworth 003D,Investigation complete; no suspect identified
b05c0a58693c9c2a85afac3d287abb6c5d0ecc440d1dc1983685da96fed15d7d,2012-06,Warwickshire Police,Warwickshire Police,-1.450733,52.533015,On or near Sports/Recreation Area,E01031104,Nuneaton and Bedworth 003E,Investigation complete; no suspect identified
8ecbcfee8c624b2f5885ca8c0ec20132bd1f6e35f830abd537a4a5ed622876d3,2012-06,Warwickshire Police,Warwickshire Police,-1.453932,52.531807,On or near HIGHAM LANE,E01031104,Nuneaton and Bedworth 003E,Investigation complete; no suspect identified
6484bca4f3f1abb67b4212c147617ed9f3927b711d2d759cab871eaf656a4cc6,2012-06,Warwickshire Police,Warwickshire Police,-1.481712,52.479853,On or near Petrol Station,E01031105,Nuneaton and Bedworth 012A,Investigation complete; no suspect identified
c914480cffce845a264963f31e9d74ab399443b5c95bd90a71ae6cee7cf6a295,2012-06,Warwickshire Police,Warwickshire Police,-1.493001,52.481493,On or near MISSING OAK CLOSE,E01031106,Nuneaton and Bedworth 012B,Investigation complete; no suspect identified
a2f3d09f6ff04a8bc5c9cfac4a7ccb7ae4dc6be34741158f67d4a04698b0371b,2012-06,Warwickshire Police,Warwickshire Police,-1.491532,52.479986,On or near CHARLES EATON ROAD,E01031106,Nuneaton and Bedworth 012B,Investigation complete; no suspect identified
af6058c3e5084c7259c3954fd0d2713ebc83a8503f49949eae618775a63a45f6,2012-06,Warwickshire Police,Warwickshire Police,-1.496048,52.477766,On or near THE ALDERS,E01031106,Nuneaton and Bedworth 012B,Offender given a caution
82b4e7eca1cf553ddfba9caebabc60f21940fd845e9e5c73784468b8be7c222c,2012-06,Warwickshire Police,Warwickshire Police,-1.484547,52.485511,On or near SANBY CLOSE,E01031108,Nuneaton and Bedworth 012D,Investigation complete; no suspect identified
e8f2c3d589548d4e67ce74bddf4a7b8a01fe102259dc6c2f486577e2579c30f1,2012-06,Warwickshire Police,Warwickshire Police,-1.483346,52.487448,On or near COZENS CLOSE,E01031108,Nuneaton and Bedworth 012D,Investigation complete; no suspect identified
51b91223cf763af90a79242075ab357a3f219c54b2a2b27c2f58b6dfa6a8aaa2,2012-06,Warwickshire Police,Warwickshire Police,-1.473409,52.495774,On or near GRIFF LANE,E01031108,Nuneaton and Bedworth 012D,Investigation complete; no suspect identified
