Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
0defba55c835e5d13409292fe3df4e1a46f4e9a4cf606ddfcd595044ca898e91,2012-11,Dorset Police,Dorset Police,-1.829375,50.728916,On or near COLONNADE ROAD,E01015275,Bournemouth 016C,Investigation complete; no suspect identified
bf9c9aeeea00d002459eedd5d4cdfc315fff195c6cfd09033f7a016f43b5b848,2012-11,Dorset Police,Dorset Police,-1.777143,50.733396,On or near REGENT WAY,E01020367,Christchurch 006D,Investigation complete; no suspect identified
549be032eb709783619c02be65f0821e61b256b5c032fc814b7536f919960dea,2012-11,Dorset Police,Dorset Police,-2.015988,50.775163,On or near TOWERS FARM,E01020384,East Dorset 012C,Investigation complete; no suspect identified
9e2ed881bc34cc9f254045a2f5aa137a0f913d5e84ee15fc5c33f378d91a22ed,2012-11,Dorset Police,Dorset Police,-1.891163,50.802460,On or near Supermarket,E01020392,East Dorset 008C,Investigation complete; no suspect identified
29420ddca72e1611580d69d8aea2ab80d106b7b08c6c6b54eb4b1b81e0f52295,2012-11,Dorset Police,Dorset Police,-2.015687,50.806205,On or near Parking Area,E01020410,East Dorset 005D,Investigation complete; no suspect identified
e9e9030bbed0a942cffe8871e6aca526859c2817faa6ee0d0d08c476cc603cee,2012-11,Dorset Police,Dorset Police,-1.875635,50.873242,On or near BADGER WAY,E01020416,East Dorset 002A,Investigation complete; no suspect identified
3290246acea4fdcf4477f3be258eb54fcfeab4cf0c2e1519e55e4e48f93994b4,2012-11,Dorset Police,Dorset Police,-2.186079,50.775528,On or near MARSH LANE,E01020432,North Dorset 008C,Investigation complete; no suspect identified
2b61a9d8fee608ccd60850a632088ac2bf909644913160b25aa28d8d8391219c,2012-11,Dorset Police,Dorset Police,-2.322248,51.076475,On or near BRIDGE STREET,E01020440,North Dorset 002A,Investigation complete; no suspect identified
f22a6a7c4b3683224d84a846c690028e9691740bffc0831703bf2bb8b6dc49b1,2012-11,Dorset Police,Dorset Police,-2.757216,50.733730,On or near Shopping Area,E01020500,West Dorset 006C,Investigation complete; no suspect identified
d74a629e96a803947285850f1c5e29f12cf47ee6d7ce0253c61bdba2bd283d4a,2012-11,Dorset Police,Dorset Police,-2.490080,50.607065,On or near MCKAY WAY,E01020516,West Dorset 012E,Investigation complete; no suspect identified
b2e5b4e83ed57dfbe5f88806fc0a9eaa77ce0723a9195a21a9b3df7c35d5ce49,2012-11,Dorset Police,Dorset Police,-2.467179,50.636278,On or near STIRLING ROAD,E01020579,Weymouth and Portland 003D,Investigation complete; no suspect identified
d1096c8c9c998c19b10260fcb07bccbd9aaff7b1e49644e180a80252f8df9232,2012-11,Dorset Police,Dorset Police,-1.761533,50.737988,On or near NORTON CLOSE,E01020364,Christchurch 006C,Investigation complete; no suspect identified
caf95868e2066881e33d73b157b7823f1df1894a7cacd47ba02e5a5801c8d3ac,2012-11,Dorset Police,Dorset Police,-1.800565,50.756901,On or near WOODBURY CLOSE,E01020365,Christchurch 001D,Investigation complete; no suspect identified
bf7b30f002044f97dba8672b8725af0c3f8c9975459fd3967e769efe25d35af3,2012-11,Dorset Police,Dorset Police,-1.777143,50.733396,On or near REGENT WAY,E01020367,Christchurch 006D,Investigation complete; no suspect identified
a628fff877a217d8d2d04a8e9d3075df4794dc173a6c714ce8e47513437a87a9,2012-11,Dorset Police,Dorset Police,-1.954772,50.810379,On or near GREEN BOTTOM,E01020379,East Dorset 007B,Investigation complete; no suspect identified
8914b91588d1e252a8a4bc5e1cbddd6b3cda76c0a9f3d04c3622b09ff194f5a9,2012-11,Dorset Police,Dorset Police,-1.980843,50.814217,On or near DOGDEAN,E01020380,East Dorset 007C,Investigation complete; no suspect identified
64b8d7e2628a742d9d27d6db1ae76ec70380145cd6d1b8329a604f78d262f34f,2012-11,Dorset Police,Dorset Police,-1.914520,50.810950,On or near HAVILAND ROAD,E01020408,East Dorset 009E,Investigation complete; no suspect identified
a7153b0abce40b31cdd340ecf7752672ff058c4ef680adc4c4e97cc59126809a,2012-11,Dorset Police,Dorset Police,-1.864267,50.843392,On or near VICTORY CLOSE,E01020412,East Dorset 003B,Investigation complete; no suspect identified
fbe43ac9e534aeede32f5016531bdbad307063411af2f0fc750f5fb42f3eb0f1,2012-11,Dorset Police,Dorset Police,-2.164598,50.857904,On or near SALISBURY STREET,E01020438,North Dorset 007D,Investigation complete; no suspect identified
ef295473aabc2be967514da7126bcb278e4fe40f824351596d30c5464e977f7a,2012-11,Dorset Police,Dorset Police,-2.302496,50.932517,On or near BADGERS WAY,E01020458,North Dorset 004D,Investigation complete; no suspect identified
85492de72b977b3eebb3bdf852071b2d7a7dcf2387fb0dcc460abc84e4687535,2012-11,Dorset Police,Dorset Police,-2.604288,50.895006,On or near DOWN'S LANE,E01020550,West Dorset 002D,Investigation complete; no suspect identified
644c40096bc900a3f759ba300b550c1f36c1c43e3319dcc086cf220cf8dc0212,2012-11,Dorset Police,Dorset Police,-2.453699,50.610936,On or near Shopping Area,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
4df2c8098c1399794e52df19fc6499fb19bd798f47fa8deb227940763bba820b,2012-11,Dorset Police,Dorset Police,-2.512027,50.949816,On or near NEWLAND GARDEN,E01020544,West Dorset 001C,Investigation complete; no suspect identified
0e2a29dcefa67751eb2f02180dcaa43684d8f7d513ef82572c714124592f6e19,2012-11,Dorset Police,Dorset Police,-2.021848,50.779532,On or near PARDYS HILL,E01020386,East Dorset 012E,Investigation complete; no suspect identified
d05b43f642adfdc837ed00f514c1eadf8d0c8d3de792fb73fa88c929ea719827,2012-11,Dorset Police,Dorset Police,-2.164409,50.856538,On or near CHURCH LANE,E01020438,North Dorset 007D,Investigation complete; no suspect identified
ec475024b65a9aa7e813f4d37035945e6c2595d4dc4e80dcb149cb8b9a8127c9,2012-11,Dorset Police,Dorset Police,-2.093277,50.708590,On or near ROWAN CLOSE,E01020477,Purbeck 003B,Investigation complete; no suspect identified
54c417eedf93a39076e5e5946f1f019d3f85b5662b85f39cc3bb16776d3661a1,2012-11,Dorset Police,Dorset Police,-1.957891,50.606966,On or near MANOR ROAD,E01020481,Purbeck 006D,Investigation complete; no suspect identified
19c533a272f0d16ddb9872ebaff549020d482f4376016cf1745a0071e725538d,2012-11,Dorset Police,Dorset Police,-2.760677,50.740074,On or near ARMSTRONG ROAD,E01020499,West Dorset 006B,Investigation complete; no suspect identified
84f38c51e9098c3c7d8803905366b1baa3298e3d6d414330dad0af5122515d96,2012-11,Dorset Police,Dorset Police,-2.487333,50.736375,On or near GLEBEFIELDS,E01020509,West Dorset 004A,Investigation complete; no suspect identified
a9e67e15faf85b54633c186a414f39dc0ffe3eb31c0ae8499aa4ff8e6ee86eba,2012-11,Dorset Police,Dorset Police,-2.448751,50.643383,On or near CLIVIA CLOSE,E01020552,Weymouth and Portland 001B,Investigation complete; no suspect identified
883a64caa986434be9121cf82aefe36dedf7033addfd76099074a9410f8bb085,2012-11,Dorset Police,Dorset Police,-2.467353,50.648166,On or near CAME DOWN CLOSE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
4e488f36f5a8253b337188b38c156183403a04186b9fe7b55a9e6e5d8eb83f18,2012-11,Dorset Police,Dorset Police,-2.466645,50.609527,On or near BARCLAY ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
90e477c9d473eab2ffc1ca785494a7d9656129e5a4538497eee1df1c04a394c0,2012-11,Dorset Police,Dorset Police,-2.472314,50.591311,On or near STOKE ROAD,E01020585,Weymouth and Portland 006C,Investigation complete; no suspect identified
4b4a0a12eb609be617a33f805cb34c580d6158bc1e6b4aa7d01390d53c18dd3c,2012-11,Dorset Police,Dorset Police,-2.932594,50.724895,On or near BRIDGE STREET,E01020532,West Dorset 005B,Investigation complete; no suspect identified
cfdaf16d4b4b6b0d06413fd56f81dfd44af71e5f9b800a61340bb291adf9c681,2012-11,Dorset Police,Dorset Police,-1.805819,50.761810,On or near HESTAN CLOSE,E01020365,Christchurch 001D,Investigation complete; no suspect identified
ad35c71527c619ad88b908f22ff1a52867e55eb12ea812f2413dd21a01fa8071,2012-11,Dorset Police,Dorset Police,-1.923355,50.919495,On or near HIGH STREET,E01020389,East Dorset 001C,Investigation complete; no suspect identified
ba7d5a379125f7997076de9972af7922e3365287a8845e686412ee3f763d752e,2012-11,Dorset Police,Dorset Police,-1.911564,50.842736,On or near HOLT ROAD,E01020398,East Dorset 005B,Investigation complete; no suspect identified
2021f8c3c827f8a11ccf68203ecc1dc26fcd59ea1fbdedbe5d559f1fb2a587ee,2012-11,Dorset Police,Dorset Police,-1.876313,50.869448,On or near ST MICHAELS ROAD,E01020415,East Dorset 003E,Investigation complete; no suspect identified
1486794883e19e996604e9318cc799bca4f9484a1eea02750c06591521c2f059,2012-11,Dorset Police,Dorset Police,-1.862797,50.870206,On or near BROOK DRIVE,E01020419,East Dorset 002D,Investigation complete; no suspect identified
5f74bc8447461118a4937b00240f9a29805ec754eedc083c9b2a3ef18485cc70,2012-11,Dorset Police,Dorset Police,-2.088979,50.898597,On or near SOUTH FARM CLOSE,E01020442,North Dorset 006A,Investigation complete; no suspect identified
2ee8d59a97e947deebc86e5f5954fccda0a41b1c5d93ad136f4aac4c1d230c29,2012-11,Dorset Police,Dorset Police,-2.192798,51.005255,On or near SALISBURY STREET,E01020454,North Dorset 003A,Investigation complete; no suspect identified
4f7b3c2a1698857c468b1195883fccf20af31610319661b9e1559df82859116f,2012-11,Dorset Police,Dorset Police,-2.022676,50.703616,On or near Park/Open Space,E01020467,Purbeck 005B,Investigation complete; no suspect identified
e07424af19d60bb00aa05d30c67f362797dfd384feb551de693b9af607a4219f,2012-11,Dorset Police,Dorset Police,-2.058472,50.735752,On or near OLD FORGE CLOSE,E01020474,Purbeck 002D,Investigation complete; no suspect identified
8edb0a87782a0bc298bc1e9e2b40bedea0d29729cb5b015912b6f439c757387f,2012-11,Dorset Police,Dorset Police,-2.455358,50.611442,On or near CAROLINE PLACE,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
d33bc662a789c7d3fddb90e1cc1cbc1f38c5c35e36e4c25840e426dcb4fbfde3,2012-11,Dorset Police,Dorset Police,-2.448538,50.625533,On or near Sports/Recreation Area,E01020560,Weymouth and Portland 002D,Investigation complete; no suspect identified
6726e8c2c1267d1cbe96ce0c86d34ea9397f36daa22c46de17152bff90d16c77,2012-11,Dorset Police,Dorset Police,-2.474520,50.598613,On or near BOULTON CLOSE,E01020588,Weymouth and Portland 007C,Investigation complete; no suspect identified
cee2258b6f18e59f7c59c419c9e633e54d6d1f07c05ae5d538817aab28ee41a0,2012-11,Dorset Police,Dorset Police,-2.334061,50.698202,On or near YALBURY LANE,E01020538,West Dorset 011C,Investigation complete; no suspect identified
74876b624b07eea9da66cb262e9caceef73676c983b92faff8407d921b43d87e,2012-11,Dorset Police,Dorset Police,-1.798975,50.747402,On or near CANBERRA ROAD,E01020351,Christchurch 002A,Investigation complete; no suspect identified
4a6b1aa1b82cc2e29fa438db15973556373607dbbfd63cdccc53948640a33edd,2012-11,Dorset Police,Dorset Police,-1.734612,50.737291,On or near THE RUNWAY,E01020370,Christchurch 004B,Investigation complete; no suspect identified
e2d2c4f78a71200d8e76cc8dbb694eca522272a0a4cb0fe5e25b384a5290af0b,2012-11,Dorset Police,Dorset Police,-1.870740,50.870458,On or near HILLMEADOW,E01020412,East Dorset 003B,Investigation complete; no suspect identified
e5917b805d4445a2b8f6b831eec6b34fe66c38bb72d4bfc2c1d3bdcce9b17a60,2012-11,Dorset Police,Dorset Police,-1.901578,50.823332,On or near Sports/Recreation Area,E01020422,East Dorset 006B,Investigation complete; no suspect identified
e8e08343fd949cbdffde11b2d4db5b6d8614f35ad11e5f8d7548b09def9d9b07,2012-11,Dorset Police,Dorset Police,-2.372676,50.955218,On or near BIBBERNE ROW,E01020434,North Dorset 004B,Investigation complete; no suspect identified
5caff7c0809479f1d38d7ef6d499ac0b4713cfc65503df329871de6eec61fb03,2012-11,Dorset Police,Dorset Police,-2.278968,51.040834,On or near TOMLINS LANE,E01020443,North Dorset 001A,Investigation complete; no suspect identified
9508b60df7f69fe023c9160e397ec442b51879a4b45103087eac7a1f3df9ce93,2012-11,Dorset Police,Dorset Police,-2.312509,50.916961,On or near HOLE HOUSE LANE,E01020458,North Dorset 004D,Investigation complete; no suspect identified
f26c16f5d88beabcdf74f3d4b506a7ab1441250cc4ff16ef618a6b5c43e55e32,2012-11,Dorset Police,Dorset Police,-2.022764,50.739371,On or near PALMERSTON ROAD,E01020471,Purbeck 002A,Investigation complete; no suspect identified
5f6553f340087b6276ee6973ab3886f20a5f5ea1e1e2ff3eecf3e0978e9577bc,2012-11,Dorset Police,Dorset Police,-2.086971,50.729215,On or near ORGANFORD ROAD,E01020474,Purbeck 002D,Investigation complete; no suspect identified
c7806f3ff71b684c681e472a21b0acee33dfcc86cc45a8038c3a5148331e159b,2012-11,Dorset Police,Dorset Police,-2.454126,50.628821,On or near SHEARS ROAD,E01020560,Weymouth and Portland 002D,Investigation complete; no suspect identified
21481ae5a726fd3cd28a33ef41babb484f6b39fa9b56f37a7da7fd563ddfa5e2,2012-11,Dorset Police,Dorset Police,-1.809044,50.746097,On or near BURFORD CLOSE,E01020366,Christchurch 002E,Investigation complete; no suspect identified
afd702c269025beaf3f82d1df0e5393a67f5d8fe5716dfa842a9b26319ddb3bb,2012-11,Dorset Police,Dorset Police,-1.918815,50.920346,On or near Sports/Recreation Area,E01020389,East Dorset 001C,Investigation complete; no suspect identified
937c6cc2dc34eece7b7faaad648a7e5f35553fa8f32902269539739d9fe68c94,2012-11,Dorset Police,Dorset Police,-1.986993,50.800108,On or near MILL LANE,E01020428,East Dorset 010C,Investigation complete; no suspect identified
9940cdf2972152dfd70922b2e5cd6a8d18cd273fda7296120d980d89b20a089c,2012-11,Dorset Police,Dorset Police,-2.243362,50.854718,On or near NEW ROAD,E01020441,North Dorset 008D,Investigation complete; no suspect identified
620b4aea2a1d0b20d1c8811daa0b0cb8b29c6e88c769722fc77c7723aab2d4c0,2012-11,Dorset Police,Dorset Police,-2.358664,50.871605,On or near CHURCHFOOT LANE,E01020448,North Dorset 008E,Investigation complete; no suspect identified
b5d70ec8f9a1b63a98d301d5a869592ff54c5ab3f88c41478f3e721ec77a56c0,2012-11,Dorset Police,Dorset Police,-2.188585,51.003005,On or near SALISBURY ROAD,E01020455,North Dorset 003B,Investigation complete; no suspect identified
87ab1f5f830d99bb86ed9d5584f33e847f3f914ac377ba4bfb24a68c1763f48d,2012-11,Dorset Police,Dorset Police,-2.037528,50.736022,On or near BRUSHWOOD DRIVE,E01020475,Purbeck 002E,Investigation complete; no suspect identified
2e11c66c08c0c3e6a67730195986ecec2bbe7b3771b606ee0bfa6240c848734c,2012-11,Dorset Police,Dorset Police,-2.453207,50.609733,On or near Nightclub,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
ddc559a215c240c4e7afa841e866acb48ab76c8a03fb21e3524696a6fe10eb1a,2012-11,Dorset Police,Dorset Police,-2.454754,50.611894,On or near GREAT GEORGE STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
bd5a1278c7fa117bddc3afe07f8911a4fe1198f359aa1ac831c88c342ab35550,2012-11,Dorset Police,Dorset Police,-2.460203,50.611207,On or near STAVORDALE ROAD,E01020573,Weymouth and Portland 005B,Investigation complete; no suspect identified
06fe6d7fec9bcf62a7a65022186fa0e9bdf989a4805c4cb32fa9ed2a17365e95,2012-11,Dorset Police,Dorset Police,-2.454887,50.602163,On or near NETHERTON ROAD,E01020581,Weymouth and Portland 004E,Investigation complete; no suspect identified
83bf92ee9d23a4642f4fb5032d9ce5faeb47f5bdac28f5b33dc17a5f8e631eda,2012-11,Dorset Police,Dorset Police,-2.527978,50.941678,On or near LENTHAY CLOSE,E01020547,West Dorset 001F,Investigation complete; no suspect identified
e3f59a2eb2b8cc47fe69d15622d0cc4ca97dd295831f5d204dcd6eb3abf507e6,2012-11,Dorset Police,Dorset Police,-2.017278,50.774083,On or near Parking Area,E01020385,East Dorset 012D,Investigation complete; no suspect identified
08ec62df12f60cdba5a8aef1a243fb0b5f493dd138ce6ebfe592e623dd2a1e8b,2012-11,Dorset Police,Dorset Police,-2.272461,51.037918,On or near Police Station,E01020443,North Dorset 001A,Investigation complete; no suspect identified
9ee45f7e3c4786570537f7b767482a377a85ee77a7b261f60f859366d7800c86,2012-11,Dorset Police,Dorset Police,-2.023939,50.735909,On or near FACTORY ROAD,E01020473,Purbeck 002C,Investigation complete; no suspect identified
f8851f9be982e847343b6137a8feffb1db114264b95092478bf02d3c711cf82e,2012-11,Dorset Police,Dorset Police,-2.739453,50.736865,On or near KING CHARLES WAY,E01020498,West Dorset 006A,Investigation complete; no suspect identified
595692f6fa13266505a668dccbb24cfabb5111763c5818150a739826f577d850,2012-11,Dorset Police,Dorset Police,-2.793627,50.803739,On or near B3162,E01020506,West Dorset 003D,Investigation complete; no suspect identified
2c1e223b194633450fb2073835802f7e243fbb9a46e18c78e73967ca482fb732,2012-11,Dorset Police,Dorset Police,-2.450663,50.732314,On or near COCKLANDS,E01020510,West Dorset 004B,Investigation complete; no suspect identified
8dbbf60e3d1bae10f49a0fa8f935e60baad10f8c36a86d2c7e8b07bb73ccac87,2012-11,Dorset Police,Dorset Police,-2.584923,50.895069,On or near RYME ROAD,E01020550,West Dorset 002D,Investigation complete; no suspect identified
8c17c5f672ccbede15f3a949e6cfb93a7f375fba44864a09df44ae9ee06ac6b0,2012-11,Dorset Police,Dorset Police,-2.454849,50.612955,On or near GLOUCESTER STREET,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
309356f7aa0fdd627c4b14052597f6d9ff3fbf3eeb4c047623bb3647853631e2,2012-11,Dorset Police,Dorset Police,-2.459382,50.628441,On or near Supermarket,E01020561,Weymouth and Portland 002E,Investigation complete; no suspect identified
25106a58e399da7a0b0ced05a96fcb383e39d49d9cdf42c263af0de91a0fef6d,2012-11,Dorset Police,Dorset Police,-2.468263,50.642911,On or near Sports/Recreation Area,E01020579,Weymouth and Portland 003D,Investigation complete; no suspect identified
9e31241d37729f01099a24b9a77d95b2c00d8839bbee98d5c18edee1dc0153e2,2012-11,Dorset Police,Dorset Police,-2.660456,50.873138,On or near CHURCH STREET,E01020530,West Dorset 003E,Investigation complete; no suspect identified
d6bc8b160411a34cc1fab00195f2df990ec989e6445342aefc352865f3fadc89,2012-11,Dorset Police,Dorset Police,-1.694233,50.751275,On or near GLENVILLE CLOSE,E01020357,Christchurch 003C,Investigation complete; no suspect identified
e9d3399a7eb4edca30b5bbf1b420077690db60d8afa98514bfe460f98f9de437,2012-11,Dorset Police,Dorset Police,-2.019517,50.768301,On or near BAKERS VIEW,E01020383,East Dorset 012B,Investigation complete; no suspect identified
ee5263bed53e2defaec5929dbf1140efe748b3586d612ad8501dad7cdd0d1b71,2012-11,Dorset Police,Dorset Police,-1.888387,50.812043,On or near EVERGLADES CLOSE,E01020390,East Dorset 008A,Investigation complete; no suspect identified
b30b0f147750a342e00e038683caaf7fb26d7beda79e9a0f809c2b58aaea9acf,2012-11,Dorset Police,Dorset Police,-1.907412,50.787726,On or near Sports/Recreation Area,E01020399,East Dorset 011B,Investigation complete; no suspect identified
ec6d2f9013da7885b7d6a6760355b9aa6811ca68f55e764fb58ecc9bdc1dbb6b,2012-11,Dorset Police,Dorset Police,-2.074132,50.799627,On or near BALL'S LANE,E01020409,East Dorset 005C,Investigation complete; no suspect identified
ea15ac7464c6993aa6eaa3ad262c0ded7b25223f1e3aea488178ec8044a35e5d,2012-11,Dorset Police,Dorset Police,-2.088979,50.898597,On or near SOUTH FARM CLOSE,E01020442,North Dorset 006A,Investigation complete; no suspect identified
811e721b28ac040bcbca7a76e55448a870763fedfe5dee57c6f9f295da07b9a8,2012-11,Dorset Police,Dorset Police,-2.023939,50.735909,On or near FACTORY ROAD,E01020473,Purbeck 002C,Investigation complete; no suspect identified
4263df7542bc9b5369e989ab15fb61712512567d188093aa2d8e08c88966e847,2012-11,Dorset Police,Dorset Police,-2.218747,50.679528,On or near HIGH STREET,E01020492,Purbeck 004D,Investigation complete; no suspect identified
7c7a03a64b52bfb2fea436d9740688ff2b5827b206cf47dacb93d48531b4753f,2012-11,Dorset Police,Dorset Police,-2.744647,50.747992,On or near CORBIN WAY,E01020498,West Dorset 006A,Investigation complete; no suspect identified
597d330ced63b8874727af28e3af2714c04fd5837e1ff6d30e2d11c0b988fa67,2012-11,Dorset Police,Dorset Police,-2.456580,50.610655,On or near Parking Area,E01020554,Weymouth and Portland 004B,Investigation complete; no suspect identified
2986baa8d2f36cb948dd2629517830e7ce37f740e4816b15d3f9ceecad207dc3,2012-11,Dorset Police,Dorset Police,-2.467480,50.612446,On or near CROMWELL ROAD,E01020572,Weymouth and Portland 005A,Investigation complete; no suspect identified
efc83cf5f03c2442f4ab3a3487eca4883a83e8d0e355be2f98131f0383250c2a,2012-11,Dorset Police,Dorset Police,-2.464141,50.604959,On or near GYPSY LANE,E01020584,Weymouth and Portland 006B,Investigation complete; no suspect identified
fd73d09663b6b726fa1f3390e7977d696640cbd137b1bcb35257f5971bdb6345,2012-11,Dorset Police,Dorset Police,-1.767128,50.735652,On or near Further/Higher Educational Building,E01020364,Christchurch 006C,Investigation complete; no suspect identified
172390539f11d7a800853da3176abe528edd7804626c2ac6711d545fdb03e44e,2012-11,Dorset Police,Dorset Police,-1.965532,50.808296,On or near KYRCHIL LANE,E01020381,East Dorset 007D,Investigation complete; no suspect identified
4b1af630f40f037ae0535d4eb5b3a140e12cc81d53dace639a39529bf236e28a,2012-11,Dorset Police,Dorset Police,-1.906941,50.788930,On or near POMPEYS LANE,E01020399,East Dorset 011B,Investigation complete; no suspect identified
71d670eac91f10223a3d9a03c66e1f0588562cfff214ff9791d6819026bea1e9,2012-11,Dorset Police,Dorset Police,-2.242150,50.919583,On or near RIDGEWAY LANE,E01020446,North Dorset 005C,Investigation complete; no suspect identified
73df4b3658091b9fd015723c7f54211f58a9afb6c2000c31f2dc0c15fe2edb69,2012-11,Dorset Police,Dorset Police,-2.086971,50.729215,On or near ORGANFORD ROAD,E01020474,Purbeck 002D,Investigation complete; no suspect identified
ba80fd61a6e4a805bce7ea2177664e9e62ff9b35ec00977295a8f5417a42da1f,2012-11,Dorset Police,Dorset Police,-2.744647,50.747992,On or near CORBIN WAY,E01020498,West Dorset 006A,Investigation complete; no suspect identified
e8d43c6a712f1f742e123b9ea2885d86ba17746b0dd7c4ba04fe6eae647dbd71,2012-11,Dorset Police,Dorset Police,-2.661275,50.695806,On or near CHURCH STREET,E01020507,West Dorset 007A,Investigation complete; no suspect identified
b9b815df9efad9a203c605856194ef6de3e8a0bcead16f885deb53c592f8cc41,2012-11,Dorset Police,Dorset Police,-2.906626,50.739642,On or near NUTCOMBE CLOSE,E01020511,West Dorset 005A,Investigation complete; no suspect identified
84e7ad2736ec87ed6dedba416d34972e181ffc83fd65605231cc1b51bf92cc44,2012-11,Dorset Police,Dorset Police,-2.428357,50.711751,On or near HEATHCOTE CLOSE,E01020519,West Dorset 010B,Investigation complete; no suspect identified
9cafc1d543d5a0c8ed3a0d610510a473b4bd915612c3367a8d26b73d57c0f5a1,2012-11,Dorset Police,Dorset Police,-2.468132,50.655321,On or near VICTORIA AVENUE,E01020571,Weymouth and Portland 001D,Investigation complete; no suspect identified
237dc64f4ffa980aced59f02dfd510cf4e77456d1bb39f1daf02637b41d44da3,2012-11,Dorset Police,Dorset Police,-2.461852,50.629456,On or near SPA ROAD,E01020580,Weymouth and Portland 003E,Investigation complete; no suspect identified
