Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
a0ce38ef46c150c175ec1ca3f13910c8a157d23011a15b910142119e8d3d8925,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.166123,52.056638,On or near ST HELENS STREET,E01029962,Ipswich 007E,Suspect charged
a0ce38ef46c150c175ec1ca3f13910c8a157d23011a15b910142119e8d3d8925,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.166123,52.056638,On or near ST HELENS STREET,E01029962,Ipswich 007E,Suspect charged
1399a0855c32ed296ec8d9f346f062c2a3f2feaf9c3a6a56b71a6667c8f30e66,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.747008,52.031763,On or near ORIEL CLOSE,E01029886,Babergh 008A,Offender given a caution
1124574c8689406ecaa73f83891c9e19d9a1638c93ac0de77f5addaa41a42240,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.145714,52.060620,On or near Supermarket,E01030024,Ipswich 006C,Suspect charged
8ffa7e1e1cb0d5a4da332dbdb683321020d1312cd9e4015dddcf223e8e7d15b6,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.145714,52.060620,On or near Supermarket,E01030024,Ipswich 006C,Suspect charged
18f63cb6b40de767cc0a174097d184e4b81c013a33b5997daaf4aaa5ce62b8ce,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.002782,52.190306,On or near EDINBURGH CLOSE,E01033317,Mid Suffolk 010G,Investigation complete; no suspect identified
ed77eefeb22bbacce9ca03c824db0d29c58039c0aca13919e89aceee4844123e,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.269397,52.067091,On or near Police Station,E01030191,Suffolk Coastal 010D,Suspect charged
1e9b5a35fd39327ab328fd044e99b9b5dd0115c532e3e528eef8f3c8dded5ec1,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.155239,52.056858,On or near Shopping Area,E01033125,Ipswich 007G,Investigation complete; no suspect identified
fb2faa57bac05cc332c91b280cb0d43a49b3cdfa3fc2453773dd5947bb051997,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.154097,52.058660,On or near Parking Area,E01033125,Ipswich 007G,Suspect charged as part of another case
1059e79205410d37e8b789bbc1fd1c0f53cbc2fa0e9ee538de2f6d63375e55ae,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.563676,52.458867,On or near SMALLGATE,E01030225,Waveney 010C,Investigation complete; no suspect identified
630f35fcfc7d0a8ff613c602e3db4c0e7a1b40ea6285f6cf1b3fe8f9b9ecb80b,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.145714,52.060620,On or near Supermarket,E01030024,Ipswich 006C,Suspect charged
01dc305b93636546be5ea814c25136324556a78095b4373472e22b03478e6d95,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.155771,52.045979,On or near GRESLEY GARDENS,E01033122,Ipswich 012F,Investigation complete; no suspect identified
4ff786881eb82b46490b58c384347c15016d97a6a248628cd2896bdb45843978,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.717559,52.456716,On or near ASPINALL CLOSE,E01030274,Waveney 008B,Suspect charged
eafb79ab4b9e21616b26e09043b5cd00879df915e7c69179cf1e944057f22fc2,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.741252,52.465934,On or near ST LEONARD'S ROAD,E01030256,Waveney 007C,Investigation complete; no suspect identified
b9681a3623dfa2443b4ed02bcb969c00dd38a4fd18e9e79ae68eeba1e452c5f5,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.155995,52.058268,On or near Nightclub,E01033129,Ipswich 007H,Offender given a caution
ee53cce8da1d694d2a02cb8a40ff4946b9a6c5fb7daec664309da218f6d99590,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.427775,52.080915,On or near HORSESHOE LANE,E01030115,St Edmundsbury 013A,Offender given a caution
b0a3eaae60127101537b2872c9a8e198e36a6c4c701918d90cd6acb9a85d3223,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.157595,52.057577,On or near Supermarket,E01033129,Ipswich 007H,Investigation complete; no suspect identified
1f5308df4ef9d3ab5ac680f10d8a276dfd124419d81d5ce97a56b2f9342380b4,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.138097,52.061858,On or near SIRDAR ROAD,E01030023,Ipswich 006B,Suspect charged
895fd7c63d26cb8bacafbdf55d778523b882466df1c7135338deb4dba6c8aaa8,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.996338,52.186315,On or near KENSINGTON ROAD,E01030071,Mid Suffolk 010B,Suspect charged
566eb4828cca111f1cea9a49c740c30b7914c073122955e49860031fd631ba12,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.745313,52.474890,On or near DENMARK ROAD,E01030250,Waveney 004D,Suspect charged
bba9a8719aa67b5b55efc04e4aaeb90fa88cd90478f032fab81121bc6453ed31,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.437188,52.084930,On or near STATION ROAD,E01030108,St Edmundsbury 014D,Investigation complete; no suspect identified
d7ffb32e0a3dbcb8a00a97b0ce44ef9ff29791d0d42479d3e157c046f1c9070a,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.002439,52.340909,On or near Supermarket,E01030067,Mid Suffolk 002E,Suspect charged
3ce40f0e6c1eb1be6c2ec5f70a12f86bfeba0c7d0f4e5593547ac34dc78b72b8,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.045096,52.160271,On or near GIPSY LANE,E01030060,Mid Suffolk 010A,Suspect charged
208a0823b26f0fe309ae37e1f4ffa88a38e9e680fc42f5ab036a86f034246085,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.746048,52.479032,On or near ETHEL ROAD,E01030264,Waveney 004E,Local resolution
b6890c77c6a2413fa0035e4f0742040ecaeed1bf46ca0fee63a37f78b9c23422,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.116684,52.084372,On or near ANGLIA PARKWAY SOUTH,E01030035,Ipswich 001D,Investigation complete; no suspect identified
6402cda0315eb878784c9ea62478bca1fa8856c7027dd14d12c28e23efff0d14,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.732883,52.495612,On or near HENHAM ROAD,E01030281,Waveney 002E,Investigation complete; no suspect identified
e43101f3a0bafa3cbd861c7bddc0237848651f1d8765e9719a881cfef0196e52,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.732883,52.495612,On or near HENHAM ROAD,E01030281,Waveney 002E,Local resolution
d8dce7729a6a43d9fdbe94ca4ebfa6197e23f68e2cd0a623c5d272caf984bccb,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.140400,52.060573,On or near AINSLIE ROAD,E01030023,Ipswich 006B,Suspect charged
4924ce448ae53f28fac509d059a931c9dc70f659546fa691020816b7d5f91520,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.149849,52.056975,On or near ELM STREET,E01033125,Ipswich 007G,Suspect charged
983045246547740a29d3b44003ea9d75c0bcc9c76b32cf4d13bcc1c78dc7db79,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.155483,52.055961,On or near DOGS HEAD STREET,E01033125,Ipswich 007G,Suspect charged
30362aab5ec91af53ad7036ff2e6bc06b76e0317b4bc6f8675a78cfa8854de35,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.273017,52.067710,On or near A12,E01030190,Suffolk Coastal 010C,Suspect charged
9a972e6335ff2a8b0fd6d5e109ff8df56f31b10e4f0aa639f4ce3b81f0d71b65,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.273017,52.067710,On or near A12,E01030190,Suffolk Coastal 010C,Suspect charged
37f113d8f896f1f9c08d2a6cea273aecb049f70c7d359f8c3a6adf7c3e21ab95,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.155239,52.056858,On or near Shopping Area,E01033125,Ipswich 007G,Suspect charged
9265662ef6108e8fe81d8e3414836ae481e6f9375d426be9d2f67bee1c15ce7e,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.150779,52.058983,On or near HIGH STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
5bd2df804d4ed3dae9a0b4bc55c7ed740ab4f6b561e09fdc35fb2cfd83a5f082,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.754126,52.477876,On or near LONDON ROAD NORTH,E01030247,Waveney 007A,Suspect charged
f97987f8dc17ed4f4c75d046b0c0917da259c6980b0f7976512c7284c5b47aa3,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.752003,52.477170,On or near Bus/Coach Station,E01030249,Waveney 004C,Investigation complete; no suspect identified
8e1a9ec30a2fc40a3b155e067e910b594e4f824356b67cb2c9f844adbf0e45da,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.754610,52.481314,On or near Parking Area,E01030247,Waveney 007A,Suspect charged
034fbf6cbec6f78e037553ef88b8e86fa30333e25762a58e512054c301267a80,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.754126,52.477876,On or near LONDON ROAD NORTH,E01030247,Waveney 007A,Suspect charged
75f31129e5867c2f200ee7e5a0e4a2f414eb75ca0b0a6056560164b5fb8a00d7,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.755927,52.484664,On or near Petrol Station,E01030247,Waveney 007A,Suspect charged
96b5ad01409a2eaac0d7c29ca74c30dc5bf4c9e76c55d3e85950300f3704ba13,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.996459,52.188551,On or near STATION ROAD WEST,E01030071,Mid Suffolk 010B,Suspect charged
448ecb54a8398a0478b09e11f3a073222ccdc5f9f6c55c4f010893e34f2f2140,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.689617,52.250203,On or near ROBINSON CLOSE,E01030124,St Edmundsbury 007C,Investigation complete; no suspect identified
9e3354d90c286d5d987820bc918693ae458fdc5d2cff0b00b2112f6b0c42941b,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.126916,52.052829,On or near COWSLIP CLOSE,E01029984,Ipswich 010A,Investigation complete; no suspect identified
a70cd74c37996601196467c850318e3a9dc9b3b72617a3873792309a09b6ddca,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.722211,52.465942,On or near THE GREEN,E01030291,Waveney 008E,Local resolution
7e5ccdd95e68a215ed7099fd78648a59a3dff837b39b31c7daac8b6b247bbf88,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.129850,52.032407,On or near DOWNSIDE CLOSE,E01030021,Ipswich 015E,Investigation complete; no suspect identified
d228045561f0e866f503d95b9a00617cd4664d238de73e163b09001ce8064890,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.116573,52.064777,On or near Bus/Coach Station,E01029878,Babergh 005B,Suspect charged
ee9d6707ab848f62917f5eed13123bbe83146f978bde106a0d806b9d3b938440,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.741252,52.465934,On or near ST LEONARD'S ROAD,E01030256,Waveney 007C,Local resolution
27ab1fbd92e657e653c3224c49bb888fe444d062ea9bb55417f09798b87cc229,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.228399,52.056323,On or near HEATH VIEW,E01030184,Suffolk Coastal 009D,Investigation complete; no suspect identified
a0ce38ef46c150c175ec1ca3f13910c8a157d23011a15b910142119e8d3d8925,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.166123,52.056638,On or near ST HELENS STREET,E01029962,Ipswich 007E,Investigation complete; no suspect identified
631a2552189b98e8c809430189ddd8237e8200cfbaa4f7898684303933c3bcaf,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.273017,52.067710,On or near A12,E01030190,Suffolk Coastal 010C,Suspect charged
ee433a5cf54d4ba3f2345ab1c717cf7207ef001481dafc0b4878d06854bc5c72,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.197999,52.056802,On or near Further/Higher Educational Building,E01029965,Ipswich 009C,Suspect charged
33db022ebc215cac8e712c038f64a274de7066da22ad4e879bea322b5d5ad30e,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.634276,52.442517,On or near WALNUT CLOSE,E01029928,Forest Heath 001C,Investigation complete; no suspect identified
2445f5135f3e2a6731b4d3be41d66528b83fc08db71cd8eea9c96b1ef728c4b3,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.191405,52.043112,On or near STURDEE AVENUE,E01029996,Ipswich 014D,Local resolution
dea962be55fad2113c99bcdf6ebca1c051943ab93fdb2992f47dad9595c27f38,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.577623,52.205904,On or near HIGH STREET,E01030188,Suffolk Coastal 004D,Investigation complete; no suspect identified
a156f82f594bde807ebc507a0bd1d45e9cdfc4ff311f3be85c89dbc19f5fe721,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.799071,52.251407,On or near Sports/Recreation Area,E01030084,Mid Suffolk 004D,Investigation complete; no suspect identified
df70d0b5e283c4238edba6accd8c4beeb6e61c0d3d8f8d401a35379736a294da,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.699986,52.463474,On or near KINGFISHER COURT,E01030234,Waveney 009A,Suspect charged
9c70913611244b3cfe114b420aa17d7d83ccd4978a677b0bfb0860a3932693ea,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.155437,52.055728,On or near Bus/Coach Station,E01033125,Ipswich 007G,Suspect charged
f8155f153b5de38da123fdbf826a0e760511eaadef894cc5e7af2f4e344517ec,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.992340,52.176236,On or near HILL RISE,E01030079,Mid Suffolk 008C,Investigation complete; no suspect identified
ce58c3ce3cbc5efbd597817aa4c0874b8cbc2fdbdfa3b95c34d8a3c9a0941eeb,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.184223,52.054099,On or near KEMBALL STREET,E01030003,Ipswich 008B,Suspect charged
58964a0a368e8cadeecb6c8ecc0e0ca1d5682078892c2eb9b3e703a9695c9574,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.110750,52.325550,On or near CHERRY TREE CLOSE,E01030064,Mid Suffolk 001C,Investigation complete; no suspect identified
f55fc9bed802cc25b4147e895b5c62912c1b82a6a5bec6b0d1d12f407a614597,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.062064,52.341716,On or near MELLIS ROAD,E01030054,Mid Suffolk 002B,Investigation complete; no suspect identified
ac5c70910e9650d10686aa36553075ffe9a00ea3cc2f6172ad438db586dd886e,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.732854,52.502746,On or near YARMOUTH ROAD,E01030281,Waveney 002E,Suspect charged
bd3a22bff5a1e23efd8eca897ea704e50462d79ab44fc24724cc0628246f38ea,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.726404,52.468508,On or near KIRKLEY RUN,E01030255,Waveney 005A,Offender given a caution
2ca1130242234f98fa803509e244f6eb61b52b191e15a3004f0af975d970c501,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.693262,52.467066,On or near BURNT HILL LANE,E01030237,Waveney 009C,Investigation complete; no suspect identified
8e5ec7ae01117c7b16281d755ac34282a90f7240d1c0202fe86f636a55a2cb17,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.382277,52.248652,On or near Race Track,E01029951,Forest Heath 008D,Suspect charged
019c17c2ec9db620d472ceef34b3aa1823abdf5884d56bc712e38c7dda329b97,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.132294,52.032539,On or near CANTERBURY CLOSE,E01030021,Ipswich 015E,Suspect charged
19d66f084575fd27d5b9a5fce617b082f347b3bf3760e392438a32c16b8967bb,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.729052,52.234792,On or near BYFIELD WAY,E01030144,St Edmundsbury 009D,Offender given a caution
0c83ecf9b5a22ae22755538bfc3adff41844eac7d152f134c87a2e2a02bc883e,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.736365,52.477764,On or near ESSEX ROAD,E01030264,Waveney 004E,Suspect charged as part of another case
9e4ba5efb893829e5753680c751bc7317656d02d88f316ca6d761b3aa6d85a57,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.371708,52.102423,On or near ORFORD ROAD,E01033443,Suffolk Coastal 007F,Investigation complete; no suspect identified
d8ff0a453da9d2ba0200c070d0d1a8b01f4f72e92a51c0b0d90ec5289fde6b91,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.752625,52.481701,On or near ST PETER'S STREET,E01030249,Waveney 004C,Investigation complete; no suspect identified
14237933822565eed76620998e84c648ca7a139ab5a2d2e8812ce394d3c25860,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.739686,52.491376,On or near GODETIA COURT,E01030277,Waveney 002C,Investigation complete; no suspect identified
5d4d6fa6ab71871a860f6d620093568c2e6bb5c6d69926b5c78c3f13010fa4d5,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.275405,52.071421,On or near ANGELA CLOSE,E01030190,Suffolk Coastal 010C,Investigation complete; no suspect identified
448ecb54a8398a0478b09e11f3a073222ccdc5f9f6c55c4f010893e34f2f2140,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.689617,52.250203,On or near ROBINSON CLOSE,E01030124,St Edmundsbury 007C,Suspect charged
b6890c77c6a2413fa0035e4f0742040ecaeed1bf46ca0fee63a37f78b9c23422,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.116684,52.084372,On or near ANGLIA PARKWAY SOUTH,E01030035,Ipswich 001D,Suspect charged
9b9f570521ab72152e751475091fec84fa5c3fb3d36f7a600bd58a6203e2d61d,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.160183,52.052696,On or near WHERRY QUAY,E01033124,Ipswich 007F,Suspect charged
181a05041f60ac801207bba24abafd05217ab39085e8b91bfc4240fd3549430e,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.514923,52.230411,On or near LOWES HILL,E01030208,Suffolk Coastal 003B,Investigation complete; no suspect identified
6a6bab5771e9964a0a118b9f16d7f327429c8619829e12e05c92f111e67f2e5a,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.492079,52.215404,On or near MARKET PLACE,E01030209,Suffolk Coastal 003C,Investigation complete; no suspect identified
7f0c12e7146495f74e5c88ab81e3d6f3d29a5473a8b8b1602dfd3e7930abb336,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.198793,52.034439,On or near LESLIE ROAD,E01033128,Ipswich 014F,Suspect charged
2ecb1150eb231505330397f9000700abd73bc40a7313993c6536895bdc2e7988,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.636639,52.172910,On or near CHURCH CLOSE,E01030100,St Edmundsbury 008B,Offender given a caution
fc1d226474f24566623eb69b09c0aed2f23db68d725c7cf99b7b5f27f3d862aa,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.198664,52.061613,On or near Supermarket,E01029963,Ipswich 009A,Investigation complete; no suspect identified
c31fda96081e6993b30d5b713655c25a7e3d8b31c2f92bb742be594c9100e563,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.405745,52.243455,On or near KINGSTON PASSAGE,E01029925,Forest Heath 008A,Offender given a caution
8efc2f1e5bdfc793945f2bbf621bc8411118af1d2e422b637602fd4f5fcf8221,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.710780,52.244773,On or near Nightclub,E01030091,St Edmundsbury 006A,Local resolution
d49c744fe93bd2bd3e843ac841cdbacf88ed6cc8b9f42a05dc3757e39fae1ed5,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.702724,52.265282,On or near WAVENEY ROAD,E01030131,St Edmundsbury 003B,Investigation complete; no suspect identified
cac62046ad94acdca0d23f6342694d68ca0eedfbe72015d7e29eff1a613742c7,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.108323,52.109838,On or near MILLERS COURT,E01030047,Mid Suffolk 012E,Suspect charged
41b257646ac80843e0758151a2b9cff3a4f88b24a9daf13ec41ed599fd75e1a8,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.633530,52.086811,On or near POOLE STREET,E01030099,St Edmundsbury 010A,Suspect charged
0731895f4a6b08a2de3d630425c9ad8955b8732a26bcc06e52fa32943bc8f839,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.190894,52.068066,On or near CROMARTY ROAD,E01029998,Ipswich 004B,Investigation complete; no suspect identified
94592aa17633936f67b3803c97aa953abde5fc51c3194a1d9a071b8535c5b4ce,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.125482,52.052138,On or near PENNYROYAL GARDENS,E01029986,Ipswich 010C,Local resolution
a7a2f719ec16352b4d082b2102091a418b642014eeff78e601d8d3842c6531f3,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.125482,52.052138,On or near PENNYROYAL GARDENS,E01029986,Ipswich 010C,Investigation complete; no suspect identified
d748389b7ebe0628a1b840a0cec72c23c27c84546b7926ea93b1c3eb45c8ed27,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.179276,52.047712,On or near OSBORNE ROAD,E01029992,Ipswich 011D,Investigation complete; no suspect identified
0f8d3026fcef59b5442e42a955029394ad8e3cd390a130ac12867b196db9c25a,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.499053,52.301441,On or near BEECH DRIVE,E01033451,Forest Heath 005D,Suspect charged
97eb6598a9795b341f188f6e90da893cc86729b6b4494a715544fc3c8886d570,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.500382,52.307070,On or near THISTLE WAY,E01033451,Forest Heath 005D,Suspect charged
2c343ff87575cd1102ca1a22cb535794c6aa2303e60e4d201e69e386be647b04,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.524111,52.419769,On or near WINGFIELD AVENUE,E01029944,Forest Heath 002E,Offender given a caution
bc6eb578608500d7d02b83db3719bc44dd574d2ee09af123f7ebd3400a9e457f,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.131936,52.058901,On or near Supermarket,E01029985,Ipswich 010B,Investigation complete; no suspect identified
bc6eb578608500d7d02b83db3719bc44dd574d2ee09af123f7ebd3400a9e457f,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.131936,52.058901,On or near Supermarket,E01029985,Ipswich 010B,Investigation complete; no suspect identified
fb2dd58930df605210aacc15ff7097fd23c8d67f383a18b4e5ffa4f4df700cfe,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.157595,52.057577,On or near Supermarket,E01033129,Ipswich 007H,Suspect charged
fb2dd58930df605210aacc15ff7097fd23c8d67f383a18b4e5ffa4f4df700cfe,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.157595,52.057577,On or near Supermarket,E01033129,Ipswich 007H,Suspect charged
c4a5ca49626301c07542db5c6f4a9022c46724f3a4c63dfe470ec759b9e9938a,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.152494,52.055367,On or near ST NICHOLAS STREET,E01033125,Ipswich 007G,Investigation complete; no suspect identified
3af0902bb06dd1f34cb9a5120813fcf89bd257bac7a97511889062dd97d6440f,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.124610,52.080600,On or near Petrol Station,E01030031,Ipswich 003E,Investigation complete; no suspect identified
f17198c0d66f4ccb09e27423193e56bb50a6b0bc6e7da55cad1e6359b3de649b,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.156774,52.059173,On or near ST MARGARET'S PLAIN,E01033129,Ipswich 007H,Investigation complete; no suspect identified
097834e198ea11dc9dc617709b9950a87634c773b49c4ad5882fa31c06c7e785,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.721795,52.420900,On or near CLARE ROAD,E01030253,Waveney 012D,Suspect charged
bd216bda00b5fb15616ac1cd0d4c2eccb7781b8b1778d532a28f7d43af9d5158,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.693189,52.234672,On or near LINDISFARNE ROAD,E01030149,St Edmundsbury 007F,Investigation complete; no suspect identified
13ed0b9ec3a0d3ad41211dda7f912961c9ed8dcf01d698d4d228f62e99760ac5,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.186202,52.120592,On or near WEYLAND ROAD,E01030221,Suffolk Coastal 006C,Suspect charged
c5e4a12aef3ec79be3eaf7032c22a190f3b27585a7ee0caa7cdfbd38260818b9,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.733674,52.039996,On or near CAVENDISH WAY,E01029912,Babergh 007A,Offender given a caution
b4fd4b813ca856bb86b8cf5c47d462ca7a43263400137eed54228acda08f8030,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.340313,51.955495,On or near BUREGATE ROAD,E01030163,Suffolk Coastal 015B,Investigation complete; no suspect identified
c2f17a2855aa35153a11050cfabf50b6de508c450df202bd805e794f5a8999c9,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.437513,52.455194,On or near ST MARY'S STREET,E01030230,Waveney 013A,Investigation complete; no suspect identified
2ab77f73551448164276c7fbe084cfa5ae9e968709e6a392b9c540929bd83aa6,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.153605,52.055193,On or near SILENT STREET,E01033124,Ipswich 007F,Offender given a caution
cfaa99149ab768e57bc4d22ae3c056e3300f3552a948af2d3d412b9e778b4d2d,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.711370,52.448437,On or near DORLEY DALE,E01030253,Waveney 012D,Investigation complete; no suspect identified
b4f5d5d119b9a773b0b34c9d71c1dcf7fce7d713810651a9ebe1d27a83cf3582,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.750199,52.483146,On or near BOSTON ROAD,E01030246,Waveney 004A,Offender given a caution
483da8b52a40bdd0fc25faf386ffaa92038e715e944112c13347c8edd5cdb7ce,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.396675,52.250474,On or near Sports/Recreation Area,E01029952,Forest Heath 008E,Investigation complete; no suspect identified
99c298fb453f1438483a7b146a7e7572e6ebb25587d68e4e02a868e017c803ae,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.114632,52.083203,On or near GODDARD ROAD,E01030031,Ipswich 003E,Suspect charged
03dd7dc6082596f60ad9f82375a78b06375631c3f97c58068e8af03c6eb17cb4,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.160326,52.057396,On or near Theatre/Concert Hall,E01033129,Ipswich 007H,Suspect charged
6a93d408744d5e2815a20b822db33e97fbfaf85bf392c4fed9638439630cdb03,2013-09,Suffolk Constabulary,Suffolk Constabulary,0.435424,52.084696,On or near Parking Area,E01030110,St Edmundsbury 012B,Suspect charged
c17f83f5ffd3723d02e4d5bc40d0384041493f51f2f6a04c7371791518bb85f8,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.155483,52.055961,On or near DOGS HEAD STREET,E01033125,Ipswich 007G,Suspect charged
69406f7bcf17cad17a068323ae59c1660614fa6108531359944a6ebc0fbde645,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.192997,52.060931,On or near CROFTON CLOSE,E01029964,Ipswich 009B,Suspect charged
69406f7bcf17cad17a068323ae59c1660614fa6108531359944a6ebc0fbde645,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.192997,52.060931,On or near CROFTON CLOSE,E01029964,Ipswich 009B,Suspect charged
edf84043878c214759fe48cfd3851818fecc864b89182d886fbcb239bdd4b55e,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.150958,52.056145,On or near PRINCES STREET,E01033125,Ipswich 007G,Suspect charged
5c030ec62ac2fbaff601b0a15a920bde227c62b3de974da031c863d3ee9ff9a4,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.208668,52.036706,On or near Supermarket,E01030196,Suffolk Coastal 011A,Local resolution
370c0a2b5d0cb08cf00f15516877968e264158a86bc5efa2d269cb5360dfa30a,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.699986,52.463474,On or near KINGFISHER COURT,E01030234,Waveney 009A,Suspect charged
aa9f353127743c44f7986bc904d35b01c71b70fa842beb05131a2400071f2c9a,2013-09,Suffolk Constabulary,Suffolk Constabulary,1.331056,51.966713,On or near CRICKET HILL ROAD,E01030168,Suffolk Coastal 014C,Local resolution
