Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
40cae717e78ceaacc3d84630562ef4e9c4e505c2786f48abd7cec3c74c7db399,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.238603,52.575418,On or near Nightclub,E01015599,Peterborough 014A,Investigation complete; no suspect identified
9b5056320a8aedf3c48fb54dead9860215f2da1354e68d4732a12cb0e772be0e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.111769,52.559375,On or near CRESCENT CLOSE,E01018072,Fenland 006B,Investigation complete; no suspect identified
1ac3ae97aae85297c52fabe9d79c03d603e038d165be661f108899c79d65778c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.449148,52.220288,On or near PARK ROAD,E01018023,East Cambridgeshire 011C,Investigation complete; no suspect identified
936f75938fd68fea42b7b326fdb3b18b26bedc1dea5d98438b515055d26e8c42,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.176936,52.349391,On or near RICHMOND CLOSE,E01018146,Huntingdonshire 008D,Investigation complete; no suspect identified
c4059481600861ddaa1a958c697ad59f704be6d382bbc87cd566a434fbcae252,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.233146,52.583060,On or near BROADWAY,E01015654,Peterborough 012E,Investigation complete; no suspect identified
8093f48f8a08457d253b50216f21a819be55df32db3bb0b042f1f49bc7bab61c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.259193,52.228800,On or near Petrol Station,E01018188,Huntingdonshire 019B,Investigation complete; no suspect identified
57759fc406a48fc7016ebefbddbfc3cbe6d30e38ad195f6e6642d2a9d7efa0d8,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.274666,52.267420,On or near Park/Open Space,E01018119,Huntingdonshire 017B,Investigation complete; no suspect identified
012f144e51bd47854bc97cd9b53db02131551d4cb5d0cc9691c9addf6b681612,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.257448,52.543429,On or near FODER WAY,E01033174,Peterborough 022C,Investigation complete; no suspect identified
32564a860c36aca17387ef8d372d144072ec6a99dcfc814152259ebe33419410,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.183361,52.329476,On or near Parking Area,E01018151,Huntingdonshire 012E,Investigation complete; no suspect identified
db06cfd9e126b6c7cd497458f1209f1d7a40c3601e677282d82747f4f1517eac,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.158530,52.664333,On or near POST OFFICE LANE,E01033112,Fenland 003I,Investigation complete; no suspect identified
1ae35bed9f793ed517a6d291027a80f400f48f17f3ecaf6bf93038dff6960ed4,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.110333,52.723221,On or near CHURCH LANE,E01018097,Fenland 001D,Investigation complete; no suspect identified
f44db69b0a90b6182d91949d089c1b4ace5058882931ed8150d54580afd02876,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.395229,52.528861,On or near CARYSFORT CLOSE,E01018128,Huntingdonshire 002B,Investigation complete; no suspect identified
f75d8ed59c8bfec0698d52363293faeb7e567a280485854d39d98fc592312054,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.395229,52.528861,On or near CARYSFORT CLOSE,E01018128,Huntingdonshire 002B,Investigation complete; no suspect identified
daf803c5b7ed17611b9869f91b0122478eda7ba7f9448ae837b4edc6d82cd54a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.287912,52.585951,On or near DEERLEAP,E01015594,Peterborough 011C,Investigation complete; no suspect identified
e43c4d84d0d57cfb94c1aec2dee2818261c15850f6c1e21198d5b71c242b45f7,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.287912,52.585951,On or near DEERLEAP,E01015594,Peterborough 011C,Investigation complete; no suspect identified
de261e049b4ba01ca457e66f2be31264252eb93b4ab48ebb3ed752040cdb4ae3,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.289836,52.095520,On or near FINCHAM'S CLOSE,E01018265,South Cambridgeshire 016F,Investigation complete; no suspect identified
e7f4b4d967f054f868f2e01501de3bae7ab5d4ce3d1888ffd274b338815aa695,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.278857,52.548049,On or near BENYON GROVE,E01015638,Peterborough 022A,Investigation complete; no suspect identified
b4e16dbf09141cc053a7fe1f0e1979578aa0c5ba0523db6adea3d4c67528e2be,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.236398,52.573731,On or near ST JOHN'S STREET,E01015612,Peterborough 014D,Investigation complete; no suspect identified
5fcbfae9001c5033d89c379b0c24731c5a337bc87194fc553b8c493baeb1e2bb,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.051268,52.454366,On or near CHURCH LANE,E01018110,Fenland 011E,Investigation complete; no suspect identified
eae60de25f46b992323a99be5a917c64e4f4aaa1081d9ad0b9387b5718a484d6,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.180055,52.352793,On or near Supermarket,E01018146,Huntingdonshire 008D,Investigation complete; no suspect identified
8ec6361267e4bbd90bd3a72ffad031fb167b026a9298d9c223aee2cae0a1dbb5,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.060775,52.187654,On or near GILL'S HILL,E01033116,South Cambridgeshire 021D,Investigation complete; no suspect identified
d3af6a6907c07488c987d9df0e472d49130a249312d6e04973d6ff3151f077ee,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.335160,52.334489,On or near FOUNTAIN LANE,E01018052,East Cambridgeshire 006F,Investigation complete; no suspect identified
10b38d078bb84960f813a733e833619fdc8f40c12ceb1cffeaaa2e2f0fe6e4ee,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.257589,52.615430,On or near AMBLESIDE GARDENS,E01015685,Peterborough 003E,Investigation complete; no suspect identified
37d769055d9dd3babc4d38637d6f6a13959244bedfe48696021da1f046a024e7,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.105365,52.476137,On or near Park/Open Space,E01018062,Fenland 011A,Investigation complete; no suspect identified
ff31cec1b3f64c3083cd23900b7aa03ee113b96fab70e555801315dd2f2a2643,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.182713,52.328800,On or near Parking Area,E01018151,Huntingdonshire 012E,Investigation complete; no suspect identified
c657d08a970fb991522917ce304c975b6f75a78d54f62b83d782fd1aa9541a77,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.167222,52.673219,On or near COBLANDS,E01018107,Fenland 002C,Investigation complete; no suspect identified
8afafc4f5c51610ad6e4430152a1bd23a23c20f4e2809f50053166f6a81de0f7,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.113489,52.436304,On or near BROOKFIELD WAY,E01018211,Huntingdonshire 005D,Investigation complete; no suspect identified
e5a608d40873eac67ca75fa5b8865cf01dfce91e8cc27a308da7cc853ecdc759,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.298131,52.460176,On or near MONKSWOOD,E01018045,East Cambridgeshire 001D,Investigation complete; no suspect identified
05b07c539c2fee955f069347cfe9da40b2bc29d1c7049ee058f7d46b4c06a4e8,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.278188,52.436173,On or near CAVENDISH CLOSE,E01018195,Huntingdonshire 004E,Investigation complete; no suspect identified
759685029d08b1546d63975a9dd917af45a16fae4403c0afbd7b3026bb10a1f0,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.241394,52.581277,On or near HENRY STREET,E01015602,Peterborough 014C,Investigation complete; no suspect identified
f7d717893d7a35fd615b50aae2e74225edc786c9a60c34402e709979bde827f2,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.138562,52.359558,On or near GLEBE WAY,E01018038,East Cambridgeshire 005C,Investigation complete; no suspect identified
a277a638fe000c30dcfa7ea324bf990182998d855551ea4f0e5c381bd306db34,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.279025,52.404895,On or near ASH GROVE,E01018029,East Cambridgeshire 003C,Investigation complete; no suspect identified
f76f9980f774b83a4c1432d71f3fd0c50b85114fe82a40d9a47ed7f4d53e0c99,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.263624,52.228182,On or near Supermarket,E01018188,Huntingdonshire 019B,Investigation complete; no suspect identified
26c8a228b55ff963286be3704dee809c65e9d608ce2e55de279a5aa06cdfc5e1,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.114206,52.342967,On or near DORCHESTER WAY,E01018206,Huntingdonshire 006E,Investigation complete; no suspect identified
0a9682807853cf814bdbf8aef34952c196542c6ea96b1747f93e8fa3ec2a2fb3,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.046941,52.452463,On or near Petrol Station,E01018105,Fenland 011C,Investigation complete; no suspect identified
ad79b565419dd46378e36abc2922cac6ec707948f7df9f8f17989a746649b715,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132942,52.204911,On or near Parking Area,E01017983,Cambridge 007C,Investigation complete; no suspect identified
be7a06564d639f84b1ccba24d5d5320ffe4bbd60455b0b5371b4362f1193bf9a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.279526,52.619913,On or near SWALLOWFIELD,E01015679,Peterborough 001D,Investigation complete; no suspect identified
22789b33ed81fa52b3fcddca47df91c0ae310f6f1801f8b752c795bc6e120bcd,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.198320,52.545660,On or near THE CROFT,E01018068,Fenland 004C,Investigation complete; no suspect identified
51ce86bc067bd2e1cb70895cb5c6c7e3e669880bc55c57b0fe8e4b8885e8b61a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.133154,52.206570,On or near Shopping Area,E01017983,Cambridge 007C,Investigation complete; no suspect identified
c4cfcf2ca201fc5632cc114f89fcf860156392f0b5e3747e4a2b1db229c5e99e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.243791,52.584082,On or near GREEN LANE,E01015601,Peterborough 012A,Investigation complete; no suspect identified
59adeed4b688d0578a21ffc5e706e83125ba5ac17f48b75320fcc973fdbe3dd9,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.076079,52.324738,On or near THE BROADWAY,E01018168,Huntingdonshire 013C,Investigation complete; no suspect identified
5ad0ede74d894af888be06f3d8c80c8a9c59b8fd4cb50540d8fe7c5a0cc6790b,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.123160,52.202956,On or near Further/Higher Educational Building,E01032797,Cambridge 007G,Investigation complete; no suspect identified
122f411fd80fbbd0f1ce5719e696b19ccc4610922ded3ae0862160c879180011,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.131243,52.558317,On or near WHITMORE STREET,E01018101,Fenland 006H,Investigation complete; no suspect identified
2c7ed2d73319a725fccb548e0a11c073c35d7941a935729a6659384f1dc3a6ef,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.242201,52.575499,On or near Parking Area,E01015602,Peterborough 014C,Investigation complete; no suspect identified
177fc65b1820562b08d9ef79be72edd506d727203d53407bffafa6a9b5c05848,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.050378,52.453267,On or near EAST PARK STREET,E01018110,Fenland 011E,Investigation complete; no suspect identified
e2cb0389ffd6400306f4a718ae9f0d41c1c9811a18a993054b2165855b490a31,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.255709,52.605863,On or near COTSWOLD CLOSE,E01015675,Peterborough 006B,Investigation complete; no suspect identified
9a57ff25865a8f14806d6b8ba25f0e069ce2a44e6f1efc5308dfc32593094e7d,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.113230,52.561412,On or near MORETON CLOSE,E01018072,Fenland 006B,Investigation complete; no suspect identified
2c8cee6763f02e1397200b8691e16fcf1aeaab25636f50b49862656296f389ca,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.252855,52.607439,On or near SEVERN CLOSE,E01015656,Peterborough 007C,Investigation complete; no suspect identified
6cb8d7a9c7ccd6c82685c681447edbbbc6fff4422ac60401b2ad4f812bfcd745,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.254318,52.605555,On or near BRENDON GARTH,E01015675,Peterborough 006B,Investigation complete; no suspect identified
64331916438c0fcd07ae831a2ef687a7fa9a7c048ee6029bd90df9cf00b61049,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.240974,52.596573,On or near Petrol Station,E01015633,Peterborough 008D,Investigation complete; no suspect identified
efa71c0c0059bf3444dcbc5e6d8b82e243623ed98a0830fdd3a550e3cbbcfce5,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.173191,52.667724,On or near COLVILE ROAD,E01018063,Fenland 002A,Investigation complete; no suspect identified
dd8b3ff2d4b69a793d14376fd706f74536b82430e19126494de1f1dfe1ed418a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.055201,52.313337,On or near BOURNEYS MANOR CLOSE,E01018304,South Cambridgeshire 001A,Investigation complete; no suspect identified
26a33e11c5883baa4bbe8d6474c183436619a76ac2d6ad9622aa8e8dd7a29300,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.257732,52.608842,On or near CHEVIOT AVENUE,E01015660,Peterborough 007F,Investigation complete; no suspect identified
ae2c6ae89e540ee46cceb64aaf9755ecb13e2820fba5921be982b593c4e191b4,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.174922,52.122847,On or near VICARAGE AVENUE,E01018280,South Cambridgeshire 015B,Investigation complete; no suspect identified
66ba0ad981528a77edced1332c311e84f39ece1825a8fab9cf106640788ff88c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.242340,52.575726,On or near Nightclub,E01015602,Peterborough 014C,Investigation complete; no suspect identified
da0ac765634b3a96d45cf72b1927a10c68e9606328714c811087f665cf2c76a4,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.146530,52.655146,On or near COX CLOSE,E01033111,Fenland 003H,Investigation complete; no suspect identified
0e7886f8d1d7593ef4516a7df8e100a71f8d92bdf04dfdc5a25c17d3955fe744,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.232497,52.575327,On or near WELLINGTON STREET,E01015612,Peterborough 014D,Investigation complete; no suspect identified
1afa42537faab1e6dfcb6008618fde6c2e7c3d6a23bcfa22103822a6b89cc930,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.272930,52.398143,On or near CRESSWELLS LANE,E01018024,East Cambridgeshire 004A,Investigation complete; no suspect identified
28857b6898e05b33d56ab8bb2e80e20820a0826cd6c1390b244aa0c91f6d0b22,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.084060,52.557465,On or near ALFTRUDA CLOSE,E01018083,Fenland 005C,Investigation complete; no suspect identified
587f61a325cd0117aa3805dea5b3be9d808f226ac70adce7d0a8b8857e5eecb0,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.212051,52.185820,On or near THE PINES,E01018244,South Cambridgeshire 011C,Investigation complete; no suspect identified
e409cfcae0f85b4673c015f040b06fd606b82ff09fd812da880b024e91379b65,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.295865,52.124205,On or near Park/Open Space,E01018219,South Cambridgeshire 016B,Investigation complete; no suspect identified
f8a56610f031b185cfc05aa8901a23c68823fe0e590cd574bdb735c98a23d48a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.055742,52.307276,On or near MILLFIELD,E01018307,South Cambridgeshire 001D,Investigation complete; no suspect identified
d95a810f7c1fbd00c4cca11fd585aa11341704d1f643536ccf78a879af2f8e0d,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.141195,52.674861,On or near DOWGATE ROAD,E01018096,Fenland 001C,Investigation complete; no suspect identified
ef75da8522e6147204c2471444f9aa9bb34f5207c7a7cd8c5bd48b2d29e98c4e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.261008,52.557453,On or near MAXWELL ROAD,E01015650,Peterborough 022B,Investigation complete; no suspect identified
7686142ad78c96d19f23e3c9ec1b52705a5007bc00a5634f2ba2a773b1861225,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.254927,52.293870,On or near GEORGE LANE,E01018120,Huntingdonshire 017C,Investigation complete; no suspect identified
d56bcce000247ef68ee34c5feda261b9b771ced6c97d81fd05e6b79813ea89eb,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.087327,52.550762,On or near GRAYS LANE,E01018087,Fenland 009C,Investigation complete; no suspect identified
d1cb7261723e4f843b123a04827a64de4469e0ced3474e79268600daec2f580a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.176785,52.121824,On or near HALL CRESCENT,E01018281,South Cambridgeshire 015C,Investigation complete; no suspect identified
ecf6b6cc72ba9ecd0954cad22a5f7c4db7bef4a55e89f05ab10bb4218a0240ee,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.088573,52.550911,On or near Supermarket,E01018077,Fenland 007A,Investigation complete; no suspect identified
297b51c7345d025ade740c5f835435e7b67aaf96215c1d96a6b06283856a6483,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.278696,52.556687,On or near OUNDLE ROAD,E01015638,Peterborough 022A,Investigation complete; no suspect identified
4a244b80e2c7f781a3126d4355b3e5cfa1bd31cf6425894686be2b859ef34e1e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.085393,52.514012,On or near HASSOCK WAY,E01018111,Fenland 010C,Suspect charged
88405cd43cb8c678272c6f2ac0790c48be5f951f45cac2b54e8e0a05df00cc3c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.064563,52.339449,On or near ROYCE COURT,E01018163,Huntingdonshire 011C,Suspect charged
ee8f90364fbaedb31cc63165d7ed16e5f17f8c012943a3f53eeea2ced9e1d451,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.296389,52.545875,On or near STAGSDEN,E01015641,Peterborough 021D,Local resolution
4d4b30cdca3d5dea97587f51368edb39d901a1a0737375fefee8930fa4c125c2,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.113670,52.560448,On or near LADY SMITH AVENUE,E01018072,Fenland 006B,Local resolution
43958688680b5e363a78198701d3adba6e98fc19685e2f8c0d841bb68de5415f,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.178749,52.112660,On or near BREWERY ROAD,E01018289,South Cambridgeshire 017D,Offender given a drugs possession warning
2a32a9cfffc5adaecb61b53b328d3bf0e58fe577c7c87c3ff3f0e4181284540d,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.393359,52.302245,On or near MAURICE CLOSE,E01018153,Huntingdonshire 015D,Suspect charged
203bfe6aef54e0839d4d205ecb1f7e607613c58317bf0c6a9343a1efc108d2bb,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.277761,52.545533,On or near BLACKMEAD,E01015640,Peterborough 021C,Offender given penalty notice
d5395d63366611f6f71b6db377676253dc1391b2535da75985f032a4b39cb981,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.271948,52.548227,On or near ELDERN,E01015639,Peterborough 021B,Offender given penalty notice
d0022a2325b03f842ac0a218d09f632c27828c665c96f2a85173060c3795bd04,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.147989,52.196437,On or near COLERIDGE ROAD,E01018000,Cambridge 009D,Offender given a drugs possession warning
8fbe7f7aec8059b13959f086d052111cd94ccea0be2d8edae8aeee2ad5344814,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.157341,52.212785,On or near NEWMARKET ROAD,E01017946,Cambridge 006D,Suspect charged
97f9e470b9ed582a826598975caf229e6e39590d0b082b01b3b5d0499db866db,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.160991,52.189366,On or near ST THOMAS'S ROAD,E01017969,Cambridge 010E,Suspect charged
8433316ef0f9131d9150c61c466e313331b8701a50221c5e3e672a4591fc1ce1,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.265425,52.641403,On or near MEADOW ROAD,E01015630,Peterborough 003A,Suspect charged
c09d4b7243ecfcb1d8658b1874e281eaa75ba68f954b843ecf57983b3ad7ca27,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.069102,52.340054,On or near WAVENEY ROAD,E01018163,Huntingdonshire 011C,Suspect charged
52c941ace972ccfb796e3f89acf877afbf6151fb95f53d57b92f4f8da5ed70a1,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.269985,52.210338,On or near Supermarket,E01018181,Huntingdonshire 021A,Offender given penalty notice
ca1fc89189f03711eb5debe20abb4583a687cefd761e9c3c6aaabd7c151a9ecf,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.295538,52.570111,On or near Police Station,E01015689,Peterborough 015C,Offender given a caution
89773e100e9e2dfb96082e9dd9b5d660933dcf633801295e1edd1b8bba9a2bdc,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.144861,52.205333,On or near Shopping Area,E01017990,Cambridge 008D,Suspect charged
d95069d55044e9dcae93db9cd4f30412ff0d86bcc8a03bfcd76999b9c2d4747a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.134115,52.195781,On or near GEORGE PATEMAN COURT,E01017987,Cambridge 008A,Suspect charged
de1cea0afadfcb59e06f2bd0b488a5ff040514551a43185f991ebd1174a5dec4,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.243921,52.568655,On or near VIERSEN PLATZ,E01015599,Peterborough 014A,Suspect charged
033b20852e1e8c7eb8262896e9bf5c9a40774d97b5cb0883fc7cf9cc1ce259ec,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.339787,52.364844,On or near BROADHILL DROVE,E01018047,East Cambridgeshire 006A,Offender given a caution
e392bf15f09fd7d4757ce8ead7299476b3516fa2822847868479e22afb5a7c98,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.059558,52.495430,On or near NEW STREET,E01018065,Fenland 010A,Suspect charged
9e38b9aa87ca282369c4fb08fadd1ab54cf0427f78f3f92aca4a0b76d41649b9,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.265425,52.641403,On or near MEADOW ROAD,E01015630,Peterborough 003A,Suspect charged
27b8610fc02dfbdf36c5d43bf245f6f5372664bd55f8158e32d681bb11b28106,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.265425,52.641403,On or near MEADOW ROAD,E01015630,Peterborough 003A,Suspect charged
cba19f08a3e344bfa16a2dd7da302edf38ac1996deea7b7d5e11702a6ce0b03d,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.213405,52.596269,On or near CROPSTON ROAD,E01015606,Peterborough 013A,Offender given a caution
a0ef252ba8578946bbed1e0f08e61581e4ee0b5be7835e7ad071481229b54243,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.133154,52.206570,On or near Shopping Area,E01017983,Cambridge 007C,Offender given a caution
27bfdecfb0feffea742a3bde5b2bbc2daead5d9e26857684db0fb1831b9a1f8d,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.088180,52.546683,On or near ABBEYGATE COURT,E01018077,Fenland 007A,Suspect charged
84e8a10949f840712d3f84100ab798bc901a11ace5382bcc2d0532e326f6bb7c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.168650,52.665029,On or near BOWTHORPE ROAD,E01018063,Fenland 002A,Suspect charged
0a7c380c619664692a85d5ec66903c8ef108031ab7e0cfb27443c8f02123cfed,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.155872,52.199377,On or near WYCLIFFE ROAD,E01017999,Cambridge 009C,Suspect charged
0effd0d2dd13ed499af47695cbf2bc1a2f7265ac8da3f0a50619dae7a193056a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.290543,52.545638,On or near WORSLEY,E01015642,Peterborough 021E,Suspect charged
ee0e76cf99a6651cfeab307af68a4655f3fb2553855a33ba9d36cd0846bacb39,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.064563,52.339449,On or near ROYCE COURT,E01018163,Huntingdonshire 011C,Suspect charged
3d4ac231ab461e62140637d19e7564bab8d693172a7e9004de61c12153c76d7c,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.238809,52.578380,On or near STANLEY ROAD,E01015602,Peterborough 014C,Suspect charged
f310319b5e19515c221865ce1a6d81b570713f753e57614eff073f232cb4ade1,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.107696,52.166241,On or near HAUXTON ROAD,E01018002,Cambridge 012A,Suspect charged
88e4d117debb28e17633e4fc99271125ba8562e68eb2b06814d92890cac5b59d,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127181,52.214510,On or near Supermarket,E01018009,Cambridge 004D,Suspect charged
ef87e01ab62926e830e3bba503d002ee3676e80225444ee70258bb310ead1f65,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.107696,52.166241,On or near HAUXTON ROAD,E01018002,Cambridge 012A,Suspect charged
9f18935c96175d0c09030e4125d8080359cea0322c11966a7424da6610c4e03a,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.241545,52.571245,On or near ST PETERS ROAD,E01015599,Peterborough 014A,Suspect charged
17b0d93b968e0ea3622f8dbdf22917cf1795532673d76129348576bff24a85a5,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132362,52.230683,On or near NUNS WAY,E01017975,Cambridge 001A,Suspect charged
5f1a933e8383184991e4d474cc85b45be770e9dc484a1fce6e93ec5a5df007e4,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.160991,52.189366,On or near ST THOMAS'S ROAD,E01017969,Cambridge 010E,Suspect charged
850c0573213d60bd86a3e27f0b8102fb8c637056c1f4ebfa5892aad7b674ab03,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.286655,52.544359,On or near WHEATDOLE,E01015642,Peterborough 021E,Suspect charged
641fde38964acb3b8ee0b2b6b11025aee92286aebcc570b3d6828c5dcf4f869e,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.170453,52.340336,On or near THE WHADDONS,E01018144,Huntingdonshire 008B,Suspect charged
84bb92bde2612d0aade38d584022f9a6a0f23d48072fbb0e8b49840c924f60ad,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.120216,52.206273,On or near Nightclub,E01032797,Cambridge 007G,Offender given a caution
62fe2fb42b10844e4a700490f3cd16257780e1e34d0801c3fff2060ff0eb7647,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.136897,52.213202,On or near Petrol Station,E01032792,Cambridge 003F,Suspect charged
e092b8c472d118671b535a23df512cc33e37bcc983315f418c5d1e16ed54b3a1,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,-0.269484,52.228115,On or near Shopping Area,E01018187,Huntingdonshire 019A,Local resolution
1dbbf62e211b9c52041f58154054f5a2839e5357f6710dc8b41c85570ec20719,2013-12,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.142620,52.199214,On or near GREAT EASTERN STREET,E01017998,Cambridge 009B,Offender given a caution
