Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
0d10519608eebcfd7108d7b2abb184bd39799e69df9753b977626504eaf3873e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.708044,52.404771,On or near ELIZABETH ROAD,E01027127,Kettering 005D,Investigation complete; no suspect identified
877edf1b59e0e28b4c355669960141ba531d519bc0935aea15104db0193af30d,2012-05,Northamptonshire Police,Northamptonshire Police,-0.708044,52.404771,On or near ELIZABETH ROAD,E01027127,Kettering 005D,Suspect charged
d7e1713e5fe8fbffb458512de0ac03d8926ba271bcd859e46feb1837338217d5,2012-05,Northamptonshire Police,Northamptonshire Police,-0.708044,52.404771,On or near ELIZABETH ROAD,E01027127,Kettering 005D,Suspect charged
f420578254bf02ebf2395e164749f59d3bbed6ca113da68b851e8f17f29c3e65,2012-05,Northamptonshire Police,Northamptonshire Police,-0.710625,52.400942,On or near HODGE WAY,E01027127,Kettering 005D,Investigation complete; no suspect identified
2e47e41beb570100440b847be8c908c1466d17e0e442a3cff3182d55ed7a6972,2012-05,Northamptonshire Police,Northamptonshire Police,-0.707129,52.406406,On or near JUDITH ROAD,E01027127,Kettering 005D,Investigation complete; no suspect identified
bfe375b0b9c0205a2950e8ccbb362d4705edb2e9d17c3e25f30e7e9c77264b49,2012-05,Northamptonshire Police,Northamptonshire Police,-0.708751,52.404212,On or near NASEBY ROAD,E01027127,Kettering 005D,Investigation complete; no suspect identified
b8075ccc18aa63e1c7e553ba570bc8e80f33c36306416a0425d11d761ee2dbf1,2012-05,Northamptonshire Police,Northamptonshire Police,-0.700898,52.407327,On or near CHARLOTTE PLACE,E01027127,Kettering 005D,Investigation complete; no suspect identified
e2c89ba97007a656c2a37d0e1821f4face07d5865c550ea4d47065714d0a9e82,2012-05,Northamptonshire Police,Northamptonshire Police,-0.710007,52.402985,On or near CENTRAL AVENUE,E01027127,Kettering 005D,Investigation complete; no suspect identified
5d8f32a9439750f62058d955a16a2365545d34e81791b4ca83878ca4bb77dd4f,2012-05,Northamptonshire Police,Northamptonshire Police,-0.708044,52.404771,On or near ELIZABETH ROAD,E01027127,Kettering 005D,Investigation complete; no suspect identified
8ba18732eef661dd65eaf812e5072538124d868fa1a833f5015b97d45cf83c8e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.713435,52.398320,On or near ST MARY'S ROAD,E01027128,Kettering 005E,Investigation complete; no suspect identified
901646f111edeb944ac012085ff7016da60f3693aac27dca8f9c5f2d02616530,2012-05,Northamptonshire Police,Northamptonshire Police,-0.706903,52.402061,On or near AVENUE TERRACE,E01027128,Kettering 005E,Suspect charged
2ce05b135d649b08b5a7413856ed97d6cca1e1ec005909fe70f388ad5d225d6d,2012-05,Northamptonshire Police,Northamptonshire Police,-0.706634,52.405726,On or near DOROTHY ROAD,E01027128,Kettering 005E,Offender given a caution
449a3e8523bacf0f991a7c9d77475ffd268d828333e6b46485923c5ab49a134a,2012-05,Northamptonshire Police,Northamptonshire Police,-0.705675,52.405347,On or near JEAN ROAD,E01027128,Kettering 005E,Investigation complete; no suspect identified
3254b55a129b65e463630b999d83bf30326f31bdda196870a3c75f20895f4169,2012-05,Northamptonshire Police,Northamptonshire Police,-0.709027,52.401815,On or near CARDIGAN PLACE,E01027128,Kettering 005E,Suspect charged
f10cc9d730e3b67e58c548b087b84c33460311e2a2ae6fd9de46b564d6c8f9e1,2012-05,Northamptonshire Police,Northamptonshire Police,-0.811738,52.480219,On or near A427,E01027129,Kettering 001C,Investigation complete; no suspect identified
c49a57b105e48bdd8e11d10312055adbd1070fd5f759eafc39c25803c86842b6,2012-05,Northamptonshire Police,Northamptonshire Police,-0.713779,52.385503,On or near SPINNEY DRIVE,E01027130,Kettering 009C,Investigation complete; no suspect identified
0ba7c2fb398f20931212649474c144c1b3406f179de8c01213326239fcac07a9,2012-05,Northamptonshire Police,Northamptonshire Police,-0.717791,52.385466,On or near MARTIN ROAD,E01027130,Kettering 009C,Offender given a caution
acb6b7b63f3b30774c13926734b5771e043bed6bbd88a89f4dfac6cd6542f001,2012-05,Northamptonshire Police,Northamptonshire Police,-0.719887,52.383610,On or near RICHARD CLOSE,E01027130,Kettering 009C,Investigation complete; no suspect identified
ebbe9f053f25dd2f87f6a1dda8e2dfd64e4acbbd7c7cd4622cccc3c2d1b34035,2012-05,Northamptonshire Police,Northamptonshire Police,-0.716133,52.386922,On or near LEWIS ROAD,E01027130,Kettering 009C,Investigation complete; no suspect identified
33ffc3a4d6c4d1154d6df072731113e7b891b85a4fcefe15d34f2fa3f1451873,2012-05,Northamptonshire Police,Northamptonshire Police,-0.708734,52.385664,On or near Theme/Adventure Park,E01027130,Kettering 009C,Investigation complete; no suspect identified
1a357d8e1442ec1625e1acc84be0607647302afcc9e2e1f01788c54f97733bc1,2012-05,Northamptonshire Police,Northamptonshire Police,-0.722339,52.385219,On or near HAWSON CLOSE,E01027131,Kettering 009D,Investigation complete; no suspect identified
ec129e4afd3437d81fa2a2b555dca364b2598aabd1e505a53009b2b7f52858e6,2012-05,Northamptonshire Police,Northamptonshire Police,-0.715140,52.377076,On or near HOLDENBY,E01027131,Kettering 009D,Local resolution
666584a447d6c655a912fadc551b459a251f9136fade3c9aeb769da8cd2b98b9,2012-05,Northamptonshire Police,Northamptonshire Police,-0.722465,52.382379,On or near HIGHFIELD CRESCENT,E01027131,Kettering 009D,Investigation complete; no suspect identified
78911691aa6f0867ca281fa58de816de0e835e8330a209ef85c3a58bc9a07482,2012-05,Northamptonshire Police,Northamptonshire Police,-0.722107,52.376945,On or near PYTCHLEY LANE,E01027131,Kettering 009D,Offender given a caution
6d9d100cb5c299ba55c264265dcd244c0ba5bcc951559e24a43670f30d6d6182,2012-05,Northamptonshire Police,Northamptonshire Police,-0.730090,52.384412,On or near THURSTON DRIVE,E01027131,Kettering 009D,Investigation complete; no suspect identified
e6ad04c6dd9f20486105e464925c097afe3b10ab35c35c8db0e2508b57ab1bff,2012-05,Northamptonshire Police,Northamptonshire Police,-0.723809,52.388741,On or near THE OVAL,E01027131,Kettering 009D,Investigation complete; no suspect identified
159dbfe3f5b732bc6e5d6db9d67ababef24c972efac905f7bb7e2af3a362c723,2012-05,Northamptonshire Police,Northamptonshire Police,-0.716351,52.372306,On or near A14,E01027131,Kettering 009D,Investigation complete; no suspect identified
725d9d0f3fbb6eedf94aa85986c0f669c8f39fbd0f8fd349ac4141a852040929,2012-05,Northamptonshire Police,Northamptonshire Police,-0.722107,52.376945,On or near PYTCHLEY LANE,E01027131,Kettering 009D,Investigation complete; no suspect identified
fda3a723800c5db9e75bc0761fac643cf6ef53f84db825a0adb97e3586e5c2f2,2012-05,Northamptonshire Police,Northamptonshire Police,-0.713149,52.375337,On or near KETTERING PARKWAY,E01027131,Kettering 009D,Investigation complete; no suspect identified
ad4c1f9ca630a4ebeddc20284af5a30b47757de10baf3901b4b45513ac50f81e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.722107,52.376945,On or near PYTCHLEY LANE,E01027131,Kettering 009D,Investigation complete; no suspect identified
32beabccfc67c8df87550c4873b1e9cfaee90ab8c512594922514c4c7c8e4310,2012-05,Northamptonshire Police,Northamptonshire Police,-0.722107,52.376945,On or near PYTCHLEY LANE,E01027131,Kettering 009D,Investigation complete; no suspect identified
9f93ff59b8994ea5b8253923c514fbbb2edb7cd24e750d05f5c15006649963c6,2012-05,Northamptonshire Police,Northamptonshire Police,-0.722042,52.379713,On or near PYTCHLEY LODGE ROAD,E01027131,Kettering 009D,Investigation complete; no suspect identified
9bbdfc3387686a90434ba8fcd1e74d3bb0bc75533bfb39680f64d0721bd8d643,2012-05,Northamptonshire Police,Northamptonshire Police,-0.876931,52.247119,On or near WESTLEIGH CLOSE,E01027132,Northampton 022A,Investigation complete; no suspect identified
07fa31a3358ff6875cee3bc660c459db37d1957e51673cc544855cb20bd0555d,2012-05,Northamptonshire Police,Northamptonshire Police,-0.874693,52.245245,On or near OLD BLACKSMITHS MEWS,E01027132,Northampton 022A,Investigation complete; no suspect identified
b8fc4d3dd6a7d3076436226f07617b812e6f386aa9778eaaf6dbde310aa45bc6,2012-05,Northamptonshire Police,Northamptonshire Police,-0.876715,52.246388,On or near BARONSON GARDENS,E01027132,Northampton 022A,Investigation complete; no suspect identified
f2aff95f9029320ab9f7a703f36ff9997b62007d5a1fc1085133a57e9475dbe3,2012-05,Northamptonshire Police,Northamptonshire Police,-0.878924,52.246517,On or near DERBY ROAD,E01027132,Northampton 022A,Investigation complete; no suspect identified
ada9eebf18e8b37d5520eb0288f1796d529b7955ff9f70826778adfc9ab17961,2012-05,Northamptonshire Police,Northamptonshire Police,-0.875398,52.246942,On or near LEA ROAD,E01027132,Northampton 022A,Investigation complete; no suspect identified
c6d9536479d79e6e4e1303590aaedc0eeb41978ef57f1f6b779fdeba197e666b,2012-05,Northamptonshire Police,Northamptonshire Police,-0.875398,52.246942,On or near LEA ROAD,E01027132,Northampton 022A,Suspect charged
4bea7c935a907f91a42dedaa999f4a43917cdcab8a311cd476b1e6961dfc0935,2012-05,Northamptonshire Police,Northamptonshire Police,-0.874450,52.242132,On or near COLLINS STREET,E01027133,Northampton 022B,Investigation complete; no suspect identified
d8b0d44463a9ea280cea01f67eeb4699f453d2ba916feb2afb2ca0c709cf859d,2012-05,Northamptonshire Police,Northamptonshire Police,-0.872933,52.244788,On or near MANFIELD ROAD,E01027133,Northampton 022B,Investigation complete; no suspect identified
8eff8d9cd310bf103dfc97af619366b612b33f0f36bf4e2fee407d5e9390efab,2012-05,Northamptonshire Police,Northamptonshire Police,-0.871466,52.241411,On or near LUTTERWORTH ROAD,E01027133,Northampton 022B,Investigation complete; no suspect identified
9ea9d793b24be747abbe9dfb6864f8b42fef85c81276d673d0c8ae5824c203ce,2012-05,Northamptonshire Police,Northamptonshire Police,-0.870670,52.241602,On or near WYCLIFFE ROAD,E01027133,Northampton 022B,Investigation complete; no suspect identified
ccca889ecb64620382bc776744320ee378cc9ef7c972b5a47ebcbafe0a90b0a0,2012-05,Northamptonshire Police,Northamptonshire Police,-0.878271,52.243355,On or near ADAMS AVENUE,E01027134,Northampton 022C,Investigation complete; no suspect identified
c296f3732f1605f456cd347572d4ab9e5dba0520a6763e76d38810f9a0fbd884,2012-05,Northamptonshire Police,Northamptonshire Police,-0.878453,52.241954,On or near Supermarket,E01027134,Northampton 022C,Investigation complete; no suspect identified
0c2dd9b169bcd60f20f31929f281dce67a57305d81eb694dcbe02ab3cb78345a,2012-05,Northamptonshire Police,Northamptonshire Police,-0.878453,52.241954,On or near Supermarket,E01027134,Northampton 022C,Investigation complete; no suspect identified
1a88a5968d0e4a1da8a4bf2023eb84ddd6def14da9eae15789c40164085e6bdf,2012-05,Northamptonshire Police,Northamptonshire Police,-0.878703,52.245976,On or near TURNER STREET,E01027134,Northampton 022C,Investigation complete; no suspect identified
c84f0d05fc38b029a3c86476a86291f35ee7f1439e2eaeb996a3450094db39b0,2012-05,Northamptonshire Police,Northamptonshire Police,-0.878271,52.243355,On or near ADAMS AVENUE,E01027134,Northampton 022C,Investigation complete; no suspect identified
20e17b7efa4ba964f2daa715244648194e41e24956f749e9afd28289f17ceb6c,2012-05,Northamptonshire Police,Northamptonshire Police,-0.880276,52.245766,On or near MAGEE STREET,E01027134,Northampton 022C,Suspect charged
53de1feb663c2acacd21abfc0b1350e5945e03eaa6735cb91438346c70d2e831,2012-05,Northamptonshire Police,Northamptonshire Police,-0.865492,52.242487,On or near SANDRINGHAM CLOSE,E01027135,Northampton 022D,Investigation complete; no suspect identified
bd113795ac0d7a3f1bbf9fe1847f7c9d7e7f3b9d4fa4e2831b523c749c36158c,2012-05,Northamptonshire Police,Northamptonshire Police,-0.868388,52.244367,On or near CHRISTCHURCH ROAD,E01027135,Northampton 022D,Investigation complete; no suspect identified
07bdcfc509ae634a6b854eb4d4fd8933b9f1948d717e4dc8dac3a6869fca2591,2012-05,Northamptonshire Police,Northamptonshire Police,-0.865152,52.243751,On or near GARRICK ROAD,E01027135,Northampton 022D,Investigation complete; no suspect identified
ad3a9a81c613414eb259e7d3b61121c16023581d8d1dcff5a292687ff909aa47,2012-05,Northamptonshire Police,Northamptonshire Police,-0.865152,52.243751,On or near GARRICK ROAD,E01027135,Northampton 022D,Investigation complete; no suspect identified
4bb2da75e1674ea5fa16350e89312ef767a48cbd7fb6510da4f9841b180851f4,2012-05,Northamptonshire Police,Northamptonshire Police,-0.868388,52.244367,On or near CHRISTCHURCH ROAD,E01027135,Northampton 022D,Investigation complete; no suspect identified
a204fbe1e78f3c3fd7fdcc6771e9b5d84af9b37b83a1c87becdc47c8555ac643,2012-05,Northamptonshire Police,Northamptonshire Police,-0.874174,52.249547,On or near COLLINGWOOD ROAD,E01027136,Northampton 013A,Investigation complete; no suspect identified
b0e943755766a6a5d8e9440fc925fdc5d9dbec09e2765a11164722628cc09927,2012-05,Northamptonshire Police,Northamptonshire Police,-0.871040,52.246055,On or near ROSEHOLME ROAD,E01027136,Northampton 013A,Suspect charged
3f820b2c00086de0d159849bbc749350b73f776f14648eff7ac40390d47170a8,2012-05,Northamptonshire Police,Northamptonshire Police,-0.871040,52.246055,On or near ROSEHOLME ROAD,E01027136,Northampton 013A,Suspect charged
775d4306d36b5cba9eeb51228b0dfe9341bdee1c1ee60dce5a9f1c7bf7f7f86b,2012-05,Northamptonshire Police,Northamptonshire Police,-0.876929,52.248935,On or near ABINGTON GROVE,E01027136,Northampton 013A,Investigation complete; no suspect identified
5ca07aa1ecd7c606b3aa77f4a879b329ed4fc4b76d6886fd8066fd7505afcb44,2012-05,Northamptonshire Police,Northamptonshire Police,-0.872558,52.249181,On or near ABINGTON AVENUE,E01027136,Northampton 013A,Investigation complete; no suspect identified
797b414a65f617795acea233f773151ed6ed8db238ad4e3c28ab6b20ba222e04,2012-05,Northamptonshire Police,Northamptonshire Police,-0.872558,52.249181,On or near ABINGTON AVENUE,E01027136,Northampton 013A,Investigation complete; no suspect identified
f99404fbb706737593334798d2e0896cc85654f481e30291d593f0c0c41a5519,2012-05,Northamptonshire Police,Northamptonshire Police,-0.873129,52.249771,On or near ASHBURNHAM ROAD,E01027136,Northampton 013A,Investigation complete; no suspect identified
83548954df0c270746ec0e30e6ac53c319fef010e21ed54a033659a4b5cc389f,2012-05,Northamptonshire Police,Northamptonshire Police,-0.872558,52.249181,On or near ABINGTON AVENUE,E01027136,Northampton 013A,Investigation complete; no suspect identified
4615bd25091b987334702c0e6a957cb46960174842bda07401bb1ba08b936d98,2012-05,Northamptonshire Police,Northamptonshire Police,-0.876929,52.248935,On or near ABINGTON GROVE,E01027136,Northampton 013A,Investigation complete; no suspect identified
8aea5fba7daf10e6e25f00e2c61c7c26ee94f7c07c4c05626c017fcc4f6e1f71,2012-05,Northamptonshire Police,Northamptonshire Police,-0.876929,52.248935,On or near ABINGTON GROVE,E01027136,Northampton 013A,Suspect charged
7d1dd2c353a37e88bada12058e5df16f4f16221da07d55fc9a1a0ccce2c74963,2012-05,Northamptonshire Police,Northamptonshire Police,-0.826635,52.249201,On or near STOCKMEAD ROAD,E01027137,Northampton 016A,Suspect charged
bba8a04bd426ce843f7d36bfbada1000e7548af232b93b169e6d88a1f4c457f6,2012-05,Northamptonshire Police,Northamptonshire Police,-0.826943,52.249752,On or near PADWELL COURT,E01027137,Northampton 016A,Investigation complete; no suspect identified
4be9e034519f395d7973822e4bd49778686168a4d2da38dbc27aef4295835570,2012-05,Northamptonshire Police,Northamptonshire Police,-0.825191,52.247865,On or near SWINFORD HOLLOW,E01027137,Northampton 016A,Investigation complete; no suspect identified
21f62eab45ee9797df33f393136274aabdec56736f489a7ff7159c3c5b9b8109,2012-05,Northamptonshire Police,Northamptonshire Police,-0.831806,52.250861,On or near LOGWELL COURT,E01027137,Northampton 016A,Investigation complete; no suspect identified
7eaec7656c327f7a2c7093822b4cb7adabfb24182b25faa09081f11be78cd933,2012-05,Northamptonshire Police,Northamptonshire Police,-0.828972,52.251121,On or near BRICKWELL COURT,E01027137,Northampton 016A,Suspect charged
4ef583e1737c3e53e1b3cd4d0ccb1a90ccca1df7b7575af916b4edcedfbfbedd,2012-05,Northamptonshire Police,Northamptonshire Police,-0.823935,52.252159,On or near PADDOCKS WAY,E01027138,Northampton 016B,Investigation complete; no suspect identified
d1819d71fe4573e6d389703dbfd0d108e0c1a0a6c477e41aefd4330bf8290fce,2012-05,Northamptonshire Police,Northamptonshire Police,-0.820815,52.252676,On or near VALLEY ROAD,E01027138,Northampton 016B,Investigation complete; no suspect identified
3c3a89af4523b2f306d77127ed848021bbc311471c6ebceba8f19fffb87af343,2012-05,Northamptonshire Police,Northamptonshire Police,-0.820815,52.252676,On or near VALLEY ROAD,E01027138,Northampton 016B,Investigation complete; no suspect identified
e31c516ebf97bcd660e00000df835b38570518599e0d826d98fe52701beec04a,2012-05,Northamptonshire Police,Northamptonshire Police,-0.815147,52.252071,On or near Supermarket,E01027140,Northampton 011A,Investigation complete; no suspect identified
6d8fe9d80a30a1de0664e2254bd437e6be012ec05d378ddf54cedb5f4a2b4f25,2012-05,Northamptonshire Police,Northamptonshire Police,-0.815147,52.252071,On or near Supermarket,E01027140,Northampton 011A,Investigation complete; no suspect identified
33c9e6103b37c4b1192314b43def96bef6d62fd5fd0ff12778ff7100237bfbdf,2012-05,Northamptonshire Police,Northamptonshire Police,-0.812777,52.251400,On or near HANEMILL COURT,E01027140,Northampton 011A,Investigation complete; no suspect identified
2cb608da4aa4f65b40b1fe7f7b7c63a7e2b1440dda877a1c0e4fa5874bbbe896,2012-05,Northamptonshire Police,Northamptonshire Police,-0.812915,52.243507,On or near Theme/Adventure Park,E01027140,Northampton 011A,Investigation complete; no suspect identified
4cdbbbb3ca41b7e6db345d8160cfe56630f574b076985d38e7becae0b4fe0ce7,2012-05,Northamptonshire Police,Northamptonshire Police,-0.838156,52.241610,On or near FAIRGROUND WAY,E01027140,Northampton 011A,Investigation complete; no suspect identified
2190972b61df497324b28d3d6baf600b9425561fe31f9e29356b5f6b782b6293,2012-05,Northamptonshire Police,Northamptonshire Police,-0.812915,52.243507,On or near Theme/Adventure Park,E01027140,Northampton 011A,Investigation complete; no suspect identified
5f9ff35ced077f69411a5f2acf3ce97ff73d016e0ee8ee0d70e9077ac8b16177,2012-05,Northamptonshire Police,Northamptonshire Police,-0.838156,52.241610,On or near FAIRGROUND WAY,E01027140,Northampton 011A,Suspect charged
fcb623236bc62683af761965e38b6ca437b1f80ecaf6b5c78589a5a175a466f7,2012-05,Northamptonshire Police,Northamptonshire Police,-0.835005,52.243395,On or near FERRIS ROW,E01027140,Northampton 011A,Local resolution
3734d1bad9a0e5bfd573ddc5bf97266e6004686e128b7a0d8819bc17b542b683,2012-05,Northamptonshire Police,Northamptonshire Police,-0.816144,52.252585,On or near FARACRE COURT,E01027140,Northampton 011A,Investigation complete; no suspect identified
23aa1450ac59dc30f291b2cba98166ed8b2c9328172422604788e90500fed713,2012-05,Northamptonshire Police,Northamptonshire Police,-0.818859,52.256262,On or near WORCESTER CLOSE,E01027141,Northampton 016D,Investigation complete; no suspect identified
b47256167a4535ef8bb7fef07bd336fc09e9dded2baf536d86060ef5ceeaba1a,2012-05,Northamptonshire Police,Northamptonshire Police,-0.823640,52.259969,On or near WELLINGBOROUGH ROAD,E01027141,Northampton 016D,Investigation complete; no suspect identified
de4033c982d2292512e5dafcff0fcbcf7b7d026d6a27997dd05840ebc80bc727,2012-05,Northamptonshire Police,Northamptonshire Police,-0.906368,52.267570,On or near BARNFIELD CLOSE,E01027143,Northampton 003A,Suspect charged
3ca8668fd10db0c7a40e44f229ff6b57b38c9b4fd8d3fa1555f7739afffeccc1,2012-05,Northamptonshire Police,Northamptonshire Police,-0.915071,52.274223,On or near COVERT CLOSE,E01027144,Northampton 003B,Investigation complete; no suspect identified
8e5efcec865f0c6d7073430fe3de499fd1ed97311de4957c99e0771900e9bd99,2012-05,Northamptonshire Police,Northamptonshire Police,-0.920583,52.275415,On or near THE AVENUE,E01027144,Northampton 003B,Suspect charged
e25997087d487a3c8ad1d3b2266e6b90bddc9df15bce9aee7ca74dd43a44c05b,2012-05,Northamptonshire Police,Northamptonshire Police,-0.909392,52.273936,On or near Supermarket,E01027146,Northampton 003C,Investigation complete; no suspect identified
9b4bd7e0579a97f35dc7ddfd4387e5fbba712aacb769bdda679abda6b8435375,2012-05,Northamptonshire Police,Northamptonshire Police,-0.909392,52.273936,On or near Supermarket,E01027146,Northampton 003C,Local resolution
f5070ce960c3c65c989c15df10194d67ca569a4033ba46670d0909c9723a6307,2012-05,Northamptonshire Police,Northamptonshire Police,-0.909093,52.272360,On or near CORNFIELD CLOSE,E01027146,Northampton 003C,Offender given a caution
d14673a3afd6b142fba24190dd773b25dfcf91ddfaf81fe1a079ba92d81119a1,2012-05,Northamptonshire Police,Northamptonshire Police,-0.909392,52.273936,On or near Supermarket,E01027146,Northampton 003C,Investigation complete; no suspect identified
8088b9d48abbb3e70b5f25e43f22fbfccee17e6a08c92458c1bddfc8dfa0d25c,2012-05,Northamptonshire Police,Northamptonshire Police,-0.901348,52.264332,On or near Petrol Station,E01027147,Northampton 003D,Investigation complete; no suspect identified
33338c8440316b6b54957d244f3653dd468afe00d2cc959d2c91f8b5f4d69036,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900400,52.268917,On or near HARBOROUGH ROAD,E01027147,Northampton 003D,Investigation complete; no suspect identified
efa97fcd2b05db669251e8b7768b68291bb52a7f3f2eca50781a0628bb2ad8c3,2012-05,Northamptonshire Police,Northamptonshire Police,-0.896115,52.269147,On or near HELMDON ROAD,E01027147,Northampton 003D,Investigation complete; no suspect identified
49e2add2015f30769822ba6502895cf734c92a10eb9265ea72d66a1f60872734,2012-05,Northamptonshire Police,Northamptonshire Police,-0.894504,52.270256,On or near AYNHO WALK,E01027147,Northampton 003D,Suspect charged
c87ee31d828c47535ca40ca32d79a221a6bf8cea1051cf56f92c4b31771a8e01,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900692,52.264811,On or near Parking Area,E01027147,Northampton 003D,Investigation complete; no suspect identified
d3bcf210dafba4de90e13c36b6467c37a18081a90e312c27f74611f5da3601e4,2012-05,Northamptonshire Police,Northamptonshire Police,-0.899713,52.270610,On or near HINTON CLOSE,E01027147,Northampton 003D,Investigation complete; no suspect identified
d5b314c383ea636dfc03803e9e7f2905460762c6c4fbeb598aba3517254dfec7,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900692,52.264811,On or near Parking Area,E01027147,Northampton 003D,Investigation complete; no suspect identified
ad21ac7d23b97fdd4ab17e13f11827e8cbeca1dc55dab9f92cd6fc4f654c6c00,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900400,52.268917,On or near HARBOROUGH ROAD,E01027147,Northampton 003D,Investigation complete; no suspect identified
72ff06c19046659ba3222b4643e5ef531bd421a345c4faf91710367a75c47a30,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900400,52.268917,On or near HARBOROUGH ROAD,E01027147,Northampton 003D,Investigation complete; no suspect identified
5a2cc7e68ec35cef4651d8c6a49da75d73484a101c6642f00839f3e58bd73f4a,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900944,52.264661,On or near MESCALERO,E01027147,Northampton 003D,Investigation complete; no suspect identified
aea413eab18fefa2b1985fe4f30b63ad7dda334c404beab4b30097195306137c,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900595,52.264568,On or near HIGH STREET,E01027147,Northampton 003D,Investigation complete; no suspect identified
075360e591166e3a18200a62c9ba114f8bfe53f5a82cd28e96a10875fdb0f53e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900595,52.264568,On or near HIGH STREET,E01027147,Northampton 003D,Investigation complete; no suspect identified
3cb874e55b73a2809ff57ee513e248c29f5daebe0ebf94ac3c4a11e8f2baee79,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900595,52.264568,On or near HIGH STREET,E01027147,Northampton 003D,Investigation complete; no suspect identified
97415f66efad69bfc757ace8127dd078caa4f6723ba9000859c9bb42ab15978d,2012-05,Northamptonshire Police,Northamptonshire Police,-0.901348,52.264332,On or near Petrol Station,E01027147,Northampton 003D,Investigation complete; no suspect identified
4e8f8d1ac98a3f3cb34387c33bbbd50739cabdaf8a430cfd4d4e4118f83f4fc1,2012-05,Northamptonshire Police,Northamptonshire Police,-0.897446,52.269258,On or near HELMDON CRESCENT,E01027147,Northampton 003D,Offender given a caution
678a9905b29dfa2ebcc42767f06294f0d4099dfbad1ebd3f8ae7ee84a9eef5c5,2012-05,Northamptonshire Police,Northamptonshire Police,-0.901063,52.278840,On or near TIVERTON AVENUE,E01027148,Northampton 001B,Investigation complete; no suspect identified
9980f0fecb9d67d1817f3d0aec7539180b793a7d2af0b467dfd1e8db777895be,2012-05,Northamptonshire Police,Northamptonshire Police,-0.914918,52.239688,On or near WEEDON ROAD,E01027151,Northampton 024A,Investigation complete; no suspect identified
bdb6ba1f109527149924b2db549fdddf33f624b581bc3e6c5cdaad3219dcc917,2012-05,Northamptonshire Police,Northamptonshire Police,-0.911517,52.239225,On or near STANLEY ROAD,E01027151,Northampton 024A,Investigation complete; no suspect identified
f806a0f68d042608d290ed8ac1b1bf5a2f06959bcd54887f97c45767dbc7f059,2012-05,Northamptonshire Police,Northamptonshire Police,-0.910119,52.242476,On or near SPENCER BRIDGE ROAD,E01027151,Northampton 024A,Investigation complete; no suspect identified
ade5f2a7ec88b74eb0b07974accc9135c8fcab73a50ccc878ebc231bd208cf8f,2012-05,Northamptonshire Police,Northamptonshire Police,-0.911517,52.239225,On or near STANLEY ROAD,E01027151,Northampton 024A,Investigation complete; no suspect identified
4aa49c86d11a198270c47fb0712ca11ecc884100b90ad85cdc066c037d2d240e,2012-05,Northamptonshire Police,Northamptonshire Police,-0.914918,52.239688,On or near WEEDON ROAD,E01027151,Northampton 024A,Investigation complete; no suspect identified
d39456b61054c3306ef00cfc1e6a19fb68fde415abb789768f68a89ba941ffb3,2012-05,Northamptonshire Police,Northamptonshire Police,-0.901076,52.250466,On or near NORFOLK TERRACE,E01027152,Northampton 021B,Investigation complete; no suspect identified
2b8f5eca48202fe23b24f3938db7dac35b6d499664a1a7a71cbe6e7e9f1c3b57,2012-05,Northamptonshire Police,Northamptonshire Police,-0.900879,52.249529,On or near ESSEX TERRACE,E01027152,Northampton 021B,Offender given a caution
3f3631d1c7dcd6b2d68ca64a6185e3051c5e9dc21112971c90985e89f7699432,2012-05,Northamptonshire Police,Northamptonshire Police,-0.898163,52.240890,On or near SHEEP STREET,E01027153,Northampton 021C,Investigation complete; no suspect identified
3161fa478737801dc55fa7da28c104510b448dd5414f290689b2f6fde7948aa9,2012-05,Northamptonshire Police,Northamptonshire Police,-0.896940,52.240016,On or near Pedestrian Subway,E01027153,Northampton 021C,Investigation complete; no suspect identified
4489cc9cc94f587263b251ac6d7b789700aae6f18aaa6fa88c978bf655fb23d2,2012-05,Northamptonshire Police,Northamptonshire Police,-0.894658,52.239904,On or near Pedestrian Subway,E01027153,Northampton 021C,Investigation complete; no suspect identified
124d3adedbc222027f481dfbcdf83ce8d4ff62774c9ecbbd87384e952f8348e0,2012-05,Northamptonshire Police,Northamptonshire Police,-0.896687,52.240769,On or near LATYMER COURT,E01027153,Northampton 021C,Investigation complete; no suspect identified
56c3084466ed2e0f32f70346534e7af2667bbacc42da2e54e2227e8fa90e5084,2012-05,Northamptonshire Police,Northamptonshire Police,-0.898163,52.240890,On or near SHEEP STREET,E01027153,Northampton 021C,Investigation complete; no suspect identified
